"subj_idx","response","rt","stim","block","block_number","trial_z","rt_inv_trim_grp","run_trial","run_trial_z","prev_rt","prev_rt_inv","stimblock"
31,1,318,"congruent","most_con",4,1.50470616497004,-3.14465408805031,30,0.812628976629887,0.304,-3.28947368421053,"congruent"
31,1,324,"congruent","most_con",4,1.52635661338688,-3.08641975308642,31,0.898168868906717,0.318,-3.14465408805031,"congruent"
31,1,314,"incongruent","most_con",4,1.54800706180371,-3.18471337579618,32,0.983708761183547,0.324,-3.08641975308642,"incongruent_most_con"
31,1,296,"congruent","most_con",4,1.56965751022055,-3.37837837837838,33,1.06924865346038,0.314,-3.18471337579618,"congruent"
31,1,301,"incongruent","most_con",4,1.59130795863738,-3.32225913621262,34,1.15478854573721,0.296,-3.37837837837838,"incongruent_most_con"
31,1,418,"incongruent","most_con",4,1.61295840705422,-2.39234449760766,35,1.24032843801404,0.301,-3.32225913621262,"incongruent_most_con"
31,1,304,"congruent","most_con",4,1.63460885547105,-3.28947368421053,36,1.32586833029087,0.418,-2.39234449760766,"congruent"
31,1,278,"congruent","most_con",4,1.65625930388789,-3.59712230215827,37,1.4114082225677,0.304,-3.28947368421053,"congruent"
31,1,332,"incongruent","most_con",4,1.67790975230472,-3.01204819277108,38,1.49694811484453,0.278,-3.59712230215827,"incongruent_most_con"
31,1,377,"incongruent","most_con",4,1.69956020072156,-2.6525198938992,39,1.58248800712136,0.332,-3.01204819277108,"incongruent_most_con"
31,1,359,"incongruent","most_con",4,1.72121064913839,-2.78551532033426,40,1.66802789939819,0.377,-2.6525198938992,"incongruent_most_con"
32,1,451,"congruent","most_con",1,-1.72121064913839,-2.21729490022173,1,-1.66802789939819,NA,NA,"congruent"
32,1,425,"congruent","most_con",1,-1.69956020072156,-2.35294117647059,2,-1.58248800712136,0.451,-2.21729490022173,"congruent"
32,1,295,"congruent","most_con",1,-1.67790975230472,-3.38983050847458,3,-1.49694811484453,0.425,-2.35294117647059,"congruent"
32,1,285,"congruent","most_con",1,-1.65625930388789,-3.50877192982456,4,-1.4114082225677,0.295,-3.38983050847458,"congruent"
32,1,298,"congruent","most_con",1,-1.63460885547105,-3.35570469798658,5,-1.32586833029087,0.285,-3.50877192982456,"congruent"
32,0,288,"incongruent","most_con",1,-1.61295840705422,-3.47222222222222,6,-1.24032843801404,0.298,-3.35570469798658,"incongruent_most_con"
32,1,382,"incongruent","most_con",1,-1.59130795863738,-2.61780104712042,7,-1.15478854573721,0.288,-3.47222222222222,"incongruent_most_con"
32,1,379,"congruent","most_con",1,-1.56965751022055,-2.63852242744063,8,-1.06924865346038,0.382,-2.61780104712042,"congruent"
32,1,345,"congruent","most_con",1,-1.54800706180371,-2.89855072463768,9,-0.983708761183547,0.379,-2.63852242744063,"congruent"
32,1,334,"congruent","most_con",1,-1.52635661338688,-2.9940119760479,10,-0.898168868906717,0.345,-2.89855072463768,"congruent"
32,1,316,"congruent","most_con",1,-1.50470616497004,-3.16455696202532,11,-0.812628976629887,0.334,-2.9940119760479,"congruent"
32,1,290,"incongruent","most_con",1,-1.48305571655321,-3.44827586206897,12,-0.727089084353056,0.316,-3.16455696202532,"incongruent_most_con"
32,1,296,"congruent","most_con",1,-1.46140526813637,-3.37837837837838,13,-0.641549192076226,0.29,-3.44827586206897,"congruent"
32,1,422,"congruent","most_con",1,-1.43975481971953,-2.3696682464455,14,-0.556009299799396,0.296,-3.37837837837838,"congruent"
32,1,354,"congruent","most_con",1,-1.4181043713027,-2.82485875706215,15,-0.470469407522566,0.422,-2.3696682464455,"congruent"
32,1,296,"congruent","most_con",1,-1.39645392288586,-3.37837837837838,16,-0.384929515245736,0.354,-2.82485875706215,"congruent"
32,1,422,"congruent","most_con",1,-1.37480347446903,-2.3696682464455,17,-0.299389622968906,0.296,-3.37837837837838,"congruent"
32,1,452,"congruent","most_con",1,-1.35315302605219,-2.21238938053097,18,-0.213849730692075,0.422,-2.3696682464455,"congruent"
32,1,314,"congruent","most_con",1,-1.33150257763536,-3.18471337579618,19,-0.128309838415245,0.452,-2.21238938053097,"congruent"
32,1,376,"incongruent","most_con",1,-1.30985212921852,-2.65957446808511,20,-0.0427699461384151,0.314,-3.18471337579618,"incongruent_most_con"
32,1,349,"incongruent","most_con",1,-1.28820168080169,-2.86532951289398,21,0.0427699461384151,0.376,-2.65957446808511,"incongruent_most_con"
32,1,387,"incongruent","most_con",1,-1.26655123238485,-2.58397932816537,22,0.128309838415245,0.349,-2.86532951289398,"incongruent_most_con"
32,1,368,"congruent","most_con",1,-1.24490078396802,-2.71739130434783,23,0.213849730692075,0.387,-2.58397932816537,"congruent"
32,1,406,"congruent","most_con",1,-1.22325033555118,-2.46305418719212,24,0.299389622968906,0.368,-2.71739130434783,"congruent"
32,1,340,"congruent","most_con",1,-1.20159988713435,-2.94117647058824,25,0.384929515245736,0.406,-2.46305418719212,"congruent"
32,1,393,"congruent","most_con",1,-1.17994943871751,-2.54452926208651,26,0.470469407522566,0.34,-2.94117647058824,"congruent"
32,1,367,"congruent","most_con",1,-1.15829899030068,-2.72479564032698,27,0.556009299799396,0.393,-2.54452926208651,"congruent"
32,1,597,"congruent","most_con",1,-1.13664854188384,-1.6750418760469,28,0.641549192076226,0.367,-2.72479564032698,"congruent"
32,1,411,"congruent","most_con",1,-1.11499809346701,-2.4330900243309,29,0.727089084353056,0.597,-1.6750418760469,"congruent"
32,1,392,"congruent","most_con",1,-1.09334764505017,-2.55102040816327,30,0.812628976629887,0.411,-2.4330900243309,"congruent"
32,1,318,"congruent","most_con",1,-1.07169719663334,-3.14465408805031,31,0.898168868906717,0.392,-2.55102040816327,"congruent"
32,1,331,"incongruent","most_con",1,-1.0500467482165,-3.02114803625378,32,0.983708761183547,0.318,-3.14465408805031,"incongruent_most_con"
32,1,585,"incongruent","most_con",1,-1.02839629979967,-1.70940170940171,33,1.06924865346038,0.331,-3.02114803625378,"incongruent_most_con"
32,1,423,"incongruent","most_con",1,-1.00674585138283,-2.36406619385343,34,1.15478854573721,0.585,-1.70940170940171,"incongruent_most_con"
32,1,405,"congruent","most_con",1,-0.985095402965998,-2.46913580246914,35,1.24032843801404,0.423,-2.36406619385343,"congruent"
32,1,435,"congruent","most_con",1,-0.963444954549162,-2.29885057471264,36,1.32586833029087,0.405,-2.46913580246914,"congruent"
32,1,375,"congruent","most_con",1,-0.941794506132327,-2.66666666666667,37,1.4114082225677,0.435,-2.29885057471264,"congruent"
32,1,421,"incongruent","most_con",1,-0.920144057715492,-2.37529691211401,38,1.49694811484453,0.375,-2.66666666666667,"incongruent_most_con"
32,1,411,"incongruent","most_con",1,-0.898493609298657,-2.4330900243309,39,1.58248800712136,0.421,-2.37529691211401,"incongruent_most_con"
32,1,385,"incongruent","most_con",1,-0.876843160881822,-2.5974025974026,40,1.66802789939819,0.411,-2.4330900243309,"incongruent_most_con"
32,1,439,"congruent","most_incon",2,-0.855192712464987,-2.27790432801822,1,-1.66802789939819,NA,NA,"congruent"
32,1,317,"congruent","most_incon",2,-0.833542264048152,-3.15457413249211,2,-1.58248800712136,0.439,-2.27790432801822,"congruent"
32,1,306,"incongruent","most_incon",2,-0.811891815631317,-3.26797385620915,3,-1.49694811484453,0.317,-3.15457413249211,"incongruent_most_incon"
32,1,367,"incongruent","most_incon",2,-0.790241367214482,-2.72479564032698,4,-1.4114082225677,0.306,-3.26797385620915,"incongruent_most_incon"
32,1,309,"congruent","most_incon",2,-0.768590918797647,-3.23624595469256,5,-1.32586833029087,0.367,-2.72479564032698,"congruent"
32,1,275,"congruent","most_incon",2,-0.746940470380811,-3.63636363636364,6,-1.24032843801404,0.309,-3.23624595469256,"congruent"
32,1,366,"incongruent","most_incon",2,-0.703639573547141,-2.73224043715847,8,-1.06924865346038,0.249,-4.01606425702811,"incongruent_most_incon"
32,1,300,"congruent","most_incon",2,-0.681989125130306,-3.33333333333333,9,-0.983708761183547,0.366,-2.73224043715847,"congruent"
32,1,306,"incongruent","most_incon",2,-0.660338676713471,-3.26797385620915,10,-0.898168868906717,0.3,-3.33333333333333,"incongruent_most_incon"
32,0,255,"incongruent","most_incon",2,-0.638688228296636,-3.92156862745098,11,-0.812628976629887,0.306,-3.26797385620915,"incongruent_most_incon"
32,1,341,"incongruent","most_incon",2,-0.617037779879801,-2.93255131964809,12,-0.727089084353056,0.255,-3.92156862745098,"incongruent_most_incon"
32,1,322,"congruent","most_incon",2,-0.595387331462966,-3.1055900621118,13,-0.641549192076226,0.341,-2.93255131964809,"congruent"
32,1,304,"incongruent","most_incon",2,-0.57373688304613,-3.28947368421053,14,-0.556009299799396,0.322,-3.1055900621118,"incongruent_most_incon"
32,1,318,"congruent","most_incon",2,-0.552086434629295,-3.14465408805031,15,-0.470469407522566,0.304,-3.28947368421053,"congruent"
32,1,412,"incongruent","most_incon",2,-0.53043598621246,-2.42718446601942,16,-0.384929515245736,0.318,-3.14465408805031,"incongruent_most_incon"
32,1,322,"incongruent","most_incon",2,-0.508785537795625,-3.1055900621118,17,-0.299389622968906,0.412,-2.42718446601942,"incongruent_most_incon"
32,1,319,"incongruent","most_incon",2,-0.48713508937879,-3.13479623824451,18,-0.213849730692075,0.322,-3.1055900621118,"incongruent_most_incon"
32,1,348,"incongruent","most_incon",2,-0.465484640961955,-2.8735632183908,19,-0.128309838415245,0.319,-3.13479623824451,"incongruent_most_incon"
32,1,338,"incongruent","most_incon",2,-0.44383419254512,-2.9585798816568,20,-0.0427699461384151,0.348,-2.8735632183908,"incongruent_most_incon"
32,1,320,"incongruent","most_incon",2,-0.422183744128285,-3.125,21,0.0427699461384151,0.338,-2.9585798816568,"incongruent_most_incon"
32,1,334,"congruent","most_incon",2,-0.40053329571145,-2.9940119760479,22,0.128309838415245,0.32,-3.125,"congruent"
32,1,284,"incongruent","most_incon",2,-0.378882847294614,-3.52112676056338,23,0.213849730692075,0.334,-2.9940119760479,"incongruent_most_incon"
32,0,321,"incongruent","most_incon",2,-0.357232398877779,-3.11526479750779,24,0.299389622968906,0.284,-3.52112676056338,"incongruent_most_incon"
32,1,318,"incongruent","most_incon",2,-0.335581950460944,-3.14465408805031,25,0.384929515245736,0.321,-3.11526479750779,"incongruent_most_incon"
32,1,428,"incongruent","most_incon",2,-0.313931502044109,-2.33644859813084,26,0.470469407522566,0.318,-3.14465408805031,"incongruent_most_incon"
32,1,498,"incongruent","most_incon",2,-0.292281053627274,-2.00803212851406,27,0.556009299799396,0.428,-2.33644859813084,"incongruent_most_incon"
32,1,616,"congruent","most_incon",2,-0.270630605210439,-1.62337662337662,28,0.641549192076226,0.498,-2.00803212851406,"congruent"
32,0,453,"incongruent","most_incon",2,-0.248980156793604,-2.2075055187638,29,0.727089084353056,0.616,-1.62337662337662,"incongruent_most_incon"
32,0,427,"congruent","most_incon",2,-0.227329708376769,-2.34192037470726,30,0.812628976629887,0.453,-2.2075055187638,"congruent"
32,1,537,"incongruent","most_incon",2,-0.205679259959934,-1.86219739292365,31,0.898168868906717,0.427,-2.34192037470726,"incongruent_most_incon"
32,1,406,"congruent","most_incon",2,-0.184028811543098,-2.46305418719212,32,0.983708761183547,0.537,-1.86219739292365,"congruent"
32,1,404,"congruent","most_incon",2,-0.162378363126263,-2.47524752475248,33,1.06924865346038,0.406,-2.46305418719212,"congruent"
32,1,370,"incongruent","most_incon",2,-0.140727914709428,-2.7027027027027,34,1.15478854573721,0.404,-2.47524752475248,"incongruent_most_incon"
32,1,279,"incongruent","most_incon",2,-0.119077466292593,-3.584229390681,35,1.24032843801404,0.37,-2.7027027027027,"incongruent_most_incon"
32,1,357,"incongruent","most_incon",2,-0.097427017875758,-2.80112044817927,36,1.32586833029087,0.279,-3.584229390681,"incongruent_most_incon"
32,1,363,"incongruent","most_incon",2,-0.0757765694589229,-2.75482093663912,37,1.4114082225677,0.357,-2.80112044817927,"incongruent_most_incon"
32,1,465,"incongruent","most_incon",2,-0.0541261210420878,-2.1505376344086,38,1.49694811484453,0.363,-2.75482093663912,"incongruent_most_incon"
32,1,526,"incongruent","most_incon",2,-0.0324756726252527,-1.90114068441065,39,1.58248800712136,0.465,-2.1505376344086,"incongruent_most_incon"
32,1,491,"incongruent","most_incon",2,-0.0108252242084176,-2.03665987780041,40,1.66802789939819,0.526,-1.90114068441065,"incongruent_most_incon"
32,1,556,"congruent","most_incon",3,0.0108252242084176,-1.79856115107914,1,-1.66802789939819,NA,NA,"congruent"
32,1,322,"incongruent","most_incon",3,0.0324756726252527,-3.1055900621118,2,-1.58248800712136,0.556,-1.79856115107914,"incongruent_most_incon"
32,1,336,"congruent","most_incon",3,0.0541261210420878,-2.97619047619048,3,-1.49694811484453,0.322,-3.1055900621118,"congruent"
32,1,342,"incongruent","most_incon",3,0.0757765694589229,-2.92397660818713,4,-1.4114082225677,0.336,-2.97619047619048,"incongruent_most_incon"
32,1,427,"incongruent","most_incon",3,0.097427017875758,-2.34192037470726,5,-1.32586833029087,0.342,-2.92397660818713,"incongruent_most_incon"
32,1,264,"incongruent","most_incon",3,0.119077466292593,-3.78787878787879,6,-1.24032843801404,0.427,-2.34192037470726,"incongruent_most_incon"
32,1,350,"congruent","most_incon",3,0.140727914709428,-2.85714285714286,7,-1.15478854573721,0.264,-3.78787878787879,"congruent"
32,1,340,"congruent","most_incon",3,0.162378363126263,-2.94117647058824,8,-1.06924865346038,0.35,-2.85714285714286,"congruent"
32,1,378,"incongruent","most_incon",3,0.184028811543098,-2.64550264550265,9,-0.983708761183547,0.34,-2.94117647058824,"incongruent_most_incon"
32,1,344,"incongruent","most_incon",3,0.205679259959934,-2.90697674418605,10,-0.898168868906717,0.378,-2.64550264550265,"incongruent_most_incon"
32,1,365,"incongruent","most_incon",3,0.227329708376769,-2.73972602739726,11,-0.812628976629887,0.344,-2.90697674418605,"incongruent_most_incon"
32,1,475,"incongruent","most_incon",3,0.248980156793604,-2.10526315789474,12,-0.727089084353056,0.365,-2.73972602739726,"incongruent_most_incon"
32,1,352,"congruent","most_incon",3,0.270630605210439,-2.84090909090909,13,-0.641549192076226,0.475,-2.10526315789474,"congruent"
32,1,350,"incongruent","most_incon",3,0.292281053627274,-2.85714285714286,14,-0.556009299799396,0.352,-2.84090909090909,"incongruent_most_incon"
32,1,364,"incongruent","most_incon",3,0.313931502044109,-2.74725274725275,15,-0.470469407522566,0.35,-2.85714285714286,"incongruent_most_incon"
32,1,257,"incongruent","most_incon",3,0.335581950460944,-3.89105058365759,16,-0.384929515245736,0.364,-2.74725274725275,"incongruent_most_incon"
32,1,383,"incongruent","most_incon",3,0.357232398877779,-2.61096605744125,17,-0.299389622968906,0.257,-3.89105058365759,"incongruent_most_incon"
32,1,365,"congruent","most_incon",3,0.378882847294614,-2.73972602739726,18,-0.213849730692075,0.383,-2.61096605744125,"congruent"
32,1,339,"incongruent","most_incon",3,0.40053329571145,-2.94985250737463,19,-0.128309838415245,0.365,-2.73972602739726,"incongruent_most_incon"
32,0,296,"incongruent","most_incon",3,0.422183744128285,-3.37837837837838,20,-0.0427699461384151,0.339,-2.94985250737463,"incongruent_most_incon"
32,1,309,"congruent","most_incon",3,0.44383419254512,-3.23624595469256,21,0.0427699461384151,0.296,-3.37837837837838,"congruent"
32,1,347,"congruent","most_incon",3,0.465484640961955,-2.88184438040346,22,0.128309838415245,0.309,-3.23624595469256,"congruent"
32,1,409,"incongruent","most_incon",3,0.48713508937879,-2.44498777506112,23,0.213849730692075,0.347,-2.88184438040346,"incongruent_most_incon"
32,1,399,"incongruent","most_incon",3,0.508785537795625,-2.5062656641604,24,0.299389622968906,0.409,-2.44498777506112,"incongruent_most_incon"
32,1,365,"congruent","most_incon",3,0.53043598621246,-2.73972602739726,25,0.384929515245736,0.399,-2.5062656641604,"congruent"
32,1,331,"congruent","most_incon",3,0.552086434629295,-3.02114803625378,26,0.470469407522566,0.365,-2.73972602739726,"congruent"
32,1,392,"incongruent","most_incon",3,0.57373688304613,-2.55102040816327,27,0.556009299799396,0.331,-3.02114803625378,"incongruent_most_incon"
32,1,293,"incongruent","most_incon",3,0.595387331462966,-3.41296928327645,28,0.641549192076226,0.392,-2.55102040816327,"incongruent_most_incon"
32,1,363,"incongruent","most_incon",3,0.617037779879801,-2.75482093663912,29,0.727089084353056,0.293,-3.41296928327645,"incongruent_most_incon"
32,1,361,"incongruent","most_incon",3,0.638688228296636,-2.77008310249307,30,0.812628976629887,0.363,-2.75482093663912,"incongruent_most_incon"
32,1,399,"congruent","most_incon",3,0.660338676713471,-2.5062656641604,31,0.898168868906717,0.361,-2.77008310249307,"congruent"
32,1,332,"incongruent","most_incon",3,0.681989125130306,-3.01204819277108,32,0.983708761183547,0.399,-2.5062656641604,"incongruent_most_incon"
32,1,482,"incongruent","most_incon",3,0.703639573547141,-2.0746887966805,33,1.06924865346038,0.332,-3.01204819277108,"incongruent_most_incon"
32,1,591,"incongruent","most_incon",3,0.725290021963976,-1.69204737732657,34,1.15478854573721,0.482,-2.0746887966805,"incongruent_most_incon"
32,1,605,"incongruent","most_incon",3,0.746940470380811,-1.65289256198347,35,1.24032843801404,0.591,-1.69204737732657,"incongruent_most_incon"
32,1,585,"congruent","most_incon",3,0.790241367214482,-1.70940170940171,37,1.4114082225677,NA,NA,"congruent"
32,1,326,"incongruent","most_incon",3,0.811891815631317,-3.06748466257669,38,1.49694811484453,0.585,-1.70940170940171,"incongruent_most_incon"
32,1,300,"incongruent","most_incon",3,0.833542264048152,-3.33333333333333,39,1.58248800712136,0.326,-3.06748466257669,"incongruent_most_incon"
32,1,354,"incongruent","most_incon",3,0.855192712464987,-2.82485875706215,40,1.66802789939819,0.3,-3.33333333333333,"incongruent_most_incon"
32,1,311,"congruent","most_con",4,0.876843160881822,-3.21543408360129,1,-1.66802789939819,NA,NA,"congruent"
32,1,333,"congruent","most_con",4,0.898493609298657,-3.003003003003,2,-1.58248800712136,0.311,-3.21543408360129,"congruent"
32,1,306,"congruent","most_con",4,0.920144057715492,-3.26797385620915,3,-1.49694811484453,0.333,-3.003003003003,"congruent"
32,1,536,"congruent","most_con",4,0.941794506132327,-1.86567164179104,4,-1.4114082225677,0.306,-3.26797385620915,"congruent"
32,1,430,"congruent","most_con",4,0.963444954549162,-2.32558139534884,5,-1.32586833029087,0.536,-1.86567164179104,"congruent"
32,1,300,"congruent","most_con",4,0.985095402965998,-3.33333333333333,6,-1.24032843801404,0.43,-2.32558139534884,"congruent"
32,1,730,"incongruent","most_con",4,1.00674585138283,-1.36986301369863,7,-1.15478854573721,0.3,-3.33333333333333,"incongruent_most_con"
32,1,455,"incongruent","most_con",4,1.02839629979967,-2.1978021978022,8,-1.06924865346038,0.73,-1.36986301369863,"incongruent_most_con"
32,1,436,"congruent","most_con",4,1.0500467482165,-2.29357798165138,9,-0.983708761183547,0.455,-2.1978021978022,"congruent"
32,1,698,"incongruent","most_con",4,1.07169719663334,-1.43266475644699,10,-0.898168868906717,0.436,-2.29357798165138,"incongruent_most_con"
32,1,408,"congruent","most_con",4,1.09334764505017,-2.45098039215686,11,-0.812628976629887,0.698,-1.43266475644699,"congruent"
32,1,390,"incongruent","most_con",4,1.11499809346701,-2.56410256410256,12,-0.727089084353056,0.408,-2.45098039215686,"incongruent_most_con"
32,1,340,"incongruent","most_con",4,1.13664854188384,-2.94117647058824,13,-0.641549192076226,0.39,-2.56410256410256,"incongruent_most_con"
32,1,353,"congruent","most_con",4,1.15829899030068,-2.8328611898017,14,-0.556009299799396,0.34,-2.94117647058824,"congruent"
32,1,343,"congruent","most_con",4,1.17994943871751,-2.91545189504373,15,-0.470469407522566,0.353,-2.8328611898017,"congruent"
32,1,492,"incongruent","most_con",4,1.20159988713435,-2.03252032520325,16,-0.384929515245736,0.343,-2.91545189504373,"incongruent_most_con"
32,1,418,"incongruent","most_con",4,1.22325033555118,-2.39234449760766,17,-0.299389622968906,0.492,-2.03252032520325,"incongruent_most_con"
32,1,392,"congruent","most_con",4,1.24490078396802,-2.55102040816327,18,-0.213849730692075,0.418,-2.39234449760766,"congruent"
32,1,389,"congruent","most_con",4,1.26655123238485,-2.5706940874036,19,-0.128309838415245,0.392,-2.55102040816327,"congruent"
32,1,291,"congruent","most_con",4,1.28820168080169,-3.43642611683849,20,-0.0427699461384151,0.389,-2.5706940874036,"congruent"
32,1,401,"congruent","most_con",4,1.30985212921852,-2.49376558603491,21,0.0427699461384151,0.291,-3.43642611683849,"congruent"
32,1,335,"congruent","most_con",4,1.33150257763536,-2.98507462686567,22,0.128309838415245,0.401,-2.49376558603491,"congruent"
32,1,436,"incongruent","most_con",4,1.35315302605219,-2.29357798165138,23,0.213849730692075,0.335,-2.98507462686567,"incongruent_most_con"
32,1,426,"congruent","most_con",4,1.37480347446903,-2.34741784037559,24,0.299389622968906,0.436,-2.29357798165138,"congruent"
32,1,391,"congruent","most_con",4,1.39645392288586,-2.55754475703325,25,0.384929515245736,0.426,-2.34741784037559,"congruent"
32,1,493,"incongruent","most_con",4,1.4181043713027,-2.02839756592292,26,0.470469407522566,0.391,-2.55754475703325,"incongruent_most_con"
32,1,483,"congruent","most_con",4,1.43975481971953,-2.0703933747412,27,0.556009299799396,0.493,-2.02839756592292,"congruent"
32,1,321,"congruent","most_con",4,1.46140526813637,-3.11526479750779,28,0.641549192076226,0.483,-2.0703933747412,"congruent"
32,1,367,"congruent","most_con",4,1.48305571655321,-2.72479564032698,29,0.727089084353056,0.321,-3.11526479750779,"congruent"
32,1,363,"congruent","most_con",4,1.50470616497004,-2.75482093663912,30,0.812628976629887,0.367,-2.72479564032698,"congruent"
32,1,273,"incongruent","most_con",4,1.52635661338688,-3.66300366300366,31,0.898168868906717,0.363,-2.75482093663912,"incongruent_most_con"
32,1,335,"congruent","most_con",4,1.54800706180371,-2.98507462686567,32,0.983708761183547,0.273,-3.66300366300366,"congruent"
32,1,429,"incongruent","most_con",4,1.56965751022055,-2.33100233100233,33,1.06924865346038,0.335,-2.98507462686567,"incongruent_most_con"
32,1,539,"congruent","most_con",4,1.59130795863738,-1.85528756957328,34,1.15478854573721,0.429,-2.33100233100233,"congruent"
32,1,352,"congruent","most_con",4,1.61295840705422,-2.84090909090909,35,1.24032843801404,0.539,-1.85528756957328,"congruent"
32,1,414,"incongruent","most_con",4,1.63460885547105,-2.41545893719807,36,1.32586833029087,0.352,-2.84090909090909,"incongruent_most_con"
32,0,363,"congruent","most_con",4,1.65625930388789,-2.75482093663912,37,1.4114082225677,0.414,-2.41545893719807,"congruent"
32,1,401,"congruent","most_con",4,1.67790975230472,-2.49376558603491,38,1.49694811484453,0.363,-2.75482093663912,"congruent"
32,1,439,"congruent","most_con",4,1.69956020072156,-2.27790432801822,39,1.58248800712136,0.401,-2.49376558603491,"congruent"
32,1,509,"congruent","most_con",4,1.72121064913839,-1.96463654223969,40,1.66802789939819,0.439,-2.27790432801822,"congruent"
33,1,471,"congruent","most_con",1,-1.72121064913839,-2.12314225053079,1,-1.66802789939819,NA,NA,"congruent"
33,1,469,"incongruent","most_con",1,-1.69956020072156,-2.13219616204691,2,-1.58248800712136,0.471,-2.12314225053079,"incongruent_most_con"
33,1,434,"incongruent","most_con",1,-1.67790975230472,-2.30414746543779,3,-1.49694811484453,0.469,-2.13219616204691,"incongruent_most_con"
33,1,495,"congruent","most_con",1,-1.65625930388789,-2.02020202020202,4,-1.4114082225677,0.434,-2.30414746543779,"congruent"
33,1,405,"congruent","most_con",1,-1.63460885547105,-2.46913580246914,5,-1.32586833029087,0.495,-2.02020202020202,"congruent"
33,1,547,"incongruent","most_con",1,-1.61295840705422,-1.82815356489945,6,-1.24032843801404,0.405,-2.46913580246914,"incongruent_most_con"
33,1,433,"congruent","most_con",1,-1.59130795863738,-2.3094688221709,7,-1.15478854573721,0.547,-1.82815356489945,"congruent"
33,1,351,"congruent","most_con",1,-1.56965751022055,-2.84900284900285,8,-1.06924865346038,0.433,-2.3094688221709,"congruent"
33,1,324,"congruent","most_con",1,-1.54800706180371,-3.08641975308642,9,-0.983708761183547,0.351,-2.84900284900285,"congruent"
33,1,338,"congruent","most_con",1,-1.52635661338688,-2.9585798816568,10,-0.898168868906717,0.324,-3.08641975308642,"congruent"
33,1,359,"congruent","most_con",1,-1.50470616497004,-2.78551532033426,11,-0.812628976629887,0.338,-2.9585798816568,"congruent"
33,1,317,"congruent","most_con",1,-1.48305571655321,-3.15457413249211,12,-0.727089084353056,0.359,-2.78551532033426,"congruent"
33,1,299,"congruent","most_con",1,-1.46140526813637,-3.34448160535117,13,-0.641549192076226,0.317,-3.15457413249211,"congruent"
33,1,384,"incongruent","most_con",1,-1.43975481971953,-2.60416666666667,14,-0.556009299799396,0.299,-3.34448160535117,"incongruent_most_con"
33,1,398,"congruent","most_con",1,-1.4181043713027,-2.51256281407035,15,-0.470469407522566,0.384,-2.60416666666667,"congruent"
33,1,348,"congruent","most_con",1,-1.39645392288586,-2.8735632183908,16,-0.384929515245736,0.398,-2.51256281407035,"congruent"
33,1,370,"congruent","most_con",1,-1.37480347446903,-2.7027027027027,17,-0.299389622968906,0.348,-2.8735632183908,"congruent"
33,1,375,"congruent","most_con",1,-1.35315302605219,-2.66666666666667,18,-0.213849730692075,0.37,-2.7027027027027,"congruent"
33,1,413,"incongruent","most_con",1,-1.33150257763536,-2.42130750605327,19,-0.128309838415245,0.375,-2.66666666666667,"incongruent_most_con"
33,1,306,"congruent","most_con",1,-1.30985212921852,-3.26797385620915,20,-0.0427699461384151,0.413,-2.42130750605327,"congruent"
33,1,304,"congruent","most_con",1,-1.28820168080169,-3.28947368421053,21,0.0427699461384151,0.306,-3.26797385620915,"congruent"
33,1,266,"congruent","most_con",1,-1.22325033555118,-3.7593984962406,24,0.299389622968906,0.244,-4.0983606557377,"congruent"
33,0,262,"incongruent","most_con",1,-1.20159988713435,-3.81679389312977,25,0.384929515245736,0.266,-3.7593984962406,"incongruent_most_con"
33,1,388,"congruent","most_con",1,-1.17994943871751,-2.57731958762887,26,0.470469407522566,0.262,-3.81679389312977,"congruent"
33,1,370,"congruent","most_con",1,-1.15829899030068,-2.7027027027027,27,0.556009299799396,0.388,-2.57731958762887,"congruent"
33,1,344,"congruent","most_con",1,-1.13664854188384,-2.90697674418605,28,0.641549192076226,0.37,-2.7027027027027,"congruent"
33,1,342,"congruent","most_con",1,-1.11499809346701,-2.92397660818713,29,0.727089084353056,0.344,-2.90697674418605,"congruent"
33,1,364,"incongruent","most_con",1,-1.09334764505017,-2.74725274725275,30,0.812628976629887,0.342,-2.92397660818713,"incongruent_most_con"
33,1,353,"congruent","most_con",1,-1.07169719663334,-2.8328611898017,31,0.898168868906717,0.364,-2.74725274725275,"congruent"
33,1,406,"congruent","most_con",1,-1.0500467482165,-2.46305418719212,32,0.983708761183547,0.353,-2.8328611898017,"congruent"
33,1,396,"incongruent","most_con",1,-1.02839629979967,-2.52525252525253,33,1.06924865346038,0.406,-2.46305418719212,"incongruent_most_con"
33,1,354,"congruent","most_con",1,-1.00674585138283,-2.82485875706215,34,1.15478854573721,0.396,-2.52525252525253,"congruent"
33,1,328,"incongruent","most_con",1,-0.985095402965998,-3.04878048780488,35,1.24032843801404,0.354,-2.82485875706215,"incongruent_most_con"
33,1,293,"congruent","most_con",1,-0.963444954549162,-3.41296928327645,36,1.32586833029087,0.328,-3.04878048780488,"congruent"
33,1,331,"congruent","most_con",1,-0.941794506132327,-3.02114803625378,37,1.4114082225677,0.293,-3.41296928327645,"congruent"
33,1,361,"congruent","most_con",1,-0.920144057715492,-2.77008310249307,38,1.49694811484453,0.331,-3.02114803625378,"congruent"
33,1,454,"incongruent","most_con",1,-0.898493609298657,-2.20264317180617,39,1.58248800712136,0.361,-2.77008310249307,"incongruent_most_con"
33,1,340,"incongruent","most_con",1,-0.876843160881822,-2.94117647058824,40,1.66802789939819,0.454,-2.20264317180617,"incongruent_most_con"
