"subj_idx","response","rt","stim","block","block_number","trial_z","trial","rt_inv_trim_grp","run_trial","run_trial_z","prev_rt","prev_rt_inv","stimblock"
1,1,537,"congruent","most_con",1,-1.72121064913839,1,-1.86219739292365,1,-1.66802789939819,NA,NA,"congruent"
1,1,599,"incongruent","most_con",1,-1.69956020072156,2,-1.669449081803,2,-1.58248800712136,0.537,-1.86219739292365,"incongruent_most_con"
1,1,397,"congruent","most_con",1,-1.67790975230472,3,-2.51889168765743,3,-1.49694811484453,0.599,-1.669449081803,"congruent"
1,1,450,"congruent","most_con",1,-1.65625930388789,4,-2.22222222222222,4,-1.4114082225677,0.397,-2.51889168765743,"congruent"
1,1,376,"incongruent","most_con",1,-1.63460885547105,5,-2.65957446808511,5,-1.32586833029087,0.45,-2.22222222222222,"incongruent_most_con"
1,1,413,"congruent","most_con",1,-1.61295840705422,6,-2.42130750605327,6,-1.24032843801404,0.376,-2.65957446808511,"congruent"
1,1,403,"congruent","most_con",1,-1.59130795863738,7,-2.48138957816377,7,-1.15478854573721,0.413,-2.42130750605327,"congruent"
1,1,377,"congruent","most_con",1,-1.56965751022055,8,-2.6525198938992,8,-1.06924865346038,0.403,-2.48138957816377,"congruent"
1,1,439,"incongruent","most_con",1,-1.54800706180371,9,-2.27790432801822,9,-0.983708761183547,0.377,-2.6525198938992,"incongruent_most_con"
1,1,445,"incongruent","most_con",1,-1.52635661338688,10,-2.24719101123596,10,-0.898168868906717,0.439,-2.27790432801822,"incongruent_most_con"
1,1,393,"incongruent","most_con",1,-1.50470616497004,11,-2.54452926208651,11,-0.812628976629887,0.445,-2.24719101123596,"incongruent_most_con"
1,1,439,"incongruent","most_con",1,-1.48305571655321,12,-2.27790432801822,12,-0.727089084353056,0.393,-2.54452926208651,"incongruent_most_con"
1,1,469,"incongruent","most_con",1,-1.46140526813637,13,-2.13219616204691,13,-0.641549192076226,0.439,-2.27790432801822,"incongruent_most_con"
1,1,395,"congruent","most_con",1,-1.43975481971953,14,-2.53164556962025,14,-0.556009299799396,0.469,-2.13219616204691,"congruent"
1,1,441,"congruent","most_con",1,-1.4181043713027,15,-2.26757369614512,15,-0.470469407522566,0.395,-2.53164556962025,"congruent"
1,1,359,"congruent","most_con",1,-1.39645392288586,16,-2.78551532033426,16,-0.384929515245736,0.441,-2.26757369614512,"congruent"
1,1,500,"incongruent","most_con",1,-1.37480347446903,17,-2,17,-0.299389622968906,0.359,-2.78551532033426,"incongruent_most_con"
1,1,545,"congruent","most_con",1,-1.35315302605219,18,-1.8348623853211,18,-0.213849730692075,0.5,-2,"congruent"
1,1,623,"congruent","most_con",1,-1.33150257763536,19,-1.60513643659711,19,-0.128309838415245,0.545,-1.8348623853211,"congruent"
1,1,461,"congruent","most_con",1,-1.30985212921852,20,-2.16919739696312,20,-0.0427699461384151,0.623,-1.60513643659711,"congruent"
1,1,403,"incongruent","most_con",1,-1.28820168080169,21,-2.48138957816377,21,0.0427699461384151,0.461,-2.16919739696312,"incongruent_most_con"
1,1,416,"incongruent","most_con",1,-1.26655123238485,22,-2.40384615384615,22,0.128309838415245,0.403,-2.48138957816377,"incongruent_most_con"
1,1,438,"congruent","most_con",1,-1.24490078396802,23,-2.28310502283105,23,0.213849730692075,0.416,-2.40384615384615,"congruent"
1,1,420,"incongruent","most_con",1,-1.22325033555118,24,-2.38095238095238,24,0.299389622968906,0.438,-2.28310502283105,"incongruent_most_con"
1,1,481,"congruent","most_con",1,-1.20159988713435,25,-2.07900207900208,25,0.384929515245736,0.42,-2.38095238095238,"congruent"
1,1,439,"congruent","most_con",1,-1.17994943871751,26,-2.27790432801822,26,0.470469407522566,0.481,-2.07900207900208,"congruent"
1,1,341,"congruent","most_con",1,-1.15829899030068,27,-2.93255131964809,27,0.556009299799396,0.439,-2.27790432801822,"congruent"
1,1,314,"congruent","most_con",1,-1.13664854188384,28,-3.18471337579618,28,0.641549192076226,0.341,-2.93255131964809,"congruent"
1,1,392,"congruent","most_con",1,-1.11499809346701,29,-2.55102040816327,29,0.727089084353056,0.314,-3.18471337579618,"congruent"
1,1,342,"congruent","most_con",1,-1.09334764505017,30,-2.92397660818713,30,0.812628976629887,0.392,-2.55102040816327,"congruent"
1,1,412,"congruent","most_con",1,-1.07169719663334,31,-2.42718446601942,31,0.898168868906717,0.342,-2.92397660818713,"congruent"
1,1,369,"congruent","most_con",1,-1.0500467482165,32,-2.710027100271,32,0.983708761183547,0.412,-2.42718446601942,"congruent"
1,1,358,"congruent","most_con",1,-1.02839629979967,33,-2.79329608938547,33,1.06924865346038,0.369,-2.710027100271,"congruent"
1,1,388,"incongruent","most_con",1,-1.00674585138283,34,-2.57731958762887,34,1.15478854573721,0.358,-2.79329608938547,"incongruent_most_con"
1,1,386,"congruent","most_con",1,-0.985095402965998,35,-2.59067357512953,35,1.24032843801404,0.388,-2.57731958762887,"congruent"
1,1,472,"congruent","most_con",1,-0.963444954549162,36,-2.11864406779661,36,1.32586833029087,0.386,-2.59067357512953,"congruent"
1,1,486,"congruent","most_con",1,-0.941794506132327,37,-2.05761316872428,37,1.4114082225677,0.472,-2.11864406779661,"congruent"
1,1,419,"congruent","most_con",1,-0.920144057715492,38,-2.38663484486873,38,1.49694811484453,0.486,-2.05761316872428,"congruent"
1,1,489,"congruent","most_con",1,-0.898493609298657,39,-2.04498977505112,39,1.58248800712136,0.419,-2.38663484486873,"congruent"
1,1,398,"congruent","most_con",1,-0.876843160881822,40,-2.51256281407035,40,1.66802789939819,0.489,-2.04498977505112,"congruent"
1,1,404,"incongruent","most_incon",2,-0.855192712464987,41,-2.47524752475248,1,-1.66802789939819,NA,NA,"incongruent_most_incon"
1,1,386,"incongruent","most_incon",2,-0.833542264048152,42,-2.59067357512953,2,-1.58248800712136,0.404,-2.47524752475248,"incongruent_most_incon"
1,1,352,"congruent","most_incon",2,-0.811891815631317,43,-2.84090909090909,3,-1.49694811484453,0.386,-2.59067357512953,"congruent"
1,1,397,"incongruent","most_incon",2,-0.790241367214482,44,-2.51889168765743,4,-1.4114082225677,0.352,-2.84090909090909,"incongruent_most_incon"
1,1,323,"incongruent","most_incon",2,-0.768590918797647,45,-3.09597523219814,5,-1.32586833029087,0.397,-2.51889168765743,"incongruent_most_incon"
1,1,433,"incongruent","most_incon",2,-0.746940470380811,46,-2.3094688221709,6,-1.24032843801404,0.323,-3.09597523219814,"incongruent_most_incon"
1,1,582,"incongruent","most_incon",2,-0.725290021963976,47,-1.71821305841924,7,-1.15478854573721,0.433,-2.3094688221709,"incongruent_most_incon"
1,1,436,"incongruent","most_incon",2,-0.703639573547141,48,-2.29357798165138,8,-1.06924865346038,0.582,-1.71821305841924,"incongruent_most_incon"
1,1,601,"congruent","most_incon",2,-0.681989125130306,49,-1.66389351081531,9,-0.983708761183547,0.436,-2.29357798165138,"congruent"
1,1,607,"incongruent","most_incon",2,-0.660338676713471,50,-1.64744645799012,10,-0.898168868906717,0.601,-1.66389351081531,"incongruent_most_incon"
1,1,485,"incongruent","most_incon",2,-0.638688228296636,51,-2.06185567010309,11,-0.812628976629887,0.607,-1.64744645799012,"incongruent_most_incon"
1,1,379,"incongruent","most_incon",2,-0.617037779879801,52,-2.63852242744063,12,-0.727089084353056,0.485,-2.06185567010309,"incongruent_most_incon"
1,1,345,"congruent","most_incon",2,-0.595387331462966,53,-2.89855072463768,13,-0.641549192076226,0.379,-2.63852242744063,"congruent"
1,1,461,"congruent","most_incon",2,-0.57373688304613,54,-2.16919739696312,14,-0.556009299799396,0.345,-2.89855072463768,"congruent"
1,1,411,"incongruent","most_incon",2,-0.552086434629295,55,-2.4330900243309,15,-0.470469407522566,0.461,-2.16919739696312,"incongruent_most_incon"
1,1,417,"congruent","most_incon",2,-0.53043598621246,56,-2.39808153477218,16,-0.384929515245736,0.411,-2.4330900243309,"congruent"
1,1,391,"congruent","most_incon",2,-0.508785537795625,57,-2.55754475703325,17,-0.299389622968906,0.417,-2.39808153477218,"congruent"
1,1,469,"congruent","most_incon",2,-0.48713508937879,58,-2.13219616204691,18,-0.213849730692075,0.391,-2.55754475703325,"congruent"
1,1,451,"incongruent","most_incon",2,-0.465484640961955,59,-2.21729490022173,19,-0.128309838415245,0.469,-2.13219616204691,"incongruent_most_incon"
1,1,496,"incongruent","most_incon",2,-0.44383419254512,60,-2.01612903225806,20,-0.0427699461384151,0.451,-2.21729490022173,"incongruent_most_incon"
1,0,517,"congruent","most_incon",2,-0.422183744128285,61,-1.93423597678917,21,0.0427699461384151,0.496,-2.01612903225806,"congruent"
1,1,459,"incongruent","most_incon",2,-0.40053329571145,62,-2.17864923747277,22,0.128309838415245,0.517,-1.93423597678917,"incongruent_most_incon"
1,1,449,"incongruent","most_incon",2,-0.378882847294614,63,-2.2271714922049,23,0.213849730692075,0.459,-2.17864923747277,"incongruent_most_incon"
1,1,431,"incongruent","most_incon",2,-0.357232398877779,64,-2.32018561484919,24,0.299389622968906,0.449,-2.2271714922049,"incongruent_most_incon"
1,1,444,"incongruent","most_incon",2,-0.335581950460944,65,-2.25225225225225,25,0.384929515245736,0.431,-2.32018561484919,"incongruent_most_incon"
1,1,442,"incongruent","most_incon",2,-0.313931502044109,66,-2.26244343891403,26,0.470469407522566,0.444,-2.25225225225225,"incongruent_most_incon"
1,1,384,"incongruent","most_incon",2,-0.292281053627274,67,-2.60416666666667,27,0.556009299799396,0.442,-2.26244343891403,"incongruent_most_incon"
1,1,413,"incongruent","most_incon",2,-0.270630605210439,68,-2.42130750605327,28,0.641549192076226,0.384,-2.60416666666667,"incongruent_most_incon"
1,1,659,"incongruent","most_incon",2,-0.248980156793604,69,-1.51745068285281,29,0.727089084353056,0.413,-2.42130750605327,"incongruent_most_incon"
1,1,457,"incongruent","most_incon",2,-0.227329708376769,70,-2.18818380743982,30,0.812628976629887,0.659,-1.51745068285281,"incongruent_most_incon"
1,1,334,"incongruent","most_incon",2,-0.205679259959934,71,-2.9940119760479,31,0.898168868906717,0.457,-2.18818380743982,"incongruent_most_incon"
1,1,348,"congruent","most_incon",2,-0.184028811543098,72,-2.8735632183908,32,0.983708761183547,0.334,-2.9940119760479,"congruent"
1,1,394,"congruent","most_incon",2,-0.162378363126263,73,-2.53807106598985,33,1.06924865346038,0.348,-2.8735632183908,"congruent"
1,1,400,"incongruent","most_incon",2,-0.140727914709428,74,-2.5,34,1.15478854573721,0.394,-2.53807106598985,"incongruent_most_incon"
1,1,413,"incongruent","most_incon",2,-0.119077466292593,75,-2.42130750605327,35,1.24032843801404,0.4,-2.5,"incongruent_most_incon"
1,1,450,"congruent","most_incon",2,-0.097427017875758,76,-2.22222222222222,36,1.32586833029087,0.413,-2.42130750605327,"congruent"
1,1,456,"incongruent","most_incon",2,-0.0757765694589229,77,-2.19298245614035,37,1.4114082225677,0.45,-2.22222222222222,"incongruent_most_incon"
1,1,398,"congruent","most_incon",2,-0.0541261210420878,78,-2.51256281407035,38,1.49694811484453,0.456,-2.19298245614035,"congruent"
1,1,396,"incongruent","most_incon",2,-0.0324756726252527,79,-2.52525252525253,39,1.58248800712136,0.398,-2.51256281407035,"incongruent_most_incon"
1,1,386,"incongruent","most_incon",2,-0.0108252242084176,80,-2.59067357512953,40,1.66802789939819,0.396,-2.52525252525253,"incongruent_most_incon"
1,1,685,"incongruent","most_incon",3,0.0108252242084176,81,-1.45985401459854,1,-1.66802789939819,NA,NA,"incongruent_most_incon"
1,1,419,"congruent","most_incon",3,0.0324756726252527,82,-2.38663484486873,2,-1.58248800712136,0.685,-1.45985401459854,"congruent"
1,1,384,"incongruent","most_incon",3,0.0541261210420878,83,-2.60416666666667,3,-1.49694811484453,0.419,-2.38663484486873,"incongruent_most_incon"
1,1,374,"incongruent","most_incon",3,0.0757765694589229,84,-2.67379679144385,4,-1.4114082225677,0.384,-2.60416666666667,"incongruent_most_incon"
1,1,372,"incongruent","most_incon",3,0.097427017875758,85,-2.68817204301075,5,-1.32586833029087,0.374,-2.67379679144385,"incongruent_most_incon"
1,1,418,"incongruent","most_incon",3,0.119077466292593,86,-2.39234449760766,6,-1.24032843801404,0.372,-2.68817204301075,"incongruent_most_incon"
1,1,384,"incongruent","most_incon",3,0.140727914709428,87,-2.60416666666667,7,-1.15478854573721,0.418,-2.39234449760766,"incongruent_most_incon"
1,1,356,"congruent","most_incon",3,0.162378363126263,88,-2.80898876404494,8,-1.06924865346038,0.384,-2.60416666666667,"congruent"
1,1,410,"incongruent","most_incon",3,0.184028811543098,89,-2.4390243902439,9,-0.983708761183547,0.356,-2.80898876404494,"incongruent_most_incon"
1,1,384,"incongruent","most_incon",3,0.205679259959934,90,-2.60416666666667,10,-0.898168868906717,0.41,-2.4390243902439,"incongruent_most_incon"
1,0,366,"incongruent","most_incon",3,0.227329708376769,91,-2.73224043715847,11,-0.812628976629887,0.384,-2.60416666666667,"incongruent_most_incon"
1,1,404,"incongruent","most_incon",3,0.248980156793604,92,-2.47524752475248,12,-0.727089084353056,0.366,-2.73224043715847,"incongruent_most_incon"
1,1,402,"congruent","most_incon",3,0.270630605210439,93,-2.48756218905473,13,-0.641549192076226,0.404,-2.47524752475248,"congruent"
1,1,423,"incongruent","most_incon",3,0.292281053627274,94,-2.36406619385343,14,-0.556009299799396,0.402,-2.48756218905473,"incongruent_most_incon"
1,1,428,"congruent","most_incon",3,0.313931502044109,95,-2.33644859813084,15,-0.470469407522566,0.423,-2.36406619385343,"congruent"
1,1,418,"incongruent","most_incon",3,0.335581950460944,96,-2.39234449760766,16,-0.384929515245736,0.428,-2.33644859813084,"incongruent_most_incon"
1,1,328,"congruent","most_incon",3,0.357232398877779,97,-3.04878048780488,17,-0.299389622968906,0.418,-2.39234449760766,"congruent"
1,1,414,"incongruent","most_incon",3,0.378882847294614,98,-2.41545893719807,18,-0.213849730692075,0.328,-3.04878048780488,"incongruent_most_incon"
1,1,347,"congruent","most_incon",3,0.40053329571145,99,-2.88184438040346,19,-0.128309838415245,0.414,-2.41545893719807,"congruent"
1,1,441,"congruent","most_incon",3,0.422183744128285,100,-2.26757369614512,20,-0.0427699461384151,0.347,-2.88184438040346,"congruent"
1,1,407,"incongruent","most_incon",3,0.44383419254512,101,-2.45700245700246,21,0.0427699461384151,0.441,-2.26757369614512,"incongruent_most_incon"
1,1,380,"incongruent","most_incon",3,0.465484640961955,102,-2.63157894736842,22,0.128309838415245,0.407,-2.45700245700246,"incongruent_most_incon"
1,1,410,"congruent","most_incon",3,0.48713508937879,103,-2.4390243902439,23,0.213849730692075,0.38,-2.63157894736842,"congruent"
1,1,400,"incongruent","most_incon",3,0.508785537795625,104,-2.5,24,0.299389622968906,0.41,-2.4390243902439,"incongruent_most_incon"
1,1,437,"incongruent","most_incon",3,0.53043598621246,105,-2.2883295194508,25,0.384929515245736,0.4,-2.5,"incongruent_most_incon"
1,1,515,"congruent","most_incon",3,0.552086434629295,106,-1.94174757281553,26,0.470469407522566,0.437,-2.2883295194508,"congruent"
1,1,377,"incongruent","most_incon",3,0.57373688304613,107,-2.6525198938992,27,0.556009299799396,0.515,-1.94174757281553,"incongruent_most_incon"
1,1,343,"incongruent","most_incon",3,0.595387331462966,108,-2.91545189504373,28,0.641549192076226,0.377,-2.6525198938992,"incongruent_most_incon"
1,1,468,"incongruent","most_incon",3,0.617037779879801,109,-2.13675213675214,29,0.727089084353056,0.343,-2.91545189504373,"incongruent_most_incon"
1,1,377,"congruent","most_incon",3,0.638688228296636,110,-2.6525198938992,30,0.812628976629887,0.468,-2.13675213675214,"congruent"
1,1,359,"congruent","most_incon",3,0.660338676713471,111,-2.78551532033426,31,0.898168868906717,0.377,-2.6525198938992,"congruent"
1,1,485,"incongruent","most_incon",3,0.681989125130306,112,-2.06185567010309,32,0.983708761183547,0.359,-2.78551532033426,"incongruent_most_incon"
1,1,499,"incongruent","most_incon",3,0.703639573547141,113,-2.00400801603206,33,1.06924865346038,0.485,-2.06185567010309,"incongruent_most_incon"
1,1,505,"incongruent","most_incon",3,0.725290021963976,114,-1.98019801980198,34,1.15478854573721,0.499,-2.00400801603206,"incongruent_most_incon"
1,1,422,"incongruent","most_incon",3,0.746940470380811,115,-2.3696682464455,35,1.24032843801404,0.505,-1.98019801980198,"incongruent_most_incon"
1,1,427,"congruent","most_incon",3,0.768590918797647,116,-2.34192037470726,36,1.32586833029087,0.422,-2.3696682464455,"congruent"
1,1,385,"incongruent","most_incon",3,0.790241367214482,117,-2.5974025974026,37,1.4114082225677,0.427,-2.34192037470726,"incongruent_most_incon"
1,1,407,"incongruent","most_incon",3,0.811891815631317,118,-2.45700245700246,38,1.49694811484453,0.385,-2.5974025974026,"incongruent_most_incon"
1,1,541,"incongruent","most_incon",3,0.833542264048152,119,-1.84842883548983,39,1.58248800712136,0.407,-2.45700245700246,"incongruent_most_incon"
1,1,547,"incongruent","most_incon",3,0.855192712464987,120,-1.82815356489945,40,1.66802789939819,0.541,-1.84842883548983,"incongruent_most_incon"
1,1,376,"congruent","most_con",4,0.876843160881822,121,-2.65957446808511,1,-1.66802789939819,NA,NA,"congruent"
1,1,446,"congruent","most_con",4,0.898493609298657,122,-2.24215246636771,2,-1.58248800712136,0.376,-2.65957446808511,"congruent"
1,1,467,"incongruent","most_con",4,0.920144057715492,123,-2.14132762312634,3,-1.49694811484453,0.446,-2.24215246636771,"incongruent_most_con"
1,1,385,"congruent","most_con",4,0.941794506132327,124,-2.5974025974026,4,-1.4114082225677,0.467,-2.14132762312634,"congruent"
1,1,399,"congruent","most_con",4,0.963444954549162,125,-2.5062656641604,5,-1.32586833029087,0.385,-2.5974025974026,"congruent"
1,1,444,"congruent","most_con",4,0.985095402965998,126,-2.25225225225225,6,-1.24032843801404,0.399,-2.5062656641604,"congruent"
1,1,410,"congruent","most_con",4,1.00674585138283,127,-2.4390243902439,7,-1.15478854573721,0.444,-2.25225225225225,"congruent"
1,1,440,"congruent","most_con",4,1.02839629979967,128,-2.27272727272727,8,-1.06924865346038,0.41,-2.4390243902439,"congruent"
1,1,534,"congruent","most_con",4,1.0500467482165,129,-1.87265917602996,9,-0.983708761183547,0.44,-2.27272727272727,"congruent"
1,1,395,"incongruent","most_con",4,1.07169719663334,130,-2.53164556962025,10,-0.898168868906717,0.534,-1.87265917602996,"incongruent_most_con"
1,1,473,"congruent","most_con",4,1.09334764505017,131,-2.11416490486258,11,-0.812628976629887,0.395,-2.53164556962025,"congruent"
1,1,422,"congruent","most_con",4,1.11499809346701,132,-2.3696682464455,12,-0.727089084353056,0.473,-2.11416490486258,"congruent"
1,1,436,"incongruent","most_con",4,1.13664854188384,133,-2.29357798165138,13,-0.641549192076226,0.422,-2.3696682464455,"incongruent_most_con"
1,1,370,"congruent","most_con",4,1.15829899030068,134,-2.7027027027027,14,-0.556009299799396,0.436,-2.29357798165138,"congruent"
1,1,520,"congruent","most_con",4,1.17994943871751,135,-1.92307692307692,15,-0.470469407522566,0.37,-2.7027027027027,"congruent"
1,1,438,"incongruent","most_con",4,1.20159988713435,136,-2.28310502283105,16,-0.384929515245736,0.52,-1.92307692307692,"incongruent_most_con"
1,1,418,"incongruent","most_con",4,1.22325033555118,137,-2.39234449760766,17,-0.299389622968906,0.438,-2.28310502283105,"incongruent_most_con"
1,1,416,"congruent","most_con",4,1.24490078396802,138,-2.40384615384615,18,-0.213849730692075,0.418,-2.39234449760766,"congruent"
1,1,486,"incongruent","most_con",4,1.26655123238485,139,-2.05761316872428,19,-0.128309838415245,0.416,-2.40384615384615,"incongruent_most_con"
1,1,372,"congruent","most_con",4,1.28820168080169,140,-2.68817204301075,20,-0.0427699461384151,0.486,-2.05761316872428,"congruent"
1,1,378,"congruent","most_con",4,1.30985212921852,141,-2.64550264550265,21,0.0427699461384151,0.372,-2.68817204301075,"congruent"
1,1,383,"congruent","most_con",4,1.33150257763536,142,-2.61096605744125,22,0.128309838415245,0.378,-2.64550264550265,"congruent"
1,1,325,"congruent","most_con",4,1.35315302605219,143,-3.07692307692308,23,0.213849730692075,0.383,-2.61096605744125,"congruent"
1,1,378,"congruent","most_con",4,1.37480347446903,144,-2.64550264550265,24,0.299389622968906,0.325,-3.07692307692308,"congruent"
1,1,384,"incongruent","most_con",4,1.39645392288586,145,-2.60416666666667,25,0.384929515245736,0.378,-2.64550264550265,"incongruent_most_con"
1,1,430,"congruent","most_con",4,1.4181043713027,146,-2.32558139534884,26,0.470469407522566,0.384,-2.60416666666667,"congruent"
1,1,436,"congruent","most_con",4,1.43975481971953,147,-2.29357798165138,27,0.556009299799396,0.43,-2.32558139534884,"congruent"
1,1,369,"incongruent","most_con",4,1.46140526813637,148,-2.710027100271,28,0.641549192076226,0.436,-2.29357798165138,"incongruent_most_con"
1,1,359,"incongruent","most_con",4,1.48305571655321,149,-2.78551532033426,29,0.727089084353056,0.369,-2.710027100271,"incongruent_most_con"
1,1,421,"congruent","most_con",4,1.50470616497004,150,-2.37529691211401,30,0.812628976629887,0.359,-2.78551532033426,"congruent"
1,1,642,"congruent","most_con",4,1.52635661338688,151,-1.55763239875389,31,0.898168868906717,0.421,-2.37529691211401,"congruent"
1,1,464,"congruent","most_con",4,1.54800706180371,152,-2.1551724137931,32,0.983708761183547,0.642,-1.55763239875389,"congruent"
1,1,397,"congruent","most_con",4,1.56965751022055,153,-2.51889168765743,33,1.06924865346038,0.464,-2.1551724137931,"congruent"
1,1,427,"congruent","most_con",4,1.59130795863738,154,-2.34192037470726,34,1.15478854573721,0.397,-2.51889168765743,"congruent"
1,1,425,"congruent","most_con",4,1.61295840705422,155,-2.35294117647059,35,1.24032843801404,0.427,-2.34192037470726,"congruent"
1,1,463,"congruent","most_con",4,1.63460885547105,156,-2.15982721382289,36,1.32586833029087,0.425,-2.35294117647059,"congruent"
1,1,373,"congruent","most_con",4,1.65625930388789,157,-2.68096514745308,37,1.4114082225677,0.463,-2.15982721382289,"congruent"
1,1,386,"incongruent","most_con",4,1.67790975230472,158,-2.59067357512953,38,1.49694811484453,0.373,-2.68096514745308,"incongruent_most_con"
1,1,407,"incongruent","most_con",4,1.69956020072156,159,-2.45700245700246,39,1.58248800712136,0.386,-2.59067357512953,"incongruent_most_con"
1,1,461,"incongruent","most_con",4,1.72121064913839,160,-2.16919739696312,40,1.66802789939819,0.407,-2.45700245700246,"incongruent_most_con"
2,1,462,"incongruent","most_con",1,-1.72121064913839,1,-2.16450216450216,1,-1.66802789939819,NA,NA,"incongruent_most_con"
2,1,419,"incongruent","most_con",1,-1.69956020072156,2,-2.38663484486873,2,-1.58248800712136,0.462,-2.16450216450216,"incongruent_most_con"
2,1,481,"incongruent","most_con",1,-1.67790975230472,3,-2.07900207900208,3,-1.49694811484453,0.419,-2.38663484486873,"incongruent_most_con"
2,1,447,"congruent","most_con",1,-1.65625930388789,4,-2.23713646532438,4,-1.4114082225677,0.481,-2.07900207900208,"congruent"
2,1,404,"congruent","most_con",1,-1.63460885547105,5,-2.47524752475248,5,-1.32586833029087,0.447,-2.23713646532438,"congruent"
2,1,394,"congruent","most_con",1,-1.61295840705422,6,-2.53807106598985,6,-1.24032843801404,0.404,-2.47524752475248,"congruent"
2,1,368,"congruent","most_con",1,-1.59130795863738,7,-2.71739130434783,7,-1.15478854573721,0.394,-2.53807106598985,"congruent"
2,1,302,"incongruent","most_con",1,-1.56965751022055,8,-3.3112582781457,8,-1.06924865346038,0.368,-2.71739130434783,"incongruent_most_con"
2,1,267,"congruent","most_con",1,-1.54800706180371,9,-3.74531835205992,9,-0.983708761183547,0.302,-3.3112582781457,"congruent"
2,NA,NA,"congruent","most_con",1,-1.52635661338688,10,NA,10,-0.898168868906717,0.267,-3.74531835205992,"congruent"
2,1,341,"congruent","most_con",1,-1.50470616497004,11,-2.93255131964809,11,-0.812628976629887,0.232,-4.31034482758621,"congruent"
2,1,476,"incongruent","most_con",1,-1.48305571655321,12,-2.10084033613445,12,-0.727089084353056,0.341,-2.93255131964809,"incongruent_most_con"
2,1,338,"congruent","most_con",1,-1.46140526813637,13,-2.9585798816568,13,-0.641549192076226,0.476,-2.10084033613445,"congruent"
2,1,376,"congruent","most_con",1,-1.43975481971953,14,-2.65957446808511,14,-0.556009299799396,0.338,-2.9585798816568,"congruent"
2,1,334,"congruent","most_con",1,-1.4181043713027,15,-2.9940119760479,15,-0.470469407522566,0.376,-2.65957446808511,"congruent"
2,1,410,"incongruent","most_con",1,-1.39645392288586,16,-2.4390243902439,16,-0.384929515245736,0.334,-2.9940119760479,"incongruent_most_con"
2,1,376,"congruent","most_con",1,-1.37480347446903,17,-2.65957446808511,17,-0.299389622968906,0.41,-2.4390243902439,"congruent"
2,1,342,"congruent","most_con",1,-1.35315302605219,18,-2.92397660818713,18,-0.213849730692075,0.376,-2.65957446808511,"congruent"
2,1,412,"incongruent","most_con",1,-1.33150257763536,19,-2.42718446601942,19,-0.128309838415245,0.342,-2.92397660818713,"incongruent_most_con"
2,1,306,"congruent","most_con",1,-1.30985212921852,20,-3.26797385620915,20,-0.0427699461384151,0.412,-2.42718446601942,"congruent"
2,1,423,"congruent","most_con",1,-1.28820168080169,21,-2.36406619385343,21,0.0427699461384151,0.306,-3.26797385620915,"congruent"
2,1,301,"congruent","most_con",1,-1.26655123238485,22,-3.32225913621262,22,0.128309838415245,0.423,-2.36406619385343,"congruent"
2,1,282,"congruent","most_con",1,-1.24490078396802,23,-3.54609929078014,23,0.213849730692075,0.301,-3.32225913621262,"congruent"
2,1,264,"congruent","most_con",1,-1.22325033555118,24,-3.78787878787879,24,0.299389622968906,0.282,-3.54609929078014,"congruent"
2,1,374,"congruent","most_con",1,-1.20159988713435,25,-2.67379679144385,25,0.384929515245736,0.264,-3.78787878787879,"congruent"
2,1,331,"incongruent","most_con",1,-1.17994943871751,26,-3.02114803625378,26,0.470469407522566,0.374,-2.67379679144385,"incongruent_most_con"
2,1,257,"congruent","most_con",1,-1.15829899030068,27,-3.89105058365759,27,0.556009299799396,0.331,-3.02114803625378,"congruent"
2,1,311,"congruent","most_con",1,-1.13664854188384,28,-3.21543408360129,28,0.641549192076226,0.257,-3.89105058365759,"congruent"
2,0,293,"congruent","most_con",1,-1.11499809346701,29,-3.41296928327645,29,0.727089084353056,0.311,-3.21543408360129,"congruent"
2,1,474,"incongruent","most_con",1,-1.09334764505017,30,-2.10970464135021,30,0.812628976629887,0.293,-3.41296928327645,"incongruent_most_con"
2,1,416,"congruent","most_con",1,-1.07169719663334,31,-2.40384615384615,31,0.898168868906717,0.474,-2.10970464135021,"congruent"
2,1,285,"congruent","most_con",1,-1.0500467482165,32,-3.50877192982456,32,0.983708761183547,0.416,-2.40384615384615,"congruent"
2,1,515,"incongruent","most_con",1,-1.02839629979967,33,-1.94174757281553,33,1.06924865346038,0.285,-3.50877192982456,"incongruent_most_con"
2,1,393,"congruent","most_con",1,-1.00674585138283,34,-2.54452926208651,34,1.15478854573721,0.515,-1.94174757281553,"congruent"
2,1,303,"congruent","most_con",1,-0.985095402965998,35,-3.3003300330033,35,1.24032843801404,0.393,-2.54452926208651,"congruent"
2,1,253,"congruent","most_con",1,-0.963444954549162,36,-3.95256916996047,36,1.32586833029087,0.303,-3.3003300330033,"congruent"
2,1,281,"congruent","most_con",1,-0.941794506132327,37,-3.55871886120996,37,1.4114082225677,0.253,-3.95256916996047,"congruent"
2,NA,NA,"congruent","most_con",1,-0.920144057715492,38,NA,38,1.49694811484453,0.281,-3.55871886120996,"congruent"
2,0,269,"incongruent","most_con",1,-0.898493609298657,39,-3.71747211895911,39,1.58248800712136,0.215,-4.65116279069767,"incongruent_most_con"
2,1,435,"incongruent","most_con",1,-0.876843160881822,40,-2.29885057471264,40,1.66802789939819,0.269,-3.71747211895911,"incongruent_most_con"
2,1,321,"incongruent","most_incon",2,-0.855192712464987,41,-3.11526479750779,1,-1.66802789939819,NA,NA,"incongruent_most_incon"
