"subj_idx","response","rt","cond","stim","stim_cond","trial_z","rt_log_trim_grp","prev_rt","block_trial"
47,1,339,"FiveGo","Go","Go_FiveGo",0.902100845907079,2.53019969820308,0.34,57
47,1,311,"FiveGo","Go","Go_FiveGo",0.916534459441593,2.49276038902684,0.43,58
47,1,410,"FiveGo","Go","Go_FiveGo",0.930968072976106,2.61278385671974,0.442,59
47,1,0,"FiveGo","NoGo","NoGo_FiveGo",0.945401686510619,0,0.43,60
47,1,289,"OneGo","Go","Go_OneGo",0.959835300045133,2.46089784275655,0.321,19
47,0,285,"OneGo","NoGo","NoGo_OneGo",0.974268913579646,2.45484486000851,0.372,20
47,1,336,"SevenGo","Go","Go_SevenGo",0.988702527114159,2.52633927738984,0.376,73
47,1,427,"SevenGo","Go","Go_SevenGo",1.00313614064867,2.63042787502502,0,74
47,1,322,"SevenGo","Go","Go_SevenGo",1.0320033677177,2.50785587169583,0.537,76
47,1,326,"SevenGo","Go","Go_SevenGo",1.04643698125221,2.51321760006794,0.397,77
47,1,281,"SevenGo","Go","Go_SevenGo",1.06087059478673,2.44870631990508,0,78
47,1,300,"SevenGo","Go","Go_SevenGo",1.07530420832124,2.47712125471966,0.317,79
47,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.08973782185575,0,0.375,80
47,1,292,"ThreeGo","Go","Go_ThreeGo",1.10417143539027,2.46538285144842,0.387,37
47,1,503,"ThreeGo","Go","Go_ThreeGo",1.11860504892478,2.70156798505593,0.375,38
47,1,314,"ThreeGo","Go","Go_ThreeGo",1.13303866245929,2.49692964807321,0.37,39
47,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",1.1474722759938,0,0.294,40
47,1,321,"FiveGo","Go","Go_FiveGo",1.16190588952832,2.50650503240487,0.337,61
47,1,461,"FiveGo","Go","Go_FiveGo",1.17633950306283,2.66370092538965,0.332,62
47,1,583,"FiveGo","Go","Go_FiveGo",1.19077311659734,2.76566855475901,0.36,63
47,1,331,"FiveGo","Go","Go_FiveGo",1.20520673013186,2.51982799377572,0.395,64
47,1,391,"FiveGo","Go","Go_FiveGo",1.21964034366637,2.59217675739587,0.406,65
47,1,0,"FiveGo","NoGo","NoGo_FiveGo",1.23407395720088,0,0,66
47,1,325,"ThreeGo","Go","Go_ThreeGo",1.2485075707354,2.51188336097887,0.374,41
47,1,393,"ThreeGo","Go","Go_ThreeGo",1.26294118426991,2.59439255037543,0.361,42
47,1,349,"ThreeGo","Go","Go_ThreeGo",1.27737479780442,2.54282542695918,0.453,43
47,0,328,"ThreeGo","NoGo","NoGo_ThreeGo",1.29180841133894,2.51587384371168,0.359,44
47,1,500,"OneGo","Go","Go_OneGo",1.30624202487345,2.69897000433602,0.307,21
47,1,0,"OneGo","NoGo","NoGo_OneGo",1.32067563840796,0,0.391,22
47,1,298,"SevenGo","Go","Go_SevenGo",1.33510925194248,2.47421626407626,0.387,81
47,1,318,"SevenGo","Go","Go_SevenGo",1.34954286547699,2.50242711998443,0,82
47,1,290,"SevenGo","Go","Go_SevenGo",1.3639764790115,2.46239799789896,0.281,83
47,1,276,"SevenGo","Go","Go_SevenGo",1.37841009254602,2.44090908206522,0.317,84
47,1,288,"SevenGo","Go","Go_SevenGo",1.39284370608053,2.45939248775923,0.368,85
47,1,380,"SevenGo","Go","Go_SevenGo",1.40727731961504,2.57978359661681,0,86
47,1,311,"SevenGo","Go","Go_SevenGo",1.42171093314956,2.49276038902684,0.382,87
47,0,394,"SevenGo","NoGo","NoGo_SevenGo",1.43614454668407,2.59549622182557,0,88
47,1,446,"FiveGo","Go","Go_FiveGo",1.45057816021858,2.64933485871214,0.414,67
47,1,518,"FiveGo","Go","Go_FiveGo",1.47944538728761,2.71432975974523,0.34,69
47,1,393,"FiveGo","Go","Go_FiveGo",1.49387900082212,2.59439255037543,0.4,70
47,1,563,"FiveGo","Go","Go_FiveGo",1.50831261435664,2.75050839485135,0.428,71
47,1,0,"FiveGo","NoGo","NoGo_FiveGo",1.52274622789115,0,0.375,72
47,1,378,"OneGo","Go","Go_OneGo",1.53717984142566,2.57749179983723,0.37,23
47,1,0,"OneGo","NoGo","NoGo_OneGo",1.55161345496018,0,0,24
47,1,313,"ThreeGo","Go","Go_ThreeGo",1.56604706849469,2.49554433754645,0.345,45
47,1,413,"ThreeGo","Go","Go_ThreeGo",1.5804806820292,2.6159500516564,0.389,46
47,1,544,"ThreeGo","Go","Go_ThreeGo",1.59491429556372,2.73559889969818,0.328,47
47,1,383,"SevenGo","Go","Go_SevenGo",1.62378152263274,2.58319877396862,0.431,89
47,1,354,"SevenGo","Go","Go_SevenGo",1.63821513616726,2.54900326202579,0,90
47,1,342,"SevenGo","Go","Go_SevenGo",1.65264874970177,2.53402610605613,0.302,91
47,1,314,"SevenGo","Go","Go_SevenGo",1.66708236323628,2.49692964807321,0,92
47,1,261,"SevenGo","Go","Go_SevenGo",1.6815159767708,2.41664050733828,0.3,93
47,1,264,"SevenGo","Go","Go_SevenGo",1.69594959030531,2.42160392686983,0.424,94
47,1,291,"SevenGo","Go","Go_SevenGo",1.71038320383982,2.46389298898591,0.356,95
47,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.72481681737434,0,0,96
49,1,365,"FiveGo","Go","Go_FiveGo",-1.72481681737434,2.56229286445647,0.316,1
49,1,384,"FiveGo","Go","Go_FiveGo",-1.71038320383982,2.58433122436753,0.384,2
49,1,412,"FiveGo","Go","Go_FiveGo",-1.69594959030531,2.61489721603313,0.355,3
49,1,359,"FiveGo","Go","Go_FiveGo",-1.6815159767708,2.55509444857832,0,4
49,1,395,"FiveGo","Go","Go_FiveGo",-1.66708236323628,2.59659709562646,0.338,5
49,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.65264874970177,0,0.365,6
49,1,529,"ThreeGo","Go","Go_ThreeGo",-1.63821513616726,2.72345567203519,0.313,1
49,1,357,"ThreeGo","Go","Go_ThreeGo",-1.62378152263274,2.55266821611219,0.38,2
49,1,297,"ThreeGo","Go","Go_ThreeGo",-1.60934790909823,2.47275644931721,0.351,3
