"subj_idx","response","rt","stim","cond","trial_z","rt_log_trim_grp","prev_rt"
20,1,720,"negative_familiar","conflict",-1.2301521619793,2.85733249643127,0.584
20,1,615,"positive","no_conflict",-1.18204565285162,2.78887511577542,0.72
20,1,694,"positive","no_conflict",-1.13393914372394,2.84135947045485,0.615
20,1,509,"negative_rc","conflict",-1.08583263459626,2.70671778233676,0.694
20,1,532,"negative_highly_familiar","conflict",-1.03772612546857,2.72591163229505,0.509
20,1,595,"positive","no_conflict",-0.989619616340893,2.77451696572855,0.532
20,1,482,"positive","no_conflict",-0.94151310721321,2.68304703823885,0.595
20,1,513,"negative_unfamiliar","no_conflict",-0.893406598085528,2.71011736511182,0.482
20,1,465,"positive","no_conflict",-0.845300088957846,2.66745295288995,0.513
20,1,664,"negative_highly_familiar","conflict",-0.797193579830163,2.82216807936802,0.465
20,1,711,"positive","no_conflict",-0.749087070702481,2.85186960072977,0.664
20,1,582,"negative_familiar","conflict",-0.700980561574799,2.76492298464989,0.711
20,1,621,"negative_unfamiliar","no_conflict",-0.652874052447117,2.79309160017658,0.582
20,1,452,"positive","no_conflict",-0.604767543319434,2.65513843481138,0.621
20,1,563,"negative_highly_familiar","conflict",-0.556661034191752,2.75050839485135,0.452
20,1,691,"positive","no_conflict",-0.50855452506407,2.8394780473742,0.563
20,1,490,"negative_familiar","conflict",-0.460448015936387,2.69019608002851,0.691
20,1,593,"positive","no_conflict",-0.412341506808705,2.77305469336426,0.49
20,1,544,"positive","no_conflict",-0.364234997681023,2.73559889969818,0.593
20,1,695,"negative_rc","conflict",-0.316128488553341,2.84198480459011,0.544
20,1,566,"positive","no_conflict",-0.268021979425658,2.75281643118827,0.695
20,1,885,"negative_highly_familiar","conflict",-0.219915470297976,2.94694327069783,0.566
20,1,478,"positive","no_conflict",-0.171808961170294,2.67942789661212,0.885
20,1,597,"negative_unfamiliar","no_conflict",-0.123702452042611,2.77597433112937,0.478
20,1,476,"positive","no_conflict",-0.0755959429149292,2.67760695272049,0.597
20,1,579,"negative_unfamiliar","no_conflict",-0.0274894337872469,2.76267856372744,0.476
20,1,522,"positive","no_conflict",0.0206170753404354,2.71767050300226,0.579
20,1,865,"negative_rc","conflict",0.0687235844681176,2.93701610746481,0.522
20,1,512,"negative_highly_familiar","conflict",0.1168300935958,2.70926996097583,0.865
20,1,575,"positive","no_conflict",0.164936602723482,2.75966784468963,0.512
20,1,623,"positive","no_conflict",0.213043111851164,2.79448804665917,0.575
20,1,646,"negative_familiar","conflict",0.261149620978847,2.81023251799508,0.623
20,1,509,"negative_unfamiliar","no_conflict",0.309256130106529,2.70671778233676,0.646
20,0,740,"positive","no_conflict",0.357362639234211,2.86923171973098,0.509
20,1,515,"positive","no_conflict",0.405469148361894,2.71180722904119,0.74
20,1,690,"negative_rc","conflict",0.453575657489576,2.83884909073726,0.515
20,1,665,"positive","no_conflict",0.501682166617258,2.8228216453031,0.69
20,1,496,"negative_familiar","conflict",0.54978867574494,2.6954816764902,0.665
20,1,666,"negative_unfamiliar","no_conflict",0.597895184872623,2.8234742291703,0.496
20,1,593,"positive","no_conflict",0.646001694000305,2.77305469336426,0.666
20,1,528,"positive","no_conflict",0.694108203127987,2.72263392253381,0.593
20,1,536,"negative_highly_familiar","conflict",0.74221471225567,2.72916478969277,0.528
20,1,631,"negative_familiar","conflict",0.790321221383352,2.80002935924413,0.536
20,1,662,"positive","no_conflict",0.838427730511034,2.8208579894397,0.631
20,0,989,"positive","no_conflict",0.886534239638716,2.99519629159718,0.662
20,1,540,"negative_rc","conflict",0.934640748766399,2.73239375982297,0.989
20,1,419,"positive","no_conflict",0.982747257894081,2.6222140229663,0.54
20,1,546,"negative_rc","conflict",1.03085376702176,2.73719264270474,0.419
20,1,386,"positive","no_conflict",1.07896027614945,2.58658730467176,0.546
20,1,529,"negative_highly_familiar","conflict",1.12706678527713,2.72345567203519,0.386
20,1,504,"positive","no_conflict",1.17517329440481,2.70243053644553,0.529
20,1,559,"negative_highly_familiar","conflict",1.22327980353249,2.74741180788642,0.504
20,1,518,"negative_familiar","conflict",1.27138631266017,2.71432975974523,0.559
20,1,517,"positive","no_conflict",1.31949282178786,2.71349054309394,0.518
20,1,932,"negative_unfamiliar","no_conflict",1.36759933091554,2.96941591235398,0.517
20,1,755,"positive","no_conflict",1.41570584004322,2.87794695162919,0.932
20,1,499,"negative_rc","conflict",1.4638123491709,2.69810054562339,0.755
20,1,450,"positive","no_conflict",1.51191885829859,2.65321251377534,0.499
20,1,513,"positive","no_conflict",1.56002536742627,2.71011736511182,0.45
20,1,592,"negative_familiar","conflict",1.60813187655395,2.77232170672292,0.513
20,1,607,"negative_unfamiliar","no_conflict",1.65623838568163,2.78318869107526,0.592
20,1,638,"positive","no_conflict",1.70434489480932,2.80482067872116,0.607
21,1,990,"negative_unfamiliar","no_conflict",-1.71121725325613,2.99563519459755,0.638
21,1,453,"positive","no_conflict",-1.66311074412844,2.65609820201283,0.99
21,0,781,"negative_rc","conflict",-1.61500423500076,2.8926510338773,0.453
21,0,876,"positive","no_conflict",-1.56689772587308,2.94250410616808,0.781
21,1,939,"negative_highly_familiar","conflict",-1.5187912167454,2.97266559226611,0.876
21,1,546,"positive","no_conflict",-1.47068470761772,2.73719264270474,0.939
21,1,1185,"negative_familiar","conflict",-1.42257819849003,3.07371835034612,0.546
21,1,952,"positive","no_conflict",-1.37447168936235,2.97863694838447,1.185
21,1,799,"positive","no_conflict",-1.32636518023467,2.90254677931399,0.952
21,1,990,"negative_rc","conflict",-1.27825867110699,2.99563519459755,0.799
21,1,838,"negative_familiar","conflict",-1.2301521619793,2.92324401863028,0.99
21,1,1141,"positive","no_conflict",-1.18204565285162,3.05728564441821,0.838
21,1,820,"positive","no_conflict",-1.13393914372394,2.91381385238372,1.141
21,1,723,"negative_rc","conflict",-1.08583263459626,2.85913829729453,0.82
21,1,818,"negative_highly_familiar","conflict",-1.03772612546857,2.91275330367132,0.723
21,1,585,"positive","no_conflict",-0.989619616340893,2.76715586608218,0.818
21,1,720,"positive","no_conflict",-0.94151310721321,2.85733249643127,0.585
21,1,823,"negative_unfamiliar","no_conflict",-0.893406598085528,2.91539983521227,0.72
21,1,743,"positive","no_conflict",-0.845300088957846,2.87098881376058,0.823
21,1,822,"negative_highly_familiar","conflict",-0.797193579830163,2.91487181754005,0.743
21,1,781,"positive","no_conflict",-0.749087070702481,2.8926510338773,0.822
21,1,916,"negative_familiar","conflict",-0.700980561574799,2.96189547366785,0.781
21,1,683,"negative_unfamiliar","no_conflict",-0.652874052447117,2.83442070368153,0.916
21,1,810,"positive","no_conflict",-0.604767543319434,2.90848501887865,0.683
21,1,817,"negative_highly_familiar","conflict",-0.556661034191752,2.91222205653242,0.81
21,1,1065,"positive","no_conflict",-0.50855452506407,3.02734960777476,0.817
21,1,952,"negative_familiar","conflict",-0.460448015936387,2.97863694838447,1.065
21,1,919,"positive","no_conflict",-0.412341506808705,2.96331551138611,0.952
21,0,990,"positive","no_conflict",-0.364234997681023,2.99563519459755,0.919
21,1,1181,"negative_rc","conflict",-0.316128488553341,3.07224989761351,0.99
21,1,932,"positive","no_conflict",-0.268021979425658,2.96941591235398,1.181
21,NA,NA,"negative_highly_familiar","conflict",-0.219915470297976,NA,0.932
21,1,650,"positive","no_conflict",-0.171808961170294,2.81291335664286,NA
21,1,914,"negative_unfamiliar","no_conflict",-0.123702452042611,2.96094619573383,0.65
21,1,833,"positive","no_conflict",-0.0755959429149292,2.92064500140679,0.914
21,1,848,"negative_unfamiliar","no_conflict",-0.0274894337872469,2.92839585225671,0.833
21,1,743,"positive","no_conflict",0.0206170753404354,2.87098881376058,0.848
21,1,870,"negative_rc","conflict",0.0687235844681176,2.93951925261862,0.743
21,1,1165,"negative_highly_familiar","conflict",0.1168300935958,3.06632592536204,0.87
21,1,764,"positive","no_conflict",0.164936602723482,2.88309335857569,1.165
21,0,1356,"positive","no_conflict",0.213043111851164,3.13225968953104,0.764
21,1,731,"negative_familiar","conflict",0.261149620978847,2.86391737695786,1.356
21,1,618,"negative_unfamiliar","no_conflict",0.309256130106529,2.79098847508882,0.731
21,1,809,"positive","no_conflict",0.357362639234211,2.90794852161227,0.618
21,1,1184,"positive","no_conflict",0.405469148361894,3.0733517023869,0.809
21,1,1543,"negative_rc","conflict",0.453575657489576,3.18836592606315,1.184
21,1,766,"positive","no_conflict",0.501682166617258,2.8842287696326,1.543
21,1,790,"negative_familiar","conflict",0.54978867574494,2.89762709129044,0.766
21,1,735,"negative_unfamiliar","no_conflict",0.597895184872623,2.86628733908419,0.79
21,1,703,"positive","no_conflict",0.646001694000305,2.84695532501982,0.735
21,1,750,"positive","no_conflict",0.694108203127987,2.8750612633917,0.703
21,1,797,"negative_highly_familiar","conflict",0.74221471225567,2.90145832139611,0.75
21,1,1100,"negative_familiar","conflict",0.790321221383352,3.04139268515822,0.797
21,1,739,"positive","no_conflict",0.838427730511034,2.86864443839483,1.1
21,0,1090,"positive","no_conflict",0.886534239638716,3.03742649794062,0.739
21,1,745,"negative_rc","conflict",0.934640748766399,2.87215627274829,1.09
21,1,913,"positive","no_conflict",0.982747257894081,2.9604707775343,0.745
21,1,1032,"negative_rc","conflict",1.03085376702176,3.01367969729119,0.913
21,1,895,"positive","no_conflict",1.07896027614945,2.95182303531591,1.032
21,1,798,"negative_highly_familiar","conflict",1.12706678527713,2.90200289135073,0.895
21,0,1325,"positive","no_conflict",1.17517329440481,3.12221587827283,0.798
21,1,748,"negative_highly_familiar","conflict",1.22327980353249,2.87390159786446,1.325
21,1,683,"negative_familiar","conflict",1.27138631266017,2.83442070368153,0.748
21,1,963,"positive","no_conflict",1.31949282178786,2.98362628712453,0.683
21,1,1210,"negative_unfamiliar","no_conflict",1.36759933091554,3.08278537031645,0.963
21,1,778,"positive","no_conflict",1.41570584004322,2.89097959698969,1.21
21,1,785,"negative_rc","conflict",1.4638123491709,2.89486965674525,0.778
21,1,784,"positive","no_conflict",1.51191885829859,2.89431606268444,0.785
21,0,919,"positive","no_conflict",1.56002536742627,2.96331551138611,0.784
21,1,902,"negative_familiar","conflict",1.60813187655395,2.95520653754194,0.919
21,1,981,"negative_unfamiliar","no_conflict",1.65623838568163,2.99166900737995,0.902
21,1,965,"positive","no_conflict",1.70434489480932,2.98452731334379,0.981
22,1,441,"negative_unfamiliar","no_conflict",-1.71121725325613,2.64443858946784,0.965
22,0,440,"positive","no_conflict",-1.66311074412844,2.64345267648619,0.441
22,1,471,"negative_rc","conflict",-1.61500423500076,2.6730209071289,0.44
22,1,438,"positive","no_conflict",-1.56689772587308,2.6414741105041,0.471
22,1,429,"negative_highly_familiar","conflict",-1.5187912167454,2.63245729218472,0.438
22,1,645,"positive","no_conflict",-1.47068470761772,2.80955971463527,0.429
22,1,548,"negative_familiar","conflict",-1.42257819849003,2.73878055848437,0.645
22,1,683,"positive","no_conflict",-1.37447168936235,2.83442070368153,0.548
22,1,586,"positive","no_conflict",-1.32636518023467,2.76789761601809,0.683
22,1,921,"negative_rc","conflict",-1.27825867110699,2.96425963019685,0.586
22,1,976,"negative_familiar","conflict",-1.2301521619793,2.98944981766669,0.921
22,1,1087,"positive","no_conflict",-1.18204565285162,3.03622954408629,0.976
22,1,566,"positive","no_conflict",-1.13393914372394,2.75281643118827,1.087
22,1,694,"negative_rc","conflict",-1.08583263459626,2.84135947045485,0.566
22,1,605,"negative_highly_familiar","conflict",-1.03772612546857,2.78175537465247,0.694
22,1,532,"positive","no_conflict",-0.989619616340893,2.72591163229505,0.605
22,0,1003,"positive","no_conflict",-0.94151310721321,3.00130093302042,0.532
22,1,570,"negative_unfamiliar","no_conflict",-0.893406598085528,2.75587485567249,1.003
22,1,521,"positive","no_conflict",-0.845300088957846,2.71683772329952,0.57
22,1,792,"negative_highly_familiar","conflict",-0.797193579830163,2.89872518158949,0.521
22,1,439,"positive","no_conflict",-0.749087070702481,2.64246452024212,0.792
22,1,663,"negative_familiar","conflict",-0.700980561574799,2.82151352840477,0.439
22,1,502,"negative_unfamiliar","no_conflict",-0.652874052447117,2.70070371714502,0.663
22,1,637,"positive","no_conflict",-0.604767543319434,2.80413943233535,0.502
22,1,1004,"negative_highly_familiar","conflict",-0.556661034191752,3.001733712809,0.637
22,1,427,"positive","no_conflict",-0.50855452506407,2.63042787502502,1.004
22,1,946,"negative_familiar","conflict",-0.460448015936387,2.97589113640179,0.427
22,1,809,"positive","no_conflict",-0.412341506808705,2.90794852161227,0.946
22,1,592,"positive","no_conflict",-0.364234997681023,2.77232170672292,0.809
22,1,680,"negative_rc","conflict",-0.316128488553341,2.83250891270624,0.592
22,1,615,"positive","no_conflict",-0.268021979425658,2.78887511577542,0.68
22,1,750,"negative_highly_familiar","conflict",-0.219915470297976,2.8750612633917,0.615
22,1,589,"positive","no_conflict",-0.171808961170294,2.7701152947871,0.75
22,1,636,"negative_unfamiliar","no_conflict",-0.123702452042611,2.80345711564841,0.589
22,1,667,"positive","no_conflict",-0.0755959429149292,2.82412583391655,0.636
22,1,659,"negative_unfamiliar","no_conflict",-0.0274894337872469,2.81888541459401,0.667
22,1,547,"positive","no_conflict",0.0206170753404354,2.73798732633343,0.659
22,1,905,"negative_rc","conflict",0.0687235844681176,2.9566485792052,0.547
22,1,569,"negative_highly_familiar","conflict",0.1168300935958,2.75511226639507,0.905
22,1,640,"positive","no_conflict",0.164936602723482,2.80617997398389,0.569
22,1,495,"positive","no_conflict",0.213043111851164,2.69460519893357,0.64
22,1,534,"negative_familiar","conflict",0.261149620978847,2.72754125702856,0.495
22,1,461,"negative_unfamiliar","no_conflict",0.309256130106529,2.66370092538965,0.534
22,1,412,"positive","no_conflict",0.357362639234211,2.61489721603313,0.461
22,1,556,"positive","no_conflict",0.405469148361894,2.74507479158206,0.412
22,1,571,"negative_rc","conflict",0.453575657489576,2.75663610824585,0.556
22,1,530,"positive","no_conflict",0.501682166617258,2.72427586960079,0.571
22,0,481,"negative_familiar","conflict",0.54978867574494,2.68214507637383,0.53
22,1,573,"negative_unfamiliar","no_conflict",0.597895184872623,2.75815462196739,0.481
22,1,645,"positive","no_conflict",0.646001694000305,2.80955971463527,0.573
22,1,644,"positive","no_conflict",0.694108203127987,2.80888586735981,0.645
22,1,667,"negative_highly_familiar","conflict",0.74221471225567,2.82412583391655,0.644
22,1,514,"negative_familiar","conflict",0.790321221383352,2.71096311899528,0.667
22,1,753,"positive","no_conflict",0.838427730511034,2.8767949762007,0.514
22,0,608,"positive","no_conflict",0.886534239638716,2.78390357927274,0.753
22,1,543,"negative_rc","conflict",0.934640748766399,2.73479982958885,0.608
22,1,1118,"positive","no_conflict",0.982747257894081,3.0484418035504,0.543
22,1,734,"negative_rc","conflict",1.03085376702176,2.86569605991607,1.118
22,1,429,"positive","no_conflict",1.07896027614945,2.63245729218472,0.734
22,1,573,"negative_highly_familiar","conflict",1.12706678527713,2.75815462196739,0.429
22,0,524,"positive","no_conflict",1.17517329440481,2.71933128698373,0.573
22,1,491,"negative_highly_familiar","conflict",1.22327980353249,2.69108149212297,0.524
22,1,690,"negative_familiar","conflict",1.27138631266017,2.83884909073726,0.491
22,1,1105,"positive","no_conflict",1.31949282178786,3.04336227802113,0.69
22,1,464,"negative_unfamiliar","no_conflict",1.36759933091554,2.66651798055488,1.105
22,1,600,"positive","no_conflict",1.41570584004322,2.77815125038364,0.464
22,1,686,"negative_rc","conflict",1.4638123491709,2.83632411570675,0.6
22,1,574,"positive","no_conflict",1.51191885829859,2.75891189239797,0.686
22,1,1005,"positive","no_conflict",1.56002536742627,3.00216606175651,0.574
22,1,964,"negative_familiar","conflict",1.60813187655395,2.98407703390283,1.005
22,1,787,"negative_unfamiliar","no_conflict",1.65623838568163,2.89597473235906,0.964
22,1,826,"positive","no_conflict",1.70434489480932,2.91698004732038,0.787
24,1,656,"negative_unfamiliar","no_conflict",-1.71121725325613,2.81690383937566,0.514
24,1,631,"positive","no_conflict",-1.66311074412844,2.80002935924413,0.656
24,1,695,"negative_rc","conflict",-1.61500423500076,2.84198480459011,0.631
24,1,454,"positive","no_conflict",-1.56689772587308,2.6570558528571,0.695
24,1,693,"negative_highly_familiar","conflict",-1.5187912167454,2.84073323461181,0.454
24,1,732,"positive","no_conflict",-1.47068470761772,2.86451108105839,0.693
24,1,443,"negative_familiar","conflict",-1.42257819849003,2.64640372622307,0.732
24,1,770,"positive","no_conflict",-1.37447168936235,2.88649072517248,0.443
24,1,633,"positive","no_conflict",-1.32636518023467,2.80140371001736,0.77
24,1,448,"negative_rc","conflict",-1.27825867110699,2.65127801399814,0.633
24,1,856,"negative_familiar","conflict",-1.2301521619793,2.93247376467715,0.448
24,1,1239,"positive","no_conflict",-1.18204565285162,3.09307130637606,0.856
24,1,654,"positive","no_conflict",-1.13393914372394,2.81557774832427,1.239
24,1,589,"negative_rc","conflict",-1.08583263459626,2.7701152947871,0.654
24,1,1676,"negative_highly_familiar","conflict",-1.03772612546857,3.22427401429426,0.589
24,1,731,"positive","no_conflict",-0.989619616340893,2.86391737695786,1.676
24,1,674,"positive","no_conflict",-0.94151310721321,2.82865989653532,0.731
24,1,434,"negative_unfamiliar","no_conflict",-0.893406598085528,2.63748972951251,0.674
24,1,817,"positive","no_conflict",-0.845300088957846,2.91222205653242,0.434
24,NA,NA,"negative_highly_familiar","conflict",-0.797193579830163,NA,0.817
24,1,567,"positive","no_conflict",-0.749087070702481,2.75358305889291,0.344
24,1,654,"negative_familiar","conflict",-0.700980561574799,2.81557774832427,0.567
24,1,677,"negative_unfamiliar","no_conflict",-0.652874052447117,2.83058866868514,0.654
24,1,436,"positive","no_conflict",-0.604767543319434,2.63948648926859,0.677
24,0,467,"negative_highly_familiar","conflict",-0.556661034191752,2.66931688056611,0.436
24,1,603,"positive","no_conflict",-0.50855452506407,2.78031731214015,0.467
24,1,634,"negative_familiar","conflict",-0.460448015936387,2.80208925788173,0.603
24,1,881,"positive","no_conflict",-0.412341506808705,2.94497590841205,0.634
24,1,768,"positive","no_conflict",-0.364234997681023,2.88536122003151,0.881
24,1,767,"negative_rc","conflict",-0.316128488553341,2.88479536394898,0.768
24,1,830,"positive","no_conflict",-0.268021979425658,2.91907809237607,0.767
24,1,1093,"negative_highly_familiar","conflict",-0.219915470297976,3.0386201619497,0.83
24,1,972,"positive","no_conflict",-0.171808961170294,2.98766626492627,1.093
24,1,788,"negative_unfamiliar","no_conflict",-0.123702452042611,2.89652621748956,0.972
24,1,747,"positive","no_conflict",-0.0755959429149292,2.8733206018154,0.788
24,1,682,"negative_unfamiliar","no_conflict",-0.0274894337872469,2.83378437465648,0.747
24,1,585,"positive","no_conflict",0.0206170753404354,2.76715586608218,0.682
24,1,1040,"negative_rc","conflict",0.0687235844681176,3.01703333929878,0.585
24,1,407,"negative_highly_familiar","conflict",0.1168300935958,2.60959440922522,1.04
24,1,510,"positive","no_conflict",0.164936602723482,2.70757017609794,0.407
24,1,542,"positive","no_conflict",0.213043111851164,2.73399928653839,0.51
24,1,461,"negative_familiar","conflict",0.261149620978847,2.66370092538965,0.542
24,1,453,"negative_unfamiliar","no_conflict",0.309256130106529,2.65609820201283,0.461
24,1,667,"positive","no_conflict",0.357362639234211,2.82412583391655,0.453
24,1,490,"positive","no_conflict",0.405469148361894,2.69019608002851,0.667
24,1,498,"negative_rc","conflict",0.453575657489576,2.69722934275972,0.49
24,1,497,"positive","no_conflict",0.501682166617258,2.69635638873333,0.498
24,1,959,"negative_familiar","conflict",0.54978867574494,2.98181860717066,0.497
24,1,1201,"negative_unfamiliar","no_conflict",0.597895184872623,3.07954300740291,0.959
24,1,632,"positive","no_conflict",0.646001694000305,2.80071707828239,1.201
24,0,535,"positive","no_conflict",0.694108203127987,2.72835378202123,0.632
24,1,791,"negative_highly_familiar","conflict",0.74221471225567,2.89817648349768,0.535
24,1,726,"negative_familiar","conflict",0.790321221383352,2.86093662070009,0.791
24,1,557,"positive","no_conflict",0.838427730511034,2.74585519517373,0.726
24,0,468,"positive","no_conflict",0.886534239638716,2.67024585307412,0.557
24,1,451,"negative_rc","conflict",0.934640748766399,2.65417654187796,0.468
24,NA,NA,"positive","no_conflict",0.982747257894081,NA,0.451
24,1,546,"negative_rc","conflict",1.03085376702176,2.73719264270474,0.17
24,1,680,"positive","no_conflict",1.07896027614945,2.83250891270624,0.546
24,1,505,"negative_highly_familiar","conflict",1.12706678527713,2.70329137811866,0.68
24,1,632,"positive","no_conflict",1.17517329440481,2.80071707828239,0.505
24,1,431,"negative_highly_familiar","conflict",1.22327980353249,2.63447727016073,0.632
24,0,582,"negative_familiar","conflict",1.27138631266017,2.76492298464989,0.431
24,1,613,"positive","no_conflict",1.31949282178786,2.78746047451842,0.582
24,1,676,"negative_unfamiliar","no_conflict",1.36759933091554,2.82994669594164,0.613
24,1,771,"positive","no_conflict",1.41570584004322,2.88705437805096,0.676
24,1,1235,"negative_rc","conflict",1.4638123491709,3.09166695759568,0.771
24,1,586,"positive","no_conflict",1.51191885829859,2.76789761601809,1.235
24,1,777,"positive","no_conflict",1.56002536742627,2.89042101880091,0.586
24,1,464,"negative_familiar","conflict",1.60813187655395,2.66651798055488,0.777
24,1,615,"negative_unfamiliar","no_conflict",1.65623838568163,2.78887511577542,0.464
24,1,718,"positive","no_conflict",1.70434489480932,2.8561244442423,0.615
25,1,571,"negative_unfamiliar","no_conflict",-1.71121725325613,2.75663610824585,0.718
25,1,850,"positive","no_conflict",-1.66311074412844,2.92941892571429,0.571
25,1,1089,"negative_rc","conflict",-1.61500423500076,3.03702787975578,0.85
25,1,744,"positive","no_conflict",-1.56689772587308,2.87157293554588,1.089
25,1,751,"negative_highly_familiar","conflict",-1.5187912167454,2.87563993700417,0.744
25,1,870,"positive","no_conflict",-1.47068470761772,2.93951925261862,0.751
25,1,637,"negative_familiar","conflict",-1.42257819849003,2.80413943233535,0.87
25,1,940,"positive","no_conflict",-1.37447168936235,2.9731278535997,0.637
25,1,836,"positive","no_conflict",-1.32636518023467,2.92220627743902,0.94
25,1,795,"negative_rc","conflict",-1.27825867110699,2.90036712865647,0.836
25,1,538,"negative_familiar","conflict",-1.2301521619793,2.73078227566639,0.795
25,1,833,"positive","no_conflict",-1.18204565285162,2.92064500140679,0.538
25,1,1280,"positive","no_conflict",-1.13393914372394,3.10720996964787,0.833
25,1,1127,"negative_rc","conflict",-1.08583263459626,3.05192391604611,1.28
25,1,1030,"negative_highly_familiar","conflict",-1.03772612546857,3.01283722470517,1.127
25,1,814,"positive","no_conflict",-0.989619616340893,2.9106244048892,1.03
25,1,677,"positive","no_conflict",-0.94151310721321,2.83058866868514,0.814
25,1,972,"negative_unfamiliar","no_conflict",-0.893406598085528,2.98766626492627,0.677
25,1,1139,"positive","no_conflict",-0.845300088957846,3.0565237240791,0.972
25,1,1098,"negative_highly_familiar","conflict",-0.797193579830163,3.04060234011407,1.139
25,1,785,"positive","no_conflict",-0.749087070702481,2.89486965674525,1.098
25,1,792,"negative_familiar","conflict",-0.700980561574799,2.89872518158949,0.785
25,1,687,"negative_unfamiliar","no_conflict",-0.652874052447117,2.83695673705955,0.792
25,1,791,"positive","no_conflict",-0.604767543319434,2.89817648349768,0.687
25,1,734,"negative_highly_familiar","conflict",-0.556661034191752,2.86569605991607,0.791
25,1,685,"positive","no_conflict",-0.50855452506407,2.83569057149243,0.734
25,1,1132,"negative_familiar","conflict",-0.460448015936387,3.05384642685225,0.685
25,1,723,"positive","no_conflict",-0.412341506808705,2.85913829729453,1.132
25,1,746,"positive","no_conflict",-0.364234997681023,2.87273882747267,0.723
25,1,761,"negative_rc","conflict",-0.316128488553341,2.88138465677057,0.746
25,1,744,"positive","no_conflict",-0.268021979425658,2.87157293554588,0.761
25,1,816,"negative_highly_familiar","conflict",-0.219915470297976,2.91169015875386,0.744
25,1,1071,"positive","no_conflict",-0.171808961170294,3.02978947083186,0.816
25,1,734,"negative_unfamiliar","no_conflict",-0.123702452042611,2.86569605991607,1.071
25,1,605,"positive","no_conflict",-0.0755959429149292,2.78175537465247,0.734
25,1,628,"negative_unfamiliar","no_conflict",-0.0274894337872469,2.7979596437372,0.605
25,1,635,"positive","no_conflict",0.0206170753404354,2.80277372529198,0.628
25,1,1002,"negative_rc","conflict",0.0687235844681176,3.00086772153123,0.635
25,1,665,"negative_highly_familiar","conflict",0.1168300935958,2.8228216453031,1.002
25,1,609,"positive","no_conflict",0.164936602723482,2.78461729263288,0.665
25,1,840,"positive","no_conflict",0.213043111851164,2.92427928606188,0.609
25,1,959,"negative_familiar","conflict",0.261149620978847,2.98181860717066,0.84
25,1,798,"negative_unfamiliar","no_conflict",0.309256130106529,2.90200289135073,0.959
25,1,653,"positive","no_conflict",0.357362639234211,2.81491318127507,0.798
25,1,972,"positive","no_conflict",0.405469148361894,2.98766626492627,0.653
25,1,1035,"negative_rc","conflict",0.453575657489576,3.01494034979294,0.972
25,1,850,"positive","no_conflict",0.501682166617258,2.92941892571429,1.035
25,1,1282,"negative_familiar","conflict",0.54978867574494,3.1078880251828,0.85
25,1,659,"negative_unfamiliar","no_conflict",0.597895184872623,2.81888541459401,1.282
25,1,554,"positive","no_conflict",0.646001694000305,2.74350976472843,0.659
25,1,857,"positive","no_conflict",0.694108203127987,2.9329808219232,0.554
25,1,712,"negative_highly_familiar","conflict",0.74221471225567,2.85247999363686,0.857
25,1,839,"negative_familiar","conflict",0.790321221383352,2.9237619608287,0.712
25,0,942,"positive","no_conflict",0.838427730511034,2.97405090279288,0.839
25,0,686,"positive","no_conflict",0.886534239638716,2.83632411570675,0.942
25,1,565,"negative_rc","conflict",0.934640748766399,2.75204844781944,0.686
25,1,676,"positive","no_conflict",0.982747257894081,2.82994669594164,0.565
25,1,755,"negative_rc","conflict",1.03085376702176,2.87794695162919,0.676
25,1,826,"positive","no_conflict",1.07896027614945,2.91698004732038,0.755
25,1,610,"negative_highly_familiar","conflict",1.12706678527713,2.78532983501077,0.826
25,1,1032,"positive","no_conflict",1.17517329440481,3.01367969729119,0.61
25,1,887,"negative_highly_familiar","conflict",1.22327980353249,2.94792361983173,1.032
25,1,672,"negative_familiar","conflict",1.27138631266017,2.82736927305383,0.887
25,0,711,"positive","no_conflict",1.31949282178786,2.85186960072977,0.672
25,1,789,"negative_unfamiliar","no_conflict",1.36759933091554,2.89707700320942,0.711
25,1,677,"positive","no_conflict",1.41570584004322,2.83058866868514,0.789
25,1,1091,"negative_rc","conflict",1.4638123491709,3.03782475058834,0.677
25,1,827,"positive","no_conflict",1.51191885829859,2.91750550955255,1.091
25,1,594,"positive","no_conflict",1.56002536742627,2.77378644498119,0.827
25,1,649,"negative_familiar","conflict",1.60813187655395,2.81224469680037,0.594
25,1,753,"negative_unfamiliar","no_conflict",1.65623838568163,2.8767949762007,0.649
25,1,648,"positive","no_conflict",1.70434489480932,2.81157500587059,0.753
26,1,737,"negative_unfamiliar","no_conflict",-1.71121725325613,2.86746748785905,0.648
26,1,608,"positive","no_conflict",-1.66311074412844,2.78390357927274,0.737
26,1,664,"negative_rc","conflict",-1.61500423500076,2.82216807936802,0.608
26,1,710,"positive","no_conflict",-1.56689772587308,2.85125834871908,0.664
26,1,719,"negative_highly_familiar","conflict",-1.5187912167454,2.85672889038288,0.71
26,1,1405,"positive","no_conflict",-1.47068470761772,3.1476763242411,0.719
26,1,685,"negative_familiar","conflict",-1.42257819849003,2.83569057149243,1.405
26,1,844,"positive","no_conflict",-1.37447168936235,2.92634244662566,0.685
26,1,643,"positive","no_conflict",-1.32636518023467,2.80821097292422,0.844
26,1,1001,"negative_rc","conflict",-1.27825867110699,3.00043407747932,0.643
26,1,665,"negative_familiar","conflict",-1.2301521619793,2.8228216453031,1.001
26,1,1504,"positive","no_conflict",-1.18204565285162,3.17724783625562,0.665
