"subj_idx","response","rt","stim","block","block_number","trial_z","rt_inv_trim_grp","run_trial","run_trial_z","prev_rt","prev_rt_inv"
22,1,335,"incongruent","most_incon",2,-0.270630605210439,-2.98507462686567,28,0.641549192076226,0.369,-2.710027100271
22,1,292,"congruent","most_incon",2,-0.248980156793604,-3.42465753424658,29,0.727089084353056,0.335,-2.98507462686567
22,1,274,"incongruent","most_incon",2,-0.227329708376769,-3.64963503649635,30,0.812628976629887,0.292,-3.42465753424658
22,1,304,"congruent","most_incon",2,-0.205679259959934,-3.28947368421053,31,0.898168868906717,0.274,-3.64963503649635
22,NA,NA,"incongruent","most_incon",2,-0.184028811543098,NA,32,0.983708761183547,0.304,-3.28947368421053
22,1,275,"incongruent","most_incon",2,-0.162378363126263,-3.63636363636364,33,1.06924865346038,NA,NA
22,1,312,"incongruent","most_incon",2,-0.140727914709428,-3.20512820512821,34,1.15478854573721,0.275,-3.63636363636364
22,1,318,"incongruent","most_incon",2,-0.119077466292593,-3.14465408805031,35,1.24032843801404,0.312,-3.20512820512821
22,1,300,"incongruent","most_incon",2,-0.097427017875758,-3.33333333333333,36,1.32586833029087,0.318,-3.14465408805031
22,1,298,"incongruent","most_incon",2,-0.0757765694589229,-3.35570469798658,37,1.4114082225677,0.3,-3.33333333333333
22,1,272,"incongruent","most_incon",2,-0.0541261210420878,-3.67647058823529,38,1.49694811484453,0.298,-3.35570469798658
22,1,286,"incongruent","most_incon",2,-0.0324756726252527,-3.4965034965035,39,1.58248800712136,0.272,-3.67647058823529
22,1,298,"incongruent","most_incon",2,-0.0108252242084176,-3.35570469798658,40,1.66802789939819,0.286,-3.4965034965035
22,1,350,"congruent","most_incon",3,0.0108252242084176,-2.85714285714286,1,-1.66802789939819,NA,NA
22,1,356,"incongruent","most_incon",3,0.0324756726252527,-2.80898876404494,2,-1.58248800712136,0.35,-2.85714285714286
22,1,354,"incongruent","most_incon",3,0.0541261210420878,-2.82485875706215,3,-1.49694811484453,0.356,-2.80898876404494
22,1,295,"incongruent","most_incon",3,0.0757765694589229,-3.38983050847458,4,-1.4114082225677,0.354,-2.82485875706215
22,1,341,"incongruent","most_incon",3,0.097427017875758,-2.93255131964809,5,-1.32586833029087,0.295,-3.38983050847458
22,1,299,"congruent","most_incon",3,0.119077466292593,-3.34448160535117,6,-1.24032843801404,0.341,-2.93255131964809
22,0,288,"incongruent","most_incon",3,0.140727914709428,-3.47222222222222,7,-1.15478854573721,0.299,-3.34448160535117
22,1,334,"incongruent","most_incon",3,0.162378363126263,-2.9940119760479,8,-1.06924865346038,0.288,-3.47222222222222
22,1,347,"incongruent","most_incon",3,0.184028811543098,-2.88184438040346,9,-0.983708761183547,0.334,-2.9940119760479
22,1,353,"incongruent","most_incon",3,0.205679259959934,-2.8328611898017,10,-0.898168868906717,0.347,-2.88184438040346
22,1,295,"congruent","most_incon",3,0.227329708376769,-3.38983050847458,11,-0.812628976629887,0.353,-2.8328611898017
22,1,357,"incongruent","most_incon",3,0.248980156793604,-2.80112044817927,12,-0.727089084353056,0.295,-3.38983050847458
22,1,299,"incongruent","most_incon",3,0.270630605210439,-3.34448160535117,13,-0.641549192076226,0.357,-2.80112044817927
22,0,272,"incongruent","most_incon",3,0.292281053627274,-3.67647058823529,14,-0.556009299799396,0.299,-3.34448160535117
22,1,333,"congruent","most_incon",3,0.313931502044109,-3.003003003003,15,-0.470469407522566,0.272,-3.67647058823529
22,1,347,"incongruent","most_incon",3,0.335581950460944,-2.88184438040346,16,-0.384929515245736,0.333,-3.003003003003
22,1,337,"congruent","most_incon",3,0.357232398877779,-2.9673590504451,17,-0.299389622968906,0.347,-2.88184438040346
22,1,311,"incongruent","most_incon",3,0.378882847294614,-3.21543408360129,18,-0.213849730692075,0.337,-2.9673590504451
22,1,309,"incongruent","most_incon",3,0.40053329571145,-3.23624595469256,19,-0.128309838415245,0.311,-3.21543408360129
22,1,314,"incongruent","most_incon",3,0.422183744128285,-3.18471337579618,20,-0.0427699461384151,0.309,-3.23624595469256
22,1,351,"congruent","most_incon",3,0.44383419254512,-2.84900284900285,21,0.0427699461384151,0.314,-3.18471337579618
22,1,293,"incongruent","most_incon",3,0.465484640961955,-3.41296928327645,22,0.128309838415245,0.351,-2.84900284900285
22,1,323,"incongruent","most_incon",3,0.48713508937879,-3.09597523219814,23,0.213849730692075,0.293,-3.41296928327645
22,1,345,"incongruent","most_incon",3,0.508785537795625,-2.89855072463768,24,0.299389622968906,0.323,-3.09597523219814
22,1,351,"incongruent","most_incon",3,0.53043598621246,-2.84900284900285,25,0.384929515245736,0.345,-2.89855072463768
22,1,268,"congruent","most_incon",3,0.552086434629295,-3.73134328358209,26,0.470469407522566,0.351,-2.84900284900285
22,1,266,"congruent","most_incon",3,0.57373688304613,-3.7593984962406,27,0.556009299799396,0.268,-3.73134328358209
22,1,367,"incongruent","most_incon",3,0.595387331462966,-2.72479564032698,28,0.641549192076226,0.266,-3.7593984962406
22,1,357,"incongruent","most_incon",3,0.617037779879801,-2.80112044817927,29,0.727089084353056,0.367,-2.72479564032698
22,1,291,"congruent","most_incon",3,0.638688228296636,-3.43642611683849,30,0.812628976629887,0.357,-2.80112044817927
22,1,288,"incongruent","most_incon",3,0.660338676713471,-3.47222222222222,31,0.898168868906717,0.291,-3.43642611683849
22,1,318,"incongruent","most_incon",3,0.681989125130306,-3.14465408805031,32,0.983708761183547,0.288,-3.47222222222222
22,1,292,"congruent","most_incon",3,0.703639573547141,-3.42465753424658,33,1.06924865346038,0.318,-3.14465408805031
22,1,394,"incongruent","most_incon",3,0.725290021963976,-2.53807106598985,34,1.15478854573721,0.292,-3.42465753424658
22,1,343,"incongruent","most_incon",3,0.746940470380811,-2.91545189504373,35,1.24032843801404,0.394,-2.53807106598985
22,1,357,"incongruent","most_incon",3,0.768590918797647,-2.80112044817927,36,1.32586833029087,0.343,-2.91545189504373
22,1,322,"incongruent","most_incon",3,0.790241367214482,-3.1055900621118,37,1.4114082225677,0.357,-2.80112044817927
22,1,312,"congruent","most_incon",3,0.811891815631317,-3.20512820512821,38,1.49694811484453,0.322,-3.1055900621118
22,1,310,"incongruent","most_incon",3,0.833542264048152,-3.2258064516129,39,1.58248800712136,0.312,-3.20512820512821
22,1,292,"congruent","most_incon",3,0.855192712464987,-3.42465753424658,40,1.66802789939819,0.31,-3.2258064516129
22,1,346,"incongruent","most_con",4,0.876843160881822,-2.89017341040462,1,-1.66802789939819,NA,NA
22,1,382,"congruent","most_con",4,0.898493609298657,-2.61780104712042,2,-1.58248800712136,0.346,-2.89017341040462
22,1,412,"congruent","most_con",4,0.920144057715492,-2.42718446601942,3,-1.49694811484453,0.382,-2.61780104712042
22,1,250,"congruent","most_con",4,0.941794506132327,-4,4,-1.4114082225677,0.412,-2.42718446601942
22,1,272,"congruent","most_con",4,0.963444954549162,-3.67647058823529,5,-1.32586833029087,0.25,-4
22,1,278,"congruent","most_con",4,0.985095402965998,-3.59712230215827,6,-1.24032843801404,0.272,-3.67647058823529
22,1,283,"congruent","most_con",4,1.00674585138283,-3.53356890459364,7,-1.15478854573721,0.278,-3.59712230215827
22,1,345,"incongruent","most_con",4,1.02839629979967,-2.89855072463768,8,-1.06924865346038,0.283,-3.53356890459364
22,1,326,"congruent","most_con",4,1.0500467482165,-3.06748466257669,9,-0.983708761183547,0.345,-2.89855072463768
22,1,292,"congruent","most_con",4,1.07169719663334,-3.42465753424658,10,-0.898168868906717,0.326,-3.06748466257669
22,1,378,"incongruent","most_con",4,1.09334764505017,-2.64550264550265,11,-0.812628976629887,0.292,-3.42465753424658
22,1,320,"incongruent","most_con",4,1.11499809346701,-3.125,12,-0.727089084353056,0.378,-2.64550264550265
22,1,285,"congruent","most_con",4,1.13664854188384,-3.50877192982456,13,-0.641549192076226,0.32,-3.125
22,1,307,"incongruent","most_con",4,1.15829899030068,-3.25732899022801,14,-0.556009299799396,0.285,-3.50877192982456
22,1,337,"congruent","most_con",4,1.17994943871751,-2.9673590504451,15,-0.470469407522566,0.307,-3.25732899022801
22,1,302,"congruent","most_con",4,1.20159988713435,-3.3112582781457,16,-0.384929515245736,0.337,-2.9673590504451
22,1,308,"congruent","most_con",4,1.22325033555118,-3.24675324675325,17,-0.299389622968906,0.302,-3.3112582781457
22,1,281,"congruent","most_con",4,1.24490078396802,-3.55871886120996,18,-0.213849730692075,0.308,-3.24675324675325
22,1,319,"congruent","most_con",4,1.26655123238485,-3.13479623824451,19,-0.128309838415245,0.281,-3.55871886120996
22,1,293,"congruent","most_con",4,1.28820168080169,-3.41296928327645,20,-0.0427699461384151,0.319,-3.13479623824451
22,1,299,"congruent","most_con",4,1.30985212921852,-3.34448160535117,21,0.0427699461384151,0.293,-3.41296928327645
22,1,313,"congruent","most_con",4,1.33150257763536,-3.19488817891374,22,0.128309838415245,0.299,-3.34448160535117
22,1,294,"congruent","most_con",4,1.35315302605219,-3.40136054421769,23,0.213849730692075,0.313,-3.19488817891374
22,1,315,"congruent","most_con",4,1.37480347446903,-3.17460317460317,24,0.299389622968906,0.294,-3.40136054421769
22,0,289,"incongruent","most_con",4,1.39645392288586,-3.46020761245675,25,0.384929515245736,0.315,-3.17460317460317
22,1,295,"congruent","most_con",4,1.4181043713027,-3.38983050847458,26,0.470469407522566,0.289,-3.46020761245675
22,1,309,"incongruent","most_con",4,1.43975481971953,-3.23624595469256,27,0.556009299799396,0.295,-3.38983050847458
22,1,299,"congruent","most_con",4,1.46140526813637,-3.34448160535117,28,0.641549192076226,0.309,-3.23624595469256
22,1,304,"incongruent","most_con",4,1.48305571655321,-3.28947368421053,29,0.727089084353056,0.299,-3.34448160535117
22,1,325,"congruent","most_con",4,1.50470616497004,-3.07692307692308,30,0.812628976629887,0.304,-3.28947368421053
22,1,323,"congruent","most_con",4,1.52635661338688,-3.09597523219814,31,0.898168868906717,0.325,-3.07692307692308
22,1,313,"congruent","most_con",4,1.54800706180371,-3.19488817891374,32,0.983708761183547,0.323,-3.09597523219814
22,0,343,"incongruent","most_con",4,1.56965751022055,-2.91545189504373,33,1.06924865346038,0.313,-3.19488817891374
22,1,285,"congruent","most_con",4,1.59130795863738,-3.50877192982456,34,1.15478854573721,0.343,-2.91545189504373
22,1,378,"incongruent","most_con",4,1.61295840705422,-2.64550264550265,35,1.24032843801404,0.285,-3.50877192982456
22,1,344,"incongruent","most_con",4,1.63460885547105,-2.90697674418605,36,1.32586833029087,0.378,-2.64550264550265
22,1,317,"congruent","most_con",4,1.65625930388789,-3.15457413249211,37,1.4114082225677,0.344,-2.90697674418605
22,1,307,"incongruent","most_con",4,1.67790975230472,-3.25732899022801,38,1.49694811484453,0.317,-3.15457413249211
22,1,305,"congruent","most_con",4,1.69956020072156,-3.27868852459016,39,1.58248800712136,0.307,-3.25732899022801
22,1,318,"congruent","most_con",4,1.72121064913839,-3.14465408805031,40,1.66802789939819,0.305,-3.27868852459016
24,1,332,"congruent","most_con",1,-1.72121064913839,-3.01204819277108,1,-1.66802789939819,NA,NA
24,1,338,"congruent","most_con",1,-1.69956020072156,-2.9585798816568,2,-1.58248800712136,0.332,-3.01204819277108
24,1,328,"incongruent","most_con",1,-1.67790975230472,-3.04878048780488,3,-1.49694811484453,0.338,-2.9585798816568
24,1,286,"congruent","most_con",1,-1.65625930388789,-3.4965034965035,4,-1.4114082225677,0.328,-3.04878048780488
24,1,300,"congruent","most_con",1,-1.63460885547105,-3.33333333333333,5,-1.32586833029087,0.286,-3.4965034965035
24,1,322,"incongruent","most_con",1,-1.61295840705422,-3.1055900621118,6,-1.24032843801404,0.3,-3.33333333333333
24,1,295,"incongruent","most_con",1,-1.59130795863738,-3.38983050847458,7,-1.15478854573721,0.322,-3.1055900621118
24,1,276,"congruent","most_con",1,-1.56965751022055,-3.6231884057971,8,-1.06924865346038,0.295,-3.38983050847458
24,1,330,"congruent","most_con",1,-1.54800706180371,-3.03030303030303,9,-0.983708761183547,0.276,-3.6231884057971
24,1,296,"congruent","most_con",1,-1.52635661338688,-3.37837837837838,10,-0.898168868906717,0.33,-3.03030303030303
24,1,262,"congruent","most_con",1,-1.50470616497004,-3.81679389312977,11,-0.812628976629887,0.296,-3.37837837837838
24,1,380,"congruent","most_con",1,-1.48305571655321,-2.63157894736842,12,-0.727089084353056,0.262,-3.81679389312977
24,1,289,"incongruent","most_con",1,-1.46140526813637,-3.46020761245675,13,-0.641549192076226,0.38,-2.63157894736842
24,1,271,"congruent","most_con",1,-1.43975481971953,-3.690036900369,14,-0.556009299799396,0.289,-3.46020761245675
24,1,340,"congruent","most_con",1,-1.4181043713027,-2.94117647058824,15,-0.470469407522566,0.271,-3.690036900369
24,1,354,"congruent","most_con",1,-1.39645392288586,-2.82485875706215,16,-0.384929515245736,0.34,-2.94117647058824
24,1,336,"congruent","most_con",1,-1.37480347446903,-2.97619047619048,17,-0.299389622968906,0.354,-2.82485875706215
24,1,293,"congruent","most_con",1,-1.35315302605219,-3.41296928327645,18,-0.213849730692075,0.336,-2.97619047619048
24,0,299,"incongruent","most_con",1,-1.33150257763536,-3.34448160535117,19,-0.128309838415245,0.293,-3.41296928327645
24,1,353,"incongruent","most_con",1,-1.30985212921852,-2.8328611898017,20,-0.0427699461384151,0.299,-3.34448160535117
24,1,367,"incongruent","most_con",1,-1.28820168080169,-2.72479564032698,21,0.0427699461384151,0.353,-2.8328611898017
24,1,372,"congruent","most_con",1,-1.26655123238485,-2.68817204301075,22,0.128309838415245,0.367,-2.72479564032698
24,1,321,"congruent","most_con",1,-1.24490078396802,-3.11526479750779,23,0.213849730692075,0.372,-2.68817204301075
24,1,335,"congruent","most_con",1,-1.22325033555118,-2.98507462686567,24,0.299389622968906,0.321,-3.11526479750779
24,1,349,"congruent","most_con",1,-1.20159988713435,-2.86532951289398,25,0.384929515245736,0.335,-2.98507462686567
24,1,347,"congruent","most_con",1,-1.17994943871751,-2.88184438040346,26,0.470469407522566,0.349,-2.86532951289398
24,1,257,"congruent","most_con",1,-1.15829899030068,-3.89105058365759,27,0.556009299799396,0.347,-2.88184438040346
24,1,319,"incongruent","most_con",1,-1.13664854188384,-3.13479623824451,28,0.641549192076226,0.257,-3.89105058365759
24,1,459,"congruent","most_con",1,-1.11499809346701,-2.17864923747277,29,0.727089084353056,0.319,-3.13479623824451
24,1,337,"incongruent","most_con",1,-1.09334764505017,-2.9673590504451,30,0.812628976629887,0.459,-2.17864923747277
24,1,335,"congruent","most_con",1,-1.07169719663334,-2.98507462686567,31,0.898168868906717,0.337,-2.9673590504451
24,1,317,"congruent","most_con",1,-1.0500467482165,-3.15457413249211,32,0.983708761183547,0.335,-2.98507462686567
24,1,323,"congruent","most_con",1,-1.02839629979967,-3.09597523219814,33,1.06924865346038,0.317,-3.15457413249211
24,1,352,"congruent","most_con",1,-1.00674585138283,-2.84090909090909,34,1.15478854573721,0.323,-3.09597523219814
24,1,278,"incongruent","most_con",1,-0.985095402965998,-3.59712230215827,35,1.24032843801404,0.352,-2.84090909090909
24,1,299,"incongruent","most_con",1,-0.963444954549162,-3.34448160535117,36,1.32586833029087,0.278,-3.59712230215827
24,1,313,"congruent","most_con",1,-0.941794506132327,-3.19488817891374,37,1.4114082225677,0.299,-3.34448160535117
24,1,319,"incongruent","most_con",1,-0.920144057715492,-3.13479623824451,38,1.49694811484453,0.313,-3.19488817891374
24,1,332,"congruent","most_con",1,-0.898493609298657,-3.01204819277108,39,1.58248800712136,0.319,-3.13479623824451
24,1,330,"congruent","most_con",1,-0.876843160881822,-3.03030303030303,40,1.66802789939819,0.332,-3.01204819277108
24,NA,NA,"incongruent","most_incon",2,-0.855192712464987,NA,1,-1.66802789939819,NA,NA
24,1,302,"incongruent","most_incon",2,-0.833542264048152,-3.3112582781457,2,-1.58248800712136,0.192,-5.20833333333333
24,1,259,"incongruent","most_incon",2,-0.811891815631317,-3.86100386100386,3,-1.49694811484453,0.302,-3.3112582781457
24,1,297,"incongruent","most_incon",2,-0.790241367214482,-3.36700336700337,4,-1.4114082225677,0.259,-3.86100386100386
24,1,310,"incongruent","most_incon",2,-0.768590918797647,-3.2258064516129,5,-1.32586833029087,0.297,-3.36700336700337
24,0,292,"congruent","most_incon",2,-0.746940470380811,-3.42465753424658,6,-1.24032843801404,0.31,-3.2258064516129
24,1,394,"incongruent","most_incon",2,-0.725290021963976,-2.53807106598985,7,-1.15478854573721,0.292,-3.42465753424658
24,1,320,"incongruent","most_incon",2,-0.703639573547141,-3.125,8,-1.06924865346038,0.394,-2.53807106598985
24,1,326,"incongruent","most_incon",2,-0.681989125130306,-3.06748466257669,9,-0.983708761183547,0.32,-3.125
24,1,274,"congruent","most_incon",2,-0.660338676713471,-3.64963503649635,10,-0.898168868906717,0.326,-3.06748466257669
24,1,328,"congruent","most_incon",2,-0.638688228296636,-3.04878048780488,11,-0.812628976629887,0.274,-3.64963503649635
24,1,310,"congruent","most_incon",2,-0.617037779879801,-3.2258064516129,12,-0.727089084353056,0.328,-3.04878048780488
24,NA,NA,"incongruent","most_incon",2,-0.595387331462966,NA,13,-0.641549192076226,0.31,-3.2258064516129
24,1,362,"congruent","most_incon",2,-0.57373688304613,-2.76243093922652,14,-0.556009299799396,0.244,-4.0983606557377
24,1,320,"congruent","most_incon",2,-0.552086434629295,-3.125,15,-0.470469407522566,0.362,-2.76243093922652
24,1,365,"congruent","most_incon",2,-0.53043598621246,-2.73972602739726,16,-0.384929515245736,0.32,-3.125
24,1,354,"congruent","most_incon",2,-0.508785537795625,-2.82485875706215,17,-0.299389622968906,0.365,-2.73972602739726
24,1,288,"incongruent","most_incon",2,-0.48713508937879,-3.47222222222222,18,-0.213849730692075,0.354,-2.82485875706215
24,1,374,"incongruent","most_incon",2,-0.465484640961955,-2.67379679144385,19,-0.128309838415245,0.288,-3.47222222222222
24,NA,NA,"incongruent","most_incon",2,-0.44383419254512,NA,20,-0.0427699461384151,0.374,-2.67379679144385
24,1,505,"incongruent","most_incon",2,-0.422183744128285,-1.98019801980198,21,0.0427699461384151,0.228,-4.3859649122807
24,1,479,"incongruent","most_incon",2,-0.40053329571145,-2.08768267223382,22,0.128309838415245,0.505,-1.98019801980198
24,1,333,"incongruent","most_incon",2,-0.378882847294614,-3.003003003003,23,0.213849730692075,0.479,-2.08768267223382
24,1,347,"incongruent","most_incon",2,-0.357232398877779,-2.88184438040346,24,0.299389622968906,0.333,-3.003003003003
24,1,328,"incongruent","most_incon",2,-0.335581950460944,-3.04878048780488,25,0.384929515245736,0.347,-2.88184438040346
24,1,325,"congruent","most_incon",2,-0.313931502044109,-3.07692307692308,26,0.470469407522566,0.328,-3.04878048780488
24,1,355,"incongruent","most_incon",2,-0.292281053627274,-2.8169014084507,27,0.556009299799396,0.325,-3.07692307692308
24,1,265,"congruent","most_incon",2,-0.270630605210439,-3.77358490566038,28,0.641549192076226,0.355,-2.8169014084507
24,1,351,"incongruent","most_incon",2,-0.248980156793604,-2.84900284900285,29,0.727089084353056,0.265,-3.77358490566038
24,1,325,"incongruent","most_incon",2,-0.227329708376769,-3.07692307692308,30,0.812628976629887,0.351,-2.84900284900285
24,1,370,"incongruent","most_incon",2,-0.205679259959934,-2.7027027027027,31,0.898168868906717,0.325,-3.07692307692308
24,1,375,"incongruent","most_incon",2,-0.184028811543098,-2.66666666666667,32,0.983708761183547,0.37,-2.7027027027027
24,1,357,"incongruent","most_incon",2,-0.162378363126263,-2.80112044817927,33,1.06924865346038,0.375,-2.66666666666667
24,1,347,"incongruent","most_incon",2,-0.140727914709428,-2.88184438040346,34,1.15478854573721,0.357,-2.80112044817927
24,NA,NA,"incongruent","most_incon",2,-0.119077466292593,NA,35,1.24032843801404,0.347,-2.88184438040346
24,1,335,"congruent","most_incon",2,-0.097427017875758,-2.98507462686567,36,1.32586833029087,0.241,-4.149377593361
24,NA,NA,"incongruent","most_incon",2,-0.0757765694589229,NA,37,1.4114082225677,0.335,-2.98507462686567
24,1,338,"congruent","most_incon",2,-0.0541261210420878,-2.9585798816568,38,1.49694811484453,NA,NA
24,1,359,"incongruent","most_incon",2,-0.0324756726252527,-2.78551532033426,39,1.58248800712136,0.338,-2.9585798816568
24,1,365,"incongruent","most_incon",2,-0.0108252242084176,-2.73972602739726,40,1.66802789939819,0.359,-2.78551532033426
24,1,414,"incongruent","most_incon",3,0.0108252242084176,-2.41545893719807,1,-1.66802789939819,NA,NA
24,1,363,"incongruent","most_incon",3,0.0324756726252527,-2.75482093663912,2,-1.58248800712136,0.414,-2.41545893719807
24,1,305,"incongruent","most_incon",3,0.0541261210420878,-3.27868852459016,3,-1.49694811484453,0.363,-2.75482093663912
24,1,335,"incongruent","most_incon",3,0.0757765694589229,-2.98507462686567,4,-1.4114082225677,0.305,-3.27868852459016
24,1,333,"incongruent","most_incon",3,0.097427017875758,-3.003003003003,5,-1.32586833029087,0.335,-2.98507462686567
24,1,323,"incongruent","most_incon",3,0.119077466292593,-3.09597523219814,6,-1.24032843801404,0.333,-3.003003003003
24,1,280,"congruent","most_incon",3,0.140727914709428,-3.57142857142857,7,-1.15478854573721,0.323,-3.09597523219814
24,1,317,"congruent","most_incon",3,0.162378363126263,-3.15457413249211,8,-1.06924865346038,0.28,-3.57142857142857
24,1,371,"incongruent","most_incon",3,0.184028811543098,-2.69541778975741,9,-0.983708761183547,0.317,-3.15457413249211
24,1,337,"incongruent","most_incon",3,0.205679259959934,-2.9673590504451,10,-0.898168868906717,0.371,-2.69541778975741
24,NA,NA,"incongruent","most_incon",3,0.227329708376769,NA,11,-0.812628976629887,0.337,-2.9673590504451
24,1,373,"incongruent","most_incon",3,0.248980156793604,-2.68096514745308,12,-0.727089084353056,0.231,-4.32900432900433
24,1,306,"incongruent","most_incon",3,0.270630605210439,-3.26797385620915,13,-0.641549192076226,0.373,-2.68096514745308
24,NA,NA,"incongruent","most_incon",3,0.292281053627274,NA,14,-0.556009299799396,0.306,-3.26797385620915
24,1,261,"congruent","most_incon",3,0.313931502044109,-3.83141762452107,15,-0.470469407522566,0.248,-4.03225806451613
24,1,299,"incongruent","most_incon",3,0.335581950460944,-3.34448160535117,16,-0.384929515245736,0.261,-3.83141762452107
24,1,345,"congruent","most_incon",3,0.357232398877779,-2.89855072463768,17,-0.299389622968906,0.299,-3.34448160535117
24,1,382,"incongruent","most_incon",3,0.378882847294614,-2.61780104712042,18,-0.213849730692075,0.345,-2.89855072463768
24,1,300,"congruent","most_incon",3,0.40053329571145,-3.33333333333333,19,-0.128309838415245,0.382,-2.61780104712042
24,1,290,"incongruent","most_incon",3,0.422183744128285,-3.44827586206897,20,-0.0427699461384151,0.3,-3.33333333333333
24,1,360,"incongruent","most_incon",3,0.44383419254512,-2.77777777777778,21,0.0427699461384151,0.29,-3.44827586206897
24,1,349,"incongruent","most_incon",3,0.465484640961955,-2.86532951289398,22,0.128309838415245,0.36,-2.77777777777778
24,0,266,"incongruent","most_incon",3,0.48713508937879,-3.7593984962406,23,0.213849730692075,0.349,-2.86532951289398
24,1,368,"incongruent","most_incon",3,0.508785537795625,-2.71739130434783,24,0.299389622968906,0.266,-3.7593984962406
24,1,374,"congruent","most_incon",3,0.53043598621246,-2.67379679144385,25,0.384929515245736,0.368,-2.71739130434783
24,1,316,"incongruent","most_incon",3,0.552086434629295,-3.16455696202532,26,0.470469407522566,0.374,-2.67379679144385
24,1,298,"incongruent","most_incon",3,0.57373688304613,-3.35570469798658,27,0.556009299799396,0.316,-3.16455696202532
24,1,288,"incongruent","most_incon",3,0.595387331462966,-3.47222222222222,28,0.641549192076226,0.298,-3.35570469798658
24,1,293,"incongruent","most_incon",3,0.617037779879801,-3.41296928327645,29,0.727089084353056,0.288,-3.47222222222222
24,1,322,"congruent","most_incon",3,0.638688228296636,-3.1055900621118,30,0.812628976629887,0.293,-3.41296928327645
24,1,280,"congruent","most_incon",3,0.660338676713471,-3.57142857142857,31,0.898168868906717,0.322,-3.1055900621118
24,1,302,"congruent","most_incon",3,0.681989125130306,-3.3112582781457,32,0.983708761183547,0.28,-3.57142857142857
24,1,348,"incongruent","most_incon",3,0.703639573547141,-2.8735632183908,33,1.06924865346038,0.302,-3.3112582781457
24,1,353,"congruent","most_incon",3,0.725290021963976,-2.8328611898017,34,1.15478854573721,0.348,-2.8735632183908
24,1,319,"incongruent","most_incon",3,0.746940470380811,-3.13479623824451,35,1.24032843801404,0.353,-2.8328611898017
24,0,269,"incongruent","most_incon",3,0.768590918797647,-3.71747211895911,36,1.32586833029087,0.319,-3.13479623824451
24,1,330,"incongruent","most_incon",3,0.790241367214482,-3.03030303030303,37,1.4114082225677,0.269,-3.71747211895911
24,1,336,"congruent","most_incon",3,0.811891815631317,-2.97619047619048,38,1.49694811484453,0.33,-3.03030303030303
24,1,294,"congruent","most_incon",3,0.833542264048152,-3.40136054421769,39,1.58248800712136,0.336,-2.97619047619048
24,1,379,"incongruent","most_incon",3,0.855192712464987,-2.63852242744063,40,1.66802789939819,0.294,-3.40136054421769
24,1,337,"congruent","most_con",4,0.876843160881822,-2.9673590504451,1,-1.66802789939819,NA,NA
24,1,327,"congruent","most_con",4,0.898493609298657,-3.05810397553517,2,-1.58248800712136,0.337,-2.9673590504451
24,1,365,"incongruent","most_con",4,0.920144057715492,-2.73972602739726,3,-1.49694811484453,0.327,-3.05810397553517
24,1,330,"congruent","most_con",4,0.941794506132327,-3.03030303030303,4,-1.4114082225677,0.365,-2.73972602739726
24,1,303,"congruent","most_con",4,0.963444954549162,-3.3003300330033,5,-1.32586833029087,0.33,-3.03030303030303
24,1,309,"incongruent","most_con",4,0.985095402965998,-3.23624595469256,6,-1.24032843801404,0.303,-3.3003300330033
24,1,299,"congruent","most_con",4,1.00674585138283,-3.34448160535117,7,-1.15478854573721,0.309,-3.23624595469256
24,1,361,"incongruent","most_con",4,1.02839629979967,-2.77008310249307,8,-1.06924865346038,0.299,-3.34448160535117
24,NA,NA,"congruent","most_con",4,1.0500467482165,NA,9,-0.983708761183547,0.361,-2.77008310249307
24,1,332,"incongruent","most_con",4,1.07169719663334,-3.01204819277108,10,-0.898168868906717,0.231,-4.32900432900433
24,1,257,"congruent","most_con",4,1.09334764505017,-3.89105058365759,11,-0.812628976629887,0.332,-3.01204819277108
24,NA,NA,"congruent","most_con",4,1.11499809346701,NA,12,-0.727089084353056,0.257,-3.89105058365759
24,1,309,"congruent","most_con",4,1.13664854188384,-3.23624595469256,13,-0.641549192076226,0.175,-5.71428571428571
24,1,291,"congruent","most_con",4,1.15829899030068,-3.43642611683849,14,-0.556009299799396,0.309,-3.23624595469256
24,1,321,"congruent","most_con",4,1.17994943871751,-3.11526479750779,15,-0.470469407522566,0.291,-3.43642611683849
24,NA,NA,"congruent","most_con",4,1.20159988713435,NA,16,-0.384929515245736,0.321,-3.11526479750779
24,1,316,"incongruent","most_con",4,1.22325033555118,-3.16455696202532,17,-0.299389622968906,0.214,-4.67289719626168
24,1,361,"incongruent","most_con",4,1.24490078396802,-2.77008310249307,18,-0.213849730692075,0.316,-3.16455696202532
24,1,319,"incongruent","most_con",4,1.26655123238485,-3.13479623824451,19,-0.128309838415245,0.361,-2.77008310249307
24,1,317,"congruent","most_con",4,1.28820168080169,-3.15457413249211,20,-0.0427699461384151,0.319,-3.13479623824451
24,1,290,"congruent","most_con",4,1.30985212921852,-3.44827586206897,21,0.0427699461384151,0.317,-3.15457413249211
24,1,344,"congruent","most_con",4,1.33150257763536,-2.90697674418605,22,0.128309838415245,0.29,-3.44827586206897
24,1,334,"congruent","most_con",4,1.35315302605219,-2.9940119760479,23,0.213849730692075,0.344,-2.90697674418605
24,0,292,"congruent","most_con",4,1.37480347446903,-3.42465753424658,24,0.299389622968906,0.334,-2.9940119760479
24,1,361,"congruent","most_con",4,1.39645392288586,-2.77008310249307,25,0.384929515245736,0.292,-3.42465753424658
