"subj_idx","response","rt","cond","stim","stim_cond","trial_z","trial","rt_log_trim_grp","prev_rt","block_trial"
1,1,0.434,"SevenGo","Go","Go_SevenGo",-1.39284370608053,24,2.63748972951251,0.333,12
1,1,0.48,"SevenGo","Go","Go_SevenGo",-1.37841009254602,25,2.68124123737559,0.434,13
1,1,0.374,"SevenGo","Go","Go_SevenGo",-1.3639764790115,26,2.57287160220048,0.48,14
1,1,0.42,"SevenGo","Go","Go_SevenGo",-1.34954286547699,27,2.6232492903979,0.374,15
1,0,0.322,"SevenGo","NoGo","NoGo_SevenGo",-1.33510925194248,28,2.50785587169583,0.42,16
1,1,0.549,"OneGo","Go","Go_OneGo",-1.32067563840796,29,2.73957234445009,0.322,3
1,1,0,"OneGo","NoGo","NoGo_OneGo",-1.30624202487345,30,0,0.549,4
1,1,0.51,"ThreeGo","Go","Go_ThreeGo",-1.29180841133894,31,2.70757017609794,0,5
1,1,0.435,"ThreeGo","Go","Go_ThreeGo",-1.27737479780442,32,2.63848925695464,0.51,6
1,1,0.465,"ThreeGo","Go","Go_ThreeGo",-1.26294118426991,33,2.66745295288995,0.435,7
1,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.2485075707354,34,0,0.465,8
1,1,0.523,"FiveGo","Go","Go_FiveGo",-1.23407395720088,35,2.71850168886727,0,7
1,1,0.344,"FiveGo","Go","Go_FiveGo",-1.21964034366637,36,2.53655844257153,0.523,8
1,1,0.334,"FiveGo","Go","Go_FiveGo",-1.20520673013186,37,2.52374646681156,0.344,9
1,1,0.372,"FiveGo","Go","Go_FiveGo",-1.19077311659734,38,2.5705429398819,0.334,10
1,1,0.362,"FiveGo","Go","Go_FiveGo",-1.17633950306283,39,2.55870857053317,0.372,11
1,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.16190588952832,40,0,0.362,12
1,1,0.418,"OneGo","Go","Go_OneGo",-1.1474722759938,41,2.62117628177504,0,5
1,1,0,"OneGo","NoGo","NoGo_OneGo",-1.13303866245929,42,0,0.418,6
1,1,0.404,"ThreeGo","Go","Go_ThreeGo",-1.11860504892478,43,2.60638136511061,0,9
1,1,0.346,"ThreeGo","Go","Go_ThreeGo",-1.10417143539027,44,2.53907609879278,0.404,10
1,1,0.415,"ThreeGo","Go","Go_ThreeGo",-1.08973782185575,45,2.61804809671209,0.346,11
1,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.07530420832124,46,0,0.415,12
1,1,0.336,"SevenGo","Go","Go_SevenGo",-1.06087059478673,47,2.52633927738984,0,17
1,1,0.278,"SevenGo","Go","Go_SevenGo",-1.04643698125221,48,2.44404479591808,0.336,18
1,1,0.411,"SevenGo","Go","Go_SevenGo",-1.0320033677177,49,2.61384182187607,0.278,19
1,1,0.433,"SevenGo","Go","Go_SevenGo",-1.01756975418319,50,2.63648789635337,0.411,20
1,1,0.359,"SevenGo","Go","Go_SevenGo",-1.00313614064867,51,2.55509444857832,0.433,21
1,1,0.357,"SevenGo","Go","Go_SevenGo",-0.988702527114159,52,2.55266821611219,0.359,22
1,1,0.354,"SevenGo","Go","Go_SevenGo",-0.974268913579646,53,2.54900326202579,0.357,23
1,1,0,"SevenGo","NoGo","NoGo_SevenGo",-0.959835300045133,54,0,0.354,24
1,1,0.436,"FiveGo","Go","Go_FiveGo",-0.945401686510619,55,2.63948648926859,0,13
1,1,0.401,"FiveGo","Go","Go_FiveGo",-0.930968072976106,56,2.60314437262018,0.436,14
1,1,0.615,"FiveGo","Go","Go_FiveGo",-0.916534459441593,57,2.78887511577542,0.401,15
1,1,0.477,"FiveGo","Go","Go_FiveGo",-0.902100845907079,58,2.67851837904011,0.615,16
1,1,0.379,"FiveGo","Go","Go_FiveGo",-0.887667232372566,59,2.57863920996807,0.477,17
1,1,0,"FiveGo","NoGo","NoGo_FiveGo",-0.873233618838053,60,0,0.379,18
1,1,0.331,"FiveGo","Go","Go_FiveGo",-0.85880000530354,61,2.51982799377572,0,19
1,1,0.273,"FiveGo","Go","Go_FiveGo",-0.844366391769026,62,2.43616264704076,0.331,20
1,1,0.312,"FiveGo","Go","Go_FiveGo",-0.829932778234513,63,2.49415459401844,0.273,21
1,1,0.262,"FiveGo","Go","Go_FiveGo",-0.8154991647,64,2.41830129131975,0.312,22
1,1,0.331,"FiveGo","Go","Go_FiveGo",-0.801065551165487,65,2.51982799377572,0.262,23
1,1,0,"FiveGo","NoGo","NoGo_FiveGo",-0.786631937630973,66,0,0.331,24
1,1,0.54,"OneGo","Go","Go_OneGo",-0.77219832409646,67,2.73239375982297,0,7
1,1,0,"OneGo","NoGo","NoGo_OneGo",-0.757764710561947,68,0,0.54,8
1,1,0.46,"SevenGo","Go","Go_SevenGo",-0.743331097027433,69,2.66275783168157,0,25
1,1,0.41,"SevenGo","Go","Go_SevenGo",-0.72889748349292,70,2.61278385671974,0.46,26
1,1,0.441,"SevenGo","Go","Go_SevenGo",-0.714463869958407,71,2.64443858946784,0.41,27
1,1,0.431,"SevenGo","Go","Go_SevenGo",-0.700030256423894,72,2.63447727016073,0.441,28
1,1,0.492,"SevenGo","Go","Go_SevenGo",-0.68559664288938,73,2.69196510276736,0.431,29
