"subj_idx","response","rt","cond","stim","stim_cond","trial_z","trial","rt_log_trim_grp","prev_rt","block_trial"
5,1,0.299,"OneGo","Go","Go_OneGo",0.873233618838053,181,2.47567118832443,0,19
5,1,0,"OneGo","NoGo","NoGo_OneGo",0.887667232372566,182,0,0.299,20
5,1,0.291,"FiveGo","Go","Go_FiveGo",0.902100845907079,183,2.46389298898591,0,55
5,1,0.353,"FiveGo","Go","Go_FiveGo",0.916534459441593,184,2.54777470538782,0.291,56
5,1,0.343,"FiveGo","Go","Go_FiveGo",0.930968072976106,185,2.53529412004277,0.353,57
5,1,0.317,"FiveGo","Go","Go_FiveGo",0.945401686510619,186,2.50105926221775,0.343,58
5,1,0.314,"FiveGo","Go","Go_FiveGo",0.959835300045133,187,2.49692964807321,0.317,59
5,1,0,"FiveGo","NoGo","NoGo_FiveGo",0.974268913579646,188,0,0.314,60
5,1,0.315,"ThreeGo","Go","Go_ThreeGo",0.988702527114159,189,2.4983105537896,0,37
5,1,0.37,"ThreeGo","Go","Go_ThreeGo",1.00313614064867,190,2.56820172406699,0.315,38
5,1,0.343,"ThreeGo","Go","Go_ThreeGo",1.01756975418319,191,2.53529412004277,0.37,39
5,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",1.0320033677177,192,0,0.343,40
5,1,0.312,"SevenGo","Go","Go_SevenGo",1.04643698125221,193,2.49415459401844,0,73
5,1,0.334,"SevenGo","Go","Go_SevenGo",1.06087059478673,194,2.52374646681156,0.312,74
5,1,0.331,"SevenGo","Go","Go_SevenGo",1.07530420832124,195,2.51982799377572,0.334,75
5,1,0.265,"SevenGo","Go","Go_SevenGo",1.08973782185575,196,2.42324587393681,0.331,76
5,1,0.319,"SevenGo","Go","Go_SevenGo",1.10417143539027,197,2.50379068305718,0.265,77
5,1,0.333,"SevenGo","Go","Go_SevenGo",1.11860504892478,198,2.52244423350632,0.319,78
5,1,0.354,"SevenGo","Go","Go_SevenGo",1.13303866245929,199,2.54900326202579,0.333,79
5,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.1474722759938,200,0,0.354,80
5,1,0.364,"SevenGo","Go","Go_SevenGo",1.16190588952832,201,2.56110138364906,0,81
5,1,0.386,"SevenGo","Go","Go_SevenGo",1.17633950306283,202,2.58658730467176,0.364,82
5,1,0.383,"SevenGo","Go","Go_SevenGo",1.19077311659734,203,2.58319877396862,0.386,83
5,1,0.349,"SevenGo","Go","Go_SevenGo",1.20520673013186,204,2.54282542695918,0.383,84
5,1,0.403,"SevenGo","Go","Go_SevenGo",1.21964034366637,205,2.60530504614111,0.349,85
5,1,0.353,"SevenGo","Go","Go_SevenGo",1.23407395720088,206,2.54777470538782,0.403,86
5,1,0.334,"SevenGo","Go","Go_SevenGo",1.2485075707354,207,2.52374646681156,0.353,87
5,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.26294118426991,208,0,0.334,88
5,1,0.271,"ThreeGo","Go","Go_ThreeGo",1.27737479780442,209,2.43296929087441,0,41
5,1,0.341,"ThreeGo","Go","Go_ThreeGo",1.29180841133894,210,2.5327543789925,0.271,42
5,1,0.346,"ThreeGo","Go","Go_ThreeGo",1.30624202487345,211,2.53907609879278,0.341,43
5,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",1.32067563840796,212,0,0.346,44
5,1,0.444,"OneGo","Go","Go_OneGo",1.33510925194248,213,2.64738297011462,0,21
5,1,0,"OneGo","NoGo","NoGo_OneGo",1.34954286547699,214,0,0.444,22
5,1,0.308,"FiveGo","Go","Go_FiveGo",1.3639764790115,215,2.48855071650044,0,61
5,1,0.29,"FiveGo","Go","Go_FiveGo",1.37841009254602,216,2.46239799789896,0.308,62
5,1,0.336,"FiveGo","Go","Go_FiveGo",1.39284370608053,217,2.52633927738984,0.29,63
5,1,0.358,"FiveGo","Go","Go_FiveGo",1.40727731961504,218,2.55388302664387,0.336,64
5,1,0.363,"FiveGo","Go","Go_FiveGo",1.42171093314956,219,2.55990662503611,0.358,65
5,1,0,"FiveGo","NoGo","NoGo_FiveGo",1.43614454668407,220,0,0.363,66
5,1,0.429,"FiveGo","Go","Go_FiveGo",1.45057816021858,221,2.63245729218472,0,67
5,1,0.411,"FiveGo","Go","Go_FiveGo",1.4650117737531,222,2.61384182187607,0.429,68
5,1,0.32,"FiveGo","Go","Go_FiveGo",1.47944538728761,223,2.50514997831991,0.411,69
5,1,0.35,"FiveGo","Go","Go_FiveGo",1.49387900082212,224,2.54406804435028,0.32,70
5,1,0.468,"FiveGo","Go","Go_FiveGo",1.50831261435664,225,2.67024585307412,0.35,71
5,1,0,"FiveGo","NoGo","NoGo_FiveGo",1.52274622789115,226,0,0.468,72
5,1,0.348,"OneGo","Go","Go_OneGo",1.53717984142566,227,2.54157924394658,0,23
5,1,0,"OneGo","NoGo","NoGo_OneGo",1.55161345496018,228,0,0.348,24
5,1,0.302,"SevenGo","Go","Go_SevenGo",1.56604706849469,229,2.48000694295715,0,89
5,1,0.324,"SevenGo","Go","Go_SevenGo",1.5804806820292,230,2.51054501020661,0.302,90
5,1,0.329,"SevenGo","Go","Go_SevenGo",1.59491429556372,231,2.51719589794997,0.324,91
5,1,0.383,"SevenGo","Go","Go_SevenGo",1.60934790909823,232,2.58319877396862,0.329,92
5,1,0.349,"SevenGo","Go","Go_SevenGo",1.62378152263274,233,2.54282542695918,0.383,93
5,1,0.379,"SevenGo","Go","Go_SevenGo",1.63821513616726,234,2.57863920996807,0.349,94
5,1,0.424,"SevenGo","Go","Go_SevenGo",1.65264874970177,235,2.62736585659273,0.379,95
5,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.66708236323628,236,0,0.424,96
5,1,0.305,"ThreeGo","Go","Go_ThreeGo",1.6815159767708,237,2.48429983934679,0,45
5,1,0.327,"ThreeGo","Go","Go_ThreeGo",1.69594959030531,238,2.51454775266029,0.305,46
5,1,0.317,"ThreeGo","Go","Go_ThreeGo",1.71038320383982,239,2.50105926221775,0.327,47
5,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",1.72481681737434,240,0,0.317,48
6,1,0.286,"ThreeGo","Go","Go_ThreeGo",-1.72481681737434,1,2.45636603312904,0.261435146443515,1
6,1,0.37,"ThreeGo","Go","Go_ThreeGo",-1.71038320383982,2,2.56820172406699,0.286,2
6,1,0.308,"ThreeGo","Go","Go_ThreeGo",-1.69594959030531,3,2.48855071650044,0.37,3
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.6815159767708,4,0,0.308,4
6,1,0.403,"FiveGo","Go","Go_FiveGo",-1.66708236323628,5,2.60530504614111,0,1
6,1,0.238,"FiveGo","Go","Go_FiveGo",-1.65264874970177,6,2.37657695705651,0.403,2
6,1,0.305,"FiveGo","Go","Go_FiveGo",-1.63821513616726,7,2.48429983934679,0.238,3
6,1,0.292,"FiveGo","Go","Go_FiveGo",-1.62378152263274,8,2.46538285144842,0.305,4
6,1,0.271,"FiveGo","Go","Go_FiveGo",-1.60934790909823,9,2.43296929087441,0.292,5
6,0,0.267,"FiveGo","NoGo","NoGo_FiveGo",-1.59491429556372,10,2.42651126136458,0.271,6
6,1,0.293,"SevenGo","Go","Go_SevenGo",-1.5804806820292,11,2.46686762035411,0.267,1
6,1,0.441,"SevenGo","Go","Go_SevenGo",-1.56604706849469,12,2.64443858946784,0.293,2
6,1,0.38,"SevenGo","Go","Go_SevenGo",-1.55161345496018,13,2.57978359661681,0.441,3
6,1,0.287,"SevenGo","Go","Go_SevenGo",-1.53717984142566,14,2.45788189673399,0.38,4
6,1,0.322,"SevenGo","Go","Go_SevenGo",-1.52274622789115,15,2.50785587169583,0.287,5
6,1,0.301,"SevenGo","Go","Go_SevenGo",-1.50831261435664,16,2.47856649559384,0.322,6
6,1,0.312,"SevenGo","Go","Go_SevenGo",-1.49387900082212,17,2.49415459401844,0.301,7
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",-1.47944538728761,18,0,0.312,8
6,1,0.294,"OneGo","Go","Go_OneGo",-1.4650117737531,19,2.46834733041216,0,1
6,1,0,"OneGo","NoGo","NoGo_OneGo",-1.45057816021858,20,0,0.294,2
6,1,0.301,"ThreeGo","Go","Go_ThreeGo",-1.43614454668407,21,2.47856649559384,0,5
6,1,0.36,"ThreeGo","Go","Go_ThreeGo",-1.42171093314956,22,2.55630250076729,0.301,6
6,1,0.475,"ThreeGo","Go","Go_ThreeGo",-1.40727731961504,23,2.67669360962487,0.36,7
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.39284370608053,24,0,0.475,8
6,1,0.297,"SevenGo","Go","Go_SevenGo",-1.37841009254602,25,2.47275644931721,0,9
6,1,0.557,"SevenGo","Go","Go_SevenGo",-1.3639764790115,26,2.74585519517373,0.297,10
6,1,0.336,"SevenGo","Go","Go_SevenGo",-1.34954286547699,27,2.52633927738984,0.557,11
6,1,0.466,"SevenGo","Go","Go_SevenGo",-1.33510925194248,28,2.66838591669,0.336,12
6,1,0.366,"SevenGo","Go","Go_SevenGo",-1.32067563840796,29,2.56348108539441,0.466,13
6,1,0.257,"SevenGo","Go","Go_SevenGo",-1.30624202487345,30,2.40993312333129,0.366,14
6,1,0.276,"SevenGo","Go","Go_SevenGo",-1.29180841133894,31,2.44090908206522,0.257,15
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",-1.27737479780442,32,0,0.276,16
6,1,0.298,"FiveGo","Go","Go_FiveGo",-1.26294118426991,33,2.47421626407626,0,7
6,1,0.334,"FiveGo","Go","Go_FiveGo",-1.2485075707354,34,2.52374646681156,0.298,8
6,1,0.305,"FiveGo","Go","Go_FiveGo",-1.23407395720088,35,2.48429983934679,0.334,9
6,1,0.291,"FiveGo","Go","Go_FiveGo",-1.21964034366637,36,2.46389298898591,0.305,10
6,1,0.359,"FiveGo","Go","Go_FiveGo",-1.20520673013186,37,2.55509444857832,0.291,11
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.19077311659734,38,0,0.359,12
6,1,0.268,"OneGo","Go","Go_OneGo",-1.17633950306283,39,2.42813479402879,0,3
6,1,0,"OneGo","NoGo","NoGo_OneGo",-1.16190588952832,40,0,0.268,4
6,1,0.307,"FiveGo","Go","Go_FiveGo",-1.1474722759938,41,2.48713837547719,0,13
6,1,0.295,"FiveGo","Go","Go_FiveGo",-1.13303866245929,42,2.46982201597816,0.307,14
6,1,0.353,"FiveGo","Go","Go_FiveGo",-1.11860504892478,43,2.54777470538782,0.295,15
6,1,0.428,"FiveGo","Go","Go_FiveGo",-1.10417143539027,44,2.63144376901317,0.353,16
6,1,0.288,"FiveGo","Go","Go_FiveGo",-1.08973782185575,45,2.45939248775923,0.428,17
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.07530420832124,46,0,0.288,18
6,1,0.31,"ThreeGo","Go","Go_ThreeGo",-1.06087059478673,47,2.49136169383427,0,9
6,1,0.313,"ThreeGo","Go","Go_ThreeGo",-1.04643698125221,48,2.49554433754645,0.31,10
6,1,0.292,"ThreeGo","Go","Go_ThreeGo",-1.0320033677177,49,2.46538285144842,0.313,11
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-1.01756975418319,50,0,0.292,12
6,1,0.347,"SevenGo","Go","Go_SevenGo",-1.00313614064867,51,2.54032947479087,0,17
6,1,0.277,"SevenGo","Go","Go_SevenGo",-0.988702527114159,52,2.44247976906445,0.347,18
6,1,0.353,"SevenGo","Go","Go_SevenGo",-0.974268913579646,53,2.54777470538782,0.277,19
6,1,0.268,"SevenGo","Go","Go_SevenGo",-0.959835300045133,54,2.42813479402879,0.353,20
6,1,0.343,"SevenGo","Go","Go_SevenGo",-0.945401686510619,55,2.53529412004277,0.268,21
6,1,0.418,"SevenGo","Go","Go_SevenGo",-0.930968072976106,56,2.62117628177504,0.343,22
6,1,0.317,"SevenGo","Go","Go_SevenGo",-0.916534459441593,57,2.50105926221775,0.418,23
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",-0.902100845907079,58,0,0.317,24
6,1,0.308,"OneGo","Go","Go_OneGo",-0.887667232372566,59,2.48855071650044,0,5
6,1,0,"OneGo","NoGo","NoGo_OneGo",-0.873233618838053,60,0,0.308,6
6,1,0.298,"OneGo","Go","Go_OneGo",-0.85880000530354,61,2.47421626407626,0,7
6,1,0,"OneGo","NoGo","NoGo_OneGo",-0.844366391769026,62,0,0.298,8
6,1,0.272,"FiveGo","Go","Go_FiveGo",-0.829932778234513,63,2.4345689040342,0,19
6,1,0.355,"FiveGo","Go","Go_FiveGo",-0.8154991647,64,2.55022835305509,0.272,20
6,1,0.278,"FiveGo","Go","Go_FiveGo",-0.801065551165487,65,2.44404479591808,0.355,21
6,1,0.249,"FiveGo","Go","Go_FiveGo",-0.786631937630973,66,2.39619934709574,0.278,22
6,1,0.301,"FiveGo","Go","Go_FiveGo",-0.77219832409646,67,2.47856649559384,0.249,23
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",-0.757764710561947,68,0,0.301,24
6,1,0.267,"ThreeGo","Go","Go_ThreeGo",-0.743331097027433,69,2.42651126136458,0,13
6,1,0.294,"ThreeGo","Go","Go_ThreeGo",-0.72889748349292,70,2.46834733041216,0.267,14
6,1,0.457,"ThreeGo","Go","Go_ThreeGo",-0.714463869958407,71,2.65991620006985,0.294,15
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-0.700030256423894,72,0,0.457,16
6,1,0.271,"SevenGo","Go","Go_SevenGo",-0.68559664288938,73,2.43296929087441,0,25
6,1,0.29,"SevenGo","Go","Go_SevenGo",-0.671163029354867,74,2.46239799789896,0.271,26
6,1,0.326,"SevenGo","Go","Go_SevenGo",-0.656729415820354,75,2.51321760006794,0.29,27
6,1,0.272,"SevenGo","Go","Go_SevenGo",-0.64229580228584,76,2.4345689040342,0.326,28
6,1,0.332,"SevenGo","Go","Go_SevenGo",-0.627862188751327,77,2.52113808370404,0.272,29
6,1,0.279,"SevenGo","Go","Go_SevenGo",-0.613428575216814,78,2.4456042032736,0.332,30
6,1,0.49,"SevenGo","Go","Go_SevenGo",-0.598994961682301,79,2.69019608002851,0.279,31
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",-0.584561348147787,80,0,0.49,32
6,1,0.297,"OneGo","Go","Go_OneGo",-0.570127734613274,81,2.47275644931721,0,9
6,1,0,"OneGo","NoGo","NoGo_OneGo",-0.555694121078761,82,0,0.297,10
6,1,0.271,"FiveGo","Go","Go_FiveGo",-0.541260507544248,83,2.43296929087441,0,25
6,1,0.298,"FiveGo","Go","Go_FiveGo",-0.526826894009734,84,2.47421626407626,0.271,26
6,1,0.382,"FiveGo","Go","Go_FiveGo",-0.512393280475221,85,2.58206336291171,0.298,27
6,1,0.289,"FiveGo","Go","Go_FiveGo",-0.497959666940708,86,2.46089784275655,0.382,28
6,1,0.251,"FiveGo","Go","Go_FiveGo",-0.483526053406195,87,2.39967372148104,0.289,29
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",-0.469092439871681,88,0,0.251,30
6,1,0.25,"ThreeGo","Go","Go_ThreeGo",-0.454658826337168,89,2.39794000867204,0,17
6,1,0.301,"ThreeGo","Go","Go_ThreeGo",-0.440225212802655,90,2.47856649559384,0.25,18
6,1,0.312,"ThreeGo","Go","Go_ThreeGo",-0.425791599268141,91,2.49415459401844,0.301,19
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-0.411357985733628,92,0,0.312,20
6,1,0.318,"SevenGo","Go","Go_SevenGo",-0.396924372199115,93,2.50242711998443,0,33
6,1,0.298,"SevenGo","Go","Go_SevenGo",-0.382490758664602,94,2.47421626407626,0.318,34
6,1,0.26,"SevenGo","Go","Go_SevenGo",-0.368057145130088,95,2.41497334797082,0.298,35
6,1,0.272,"SevenGo","Go","Go_SevenGo",-0.353623531595575,96,2.4345689040342,0.26,36
6,1,0.283,"SevenGo","Go","Go_SevenGo",-0.339189918061062,97,2.45178643552429,0.272,37
6,1,0.294,"SevenGo","Go","Go_SevenGo",-0.324756304526549,98,2.46834733041216,0.283,38
6,1,0.257,"SevenGo","Go","Go_SevenGo",-0.310322690992035,99,2.40993312333129,0.294,39
6,0,0.268,"SevenGo","NoGo","NoGo_SevenGo",-0.295889077457522,100,2.42813479402879,0.257,40
6,1,0.311,"SevenGo","Go","Go_SevenGo",-0.281455463923009,101,2.49276038902684,0.268,41
6,1,0.315,"SevenGo","Go","Go_SevenGo",-0.267021850388496,102,2.4983105537896,0.311,42
6,1,0.293,"SevenGo","Go","Go_SevenGo",-0.252588236853982,103,2.46686762035411,0.315,43
6,1,0.305,"SevenGo","Go","Go_SevenGo",-0.238154623319469,104,2.48429983934679,0.293,44
6,1,0.316,"SevenGo","Go","Go_SevenGo",-0.223721009784956,105,2.4996870826184,0.305,45
6,1,0.303,"SevenGo","Go","Go_SevenGo",-0.209287396250442,106,2.4814426285023,0.316,46
6,1,0.298,"SevenGo","Go","Go_SevenGo",-0.194853782715929,107,2.47421626407626,0.303,47
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",-0.180420169181416,108,0,0.298,48
6,1,0.296,"OneGo","Go","Go_OneGo",-0.165986555646903,109,2.47129171105894,0,11
6,0,0.276,"OneGo","NoGo","NoGo_OneGo",-0.151552942112389,110,2.44090908206522,0.296,12
6,1,0.31,"FiveGo","Go","Go_FiveGo",-0.137119328577876,111,2.49136169383427,0.276,31
6,1,0.346,"FiveGo","Go","Go_FiveGo",-0.122685715043363,112,2.53907609879278,0.31,32
6,1,0.453,"FiveGo","Go","Go_FiveGo",-0.10825210150885,113,2.65609820201283,0.346,33
6,1,0.336,"FiveGo","Go","Go_FiveGo",-0.0938184879743363,114,2.52633927738984,0.453,34
6,1,0.331,"FiveGo","Go","Go_FiveGo",-0.079384874439823,115,2.51982799377572,0.336,35
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",-0.0649512609053097,116,0,0.331,36
6,1,0.297,"ThreeGo","Go","Go_ThreeGo",-0.0505176473707964,117,2.47275644931721,0,21
6,1,0.333,"ThreeGo","Go","Go_ThreeGo",-0.0360840338362832,118,2.52244423350632,0.297,22
6,1,0.343,"ThreeGo","Go","Go_ThreeGo",-0.0216504203017699,119,2.53529412004277,0.333,23
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",-0.00721680676725664,120,0,0.343,24
6,1,0.302,"SevenGo","Go","Go_SevenGo",0.00721680676725664,121,2.48000694295715,0,49
6,1,0.289,"SevenGo","Go","Go_SevenGo",0.0216504203017699,122,2.46089784275655,0.302,50
6,1,0.268,"SevenGo","Go","Go_SevenGo",0.0360840338362832,123,2.42813479402879,0.289,51
6,1,0.271,"SevenGo","Go","Go_SevenGo",0.0505176473707964,124,2.43296929087441,0.268,52
6,1,0.378,"SevenGo","Go","Go_SevenGo",0.0649512609053097,125,2.57749179983723,0.271,53
6,1,0.334,"SevenGo","Go","Go_SevenGo",0.079384874439823,126,2.52374646681156,0.378,54
6,1,0.296,"SevenGo","Go","Go_SevenGo",0.0938184879743363,127,2.47129171105894,0.334,55
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",0.10825210150885,128,0,0.296,56
6,1,0.271,"ThreeGo","Go","Go_ThreeGo",0.122685715043363,129,2.43296929087441,0,25
6,1,0.298,"ThreeGo","Go","Go_ThreeGo",0.137119328577876,130,2.47421626407626,0.271,26
6,1,0.413,"ThreeGo","Go","Go_ThreeGo",0.151552942112389,131,2.6159500516564,0.298,27
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",0.165986555646903,132,0,0.413,28
6,1,0.283,"OneGo","Go","Go_OneGo",0.180420169181416,133,2.45178643552429,0,13
6,1,0,"OneGo","NoGo","NoGo_OneGo",0.194853782715929,134,0,0.283,14
6,1,0.297,"FiveGo","Go","Go_FiveGo",0.209287396250442,135,2.47275644931721,0,37
6,1,0.364,"FiveGo","Go","Go_FiveGo",0.223721009784956,136,2.56110138364906,0.297,38
6,1,0.328,"FiveGo","Go","Go_FiveGo",0.238154623319469,137,2.51587384371168,0.364,39
6,1,0.315,"FiveGo","Go","Go_FiveGo",0.252588236853982,138,2.4983105537896,0.328,40
6,1,0.317,"FiveGo","Go","Go_FiveGo",0.267021850388496,139,2.50105926221775,0.315,41
6,0,0.265,"FiveGo","NoGo","NoGo_FiveGo",0.281455463923009,140,2.42324587393681,0.317,42
6,1,0.244,"SevenGo","Go","Go_SevenGo",0.295889077457522,141,2.38738982633873,0.265,57
6,1,0.296,"SevenGo","Go","Go_SevenGo",0.310322690992035,142,2.47129171105894,0.244,58
6,1,0.338,"SevenGo","Go","Go_SevenGo",0.324756304526549,143,2.52891670027765,0.296,59
6,1,0.341,"SevenGo","Go","Go_SevenGo",0.339189918061062,144,2.5327543789925,0.338,60
6,1,0.313,"SevenGo","Go","Go_SevenGo",0.353623531595575,145,2.49554433754645,0.341,61
6,1,0.308,"SevenGo","Go","Go_SevenGo",0.368057145130088,146,2.48855071650044,0.313,62
6,1,0.319,"SevenGo","Go","Go_SevenGo",0.382490758664602,147,2.50379068305718,0.308,63
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",0.396924372199115,148,0,0.319,64
6,1,0.293,"FiveGo","Go","Go_FiveGo",0.411357985733628,149,2.46686762035411,0,43
6,1,0.385,"FiveGo","Go","Go_FiveGo",0.425791599268141,150,2.5854607295085,0.293,44
6,1,0.347,"FiveGo","Go","Go_FiveGo",0.440225212802655,151,2.54032947479087,0.385,45
6,1,0.35,"FiveGo","Go","Go_FiveGo",0.454658826337168,152,2.54406804435028,0.347,46
6,1,0.346,"FiveGo","Go","Go_FiveGo",0.469092439871681,153,2.53907609879278,0.35,47
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",0.483526053406195,154,0,0.346,48
6,1,0.36,"ThreeGo","Go","Go_ThreeGo",0.497959666940708,155,2.55630250076729,0,29
6,1,0.331,"ThreeGo","Go","Go_ThreeGo",0.512393280475221,156,2.51982799377572,0.36,30
6,1,0.31,"ThreeGo","Go","Go_ThreeGo",0.526826894009734,157,2.49136169383427,0.331,31
6,0,0.282,"ThreeGo","NoGo","NoGo_ThreeGo",0.541260507544248,158,2.45024910831936,0.31,32
6,1,0.301,"OneGo","Go","Go_OneGo",0.555694121078761,159,2.47856649559384,0.282,15
6,1,0,"OneGo","NoGo","NoGo_OneGo",0.570127734613274,160,0,0.301,16
6,1,0.424,"SevenGo","Go","Go_SevenGo",0.584561348147787,161,2.62736585659273,0,65
6,1,0.316,"SevenGo","Go","Go_SevenGo",0.598994961682301,162,2.4996870826184,0.424,66
6,1,0.31,"SevenGo","Go","Go_SevenGo",0.613428575216814,163,2.49136169383427,0.316,67
6,1,0.305,"SevenGo","Go","Go_SevenGo",0.627862188751327,164,2.48429983934679,0.31,68
6,1,0.333,"SevenGo","Go","Go_SevenGo",0.64229580228584,165,2.52244423350632,0.305,69
6,1,0.312,"SevenGo","Go","Go_SevenGo",0.656729415820354,166,2.49415459401844,0.333,70
6,1,0.282,"SevenGo","Go","Go_SevenGo",0.671163029354867,167,2.45024910831936,0.312,71
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",0.68559664288938,168,0,0.282,72
6,1,0.257,"ThreeGo","Go","Go_ThreeGo",0.700030256423894,169,2.40993312333129,0,33
6,1,0.285,"ThreeGo","Go","Go_ThreeGo",0.714463869958407,170,2.45484486000851,0.257,34
6,1,0.303,"ThreeGo","Go","Go_ThreeGo",0.72889748349292,171,2.4814426285023,0.285,35
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",0.743331097027433,172,0,0.303,36
6,1,0.278,"OneGo","Go","Go_OneGo",0.757764710561947,173,2.44404479591808,0,17
6,1,0,"OneGo","NoGo","NoGo_OneGo",0.77219832409646,174,0,0.278,18
6,1,0.276,"FiveGo","Go","Go_FiveGo",0.786631937630973,175,2.44090908206522,0,49
6,1,0.455,"FiveGo","Go","Go_FiveGo",0.801065551165487,176,2.65801139665711,0.276,50
6,1,0.322,"FiveGo","Go","Go_FiveGo",0.8154991647,177,2.50785587169583,0.455,51
6,1,0.334,"FiveGo","Go","Go_FiveGo",0.829932778234513,178,2.52374646681156,0.322,52
6,1,0.449,"FiveGo","Go","Go_FiveGo",0.844366391769026,179,2.65224634100332,0.334,53
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",0.85880000530354,180,0,0.449,54
6,1,0.295,"ThreeGo","Go","Go_ThreeGo",0.873233618838053,181,2.46982201597816,0,37
6,1,0.33,"ThreeGo","Go","Go_ThreeGo",0.887667232372566,182,2.51851393987789,0.295,38
6,1,0.325,"ThreeGo","Go","Go_ThreeGo",0.902100845907079,183,2.51188336097887,0.33,39
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",0.916534459441593,184,0,0.325,40
6,1,0.299,"OneGo","Go","Go_OneGo",0.930968072976106,185,2.47567118832443,0,19
6,1,0,"OneGo","NoGo","NoGo_OneGo",0.945401686510619,186,0,0.299,20
6,1,0.354,"FiveGo","Go","Go_FiveGo",0.959835300045133,187,2.54900326202579,0,55
6,1,0.284,"FiveGo","Go","Go_FiveGo",0.974268913579646,188,2.45331834004704,0.354,56
6,1,0.336,"FiveGo","Go","Go_FiveGo",0.988702527114159,189,2.52633927738984,0.284,57
6,1,0.299,"FiveGo","Go","Go_FiveGo",1.00313614064867,190,2.47567118832443,0.336,58
6,1,0.294,"FiveGo","Go","Go_FiveGo",1.01756975418319,191,2.46834733041216,0.299,59
6,1,0,"FiveGo","NoGo","NoGo_FiveGo",1.0320033677177,192,0,0.294,60
6,1,0.308,"SevenGo","Go","Go_SevenGo",1.04643698125221,193,2.48855071650044,0,73
6,1,0.303,"SevenGo","Go","Go_SevenGo",1.06087059478673,194,2.4814426285023,0.308,74
6,1,0.307,"SevenGo","Go","Go_SevenGo",1.07530420832124,195,2.48713837547719,0.303,75
6,1,0.397,"SevenGo","Go","Go_SevenGo",1.08973782185575,196,2.59879050676312,0.307,76
6,1,0.281,"SevenGo","Go","Go_SevenGo",1.10417143539027,197,2.44870631990508,0.397,77
6,1,0.292,"SevenGo","Go","Go_SevenGo",1.11860504892478,198,2.46538285144842,0.281,78
6,1,0.303,"SevenGo","Go","Go_SevenGo",1.13303866245929,199,2.4814426285023,0.292,79
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.1474722759938,200,0,0.303,80
6,1,0.325,"OneGo","Go","Go_OneGo",1.16190588952832,201,2.51188336097887,0,21
6,1,0,"OneGo","NoGo","NoGo_OneGo",1.17633950306283,202,0,0.325,22
6,1,0.324,"ThreeGo","Go","Go_ThreeGo",1.19077311659734,203,2.51054501020661,0,41
6,1,0.254,"ThreeGo","Go","Go_ThreeGo",1.20520673013186,204,2.40483371661994,0.324,42
6,1,0.29,"ThreeGo","Go","Go_ThreeGo",1.21964034366637,205,2.46239799789896,0.254,43
6,1,0,"ThreeGo","NoGo","NoGo_ThreeGo",1.23407395720088,206,0,0.29,44
6,1,0.272,"SevenGo","Go","Go_SevenGo",1.2485075707354,207,2.4345689040342,0,81
6,1,0.291,"SevenGo","Go","Go_SevenGo",1.26294118426991,208,2.46389298898591,0.272,82
6,1,0.35,"SevenGo","Go","Go_SevenGo",1.27737479780442,209,2.54406804435028,0.291,83
6,1,0.305,"SevenGo","Go","Go_SevenGo",1.29180841133894,210,2.48429983934679,0.35,84
6,1,0.325,"SevenGo","Go","Go_SevenGo",1.30624202487345,211,2.51188336097887,0.305,85
6,1,0.335,"SevenGo","Go","Go_SevenGo",1.32067563840796,212,2.52504480703685,0.325,86
6,1,0.275,"SevenGo","Go","Go_SevenGo",1.33510925194248,213,2.43933269383026,0.335,87
6,1,0,"SevenGo","NoGo","NoGo_SevenGo",1.34954286547699,214,0,0.275,88
6,1,0.289,"FiveGo","Go","Go_FiveGo",1.3639764790115,215,2.46089784275655,0,61
