1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	1.366	4	2	-1.61500423500076	1	3.13545069934551	.
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	0.757	5	2	-1.56689772587308	2	2.87909587950007	1.366
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	1.028	3	1	-1.5187912167454	3	3.01199311465926	0.757
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	0.9	5	2	-1.47068470761772	4	2.95424250943932	1.028
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	.	2	1	-1.42257819849003	5	.	0.9
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	1.282	5	2	-1.37447168936235	6	3.1078880251828	1.739
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	.	1	1	-1.32636518023467	7	.	1.282
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	0.952	5	2	-1.27825867110699	8	2.97863694838447	1.729
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	1.063	5	2	-1.2301521619793	9	3.0265332645233	0.952
1	58.2926829268293	40.625	40.5714285714286	42.6923076923077	47.5	46.7741935483871	37.2972972972973	38.5294117647059	46.3414634146341	39.6551724137931	38.4615384615385	63.9130434782609	57.027027027027	44.6666666666667	43.3333333333333	53	45	62	52	44	52	38	59	38	51	46	1	0.982	3	1	-1.18204565285162	10	2.99211148778695	1.063
