,Subject,FlankAcc,C_I_B1MeanRT,C_I_B2MeanRT,I_I_B1MeanRT,I_I_B2MeanRT,C_C_B1MeanRT,C_C_B2MeanRT,I_C_B1MeanRT,I_C_B2MeanRT,C_I_MeanRT,C_C_MeanRT,I_C_MeanRT,I_I_MeanRT,C_MeanRT,I_MeanRT,C_I_Parcel1,C_I_Parcel2,I_I_Parcel1,I_I_Parcel2,C_C_Parcel1,C_C_Parcel2,I_C_Parcel1,I_C_Parcel2,totalError,C_I_Error,C_C_Error,I_C_Error,I_I_Error,I_Error,C_Error,C_flankerControl,I_flankerControl,flankerControl,I_Error_Resid,I_MeanRT_Resid,T_MeanGoRT_5,T_MeanGoRT_1,T_MeanGoRT_7,T_MeanGoRT_3,T_MeanGoRT,MeanGoRT_5,MeanGoRT_1,MeanGoRT_7,MeanGoRT_3,MeanGoRT,sumFalseAlarms_5,sumFalseAlarms_1,sumFalseAlarms_7,sumFalseAlarms_3,sumFalseAlarms,sumMisses_5,sumMisses_1,sumMisses_7,sumMisses_3,sumMisses,faresid,RP_Nfam0_RT,RP_Nfam1_RT,RP_Nfam1RI_RT,RP_Nfam2_RT,RP_Y_RT,RP_N_RT,RP_familiar_RT,RP_RT,RP_Nfam0_ACC,RP_Nfam1_ACC,RP_Nfam1RI_ACC,RP_Nfam2_ACC,RP_Y_ACC,RP_N_ACC,RP_ACC,RP_Nfam0_SUM,RP_Nfam1_SUM,RP_Nfam1RI_SUM,RP_Nfam2_SUM,RP_Y_SUM,RP_N_SUM,RP_familiar_SUM,RP_SUM,RP_Familiar_ACC,RP_Familiar_RTResid,MPS_wbR,MPS_spR,MPS_acR,MPS_scR,MPS_srR,MPS_alR,MPS_agR,MPS_clR,MPS_haR,MPS_tdR,MPS_abR,MPS_PER,MPS_NER,MPS_COR,MPS_PGR,MPS_PCR,MPS_NGR,MPS_NLR,MPS_uvR,MPS_vrR,MPS_trR,MPS_wbT,MPS_spT,MPS_acT,MPS_scT,MPS_srT,MPS_alT,MPS_agT,MPS_clT,MPS_haT,MPS_tdT,MPS_abT,MPS_PET,MPS_NET,MPS_COT,MPS_PGT,MPS_PCT,MPS_NGT,MPS_NLT,MPS_uvT,MPS_vrT,MPS_trT,MPS_inv,VRIN,TRIN,DRIN,RV,DEV,II,NEGTEMP,MISTRUST,MANIP,AGG,SELFHARM,ECCPERC,DEPEN,POSTEMP,EXHIB,ENTITL,DETACH,DISINH,IMPUL,PROPER,HDWK,DISINHP,LOSLFEST,SUICPRON,BACKDEV,Z_VRIN,Z_TRIN,Z_DRIN,Z_RareVirtues,Z_Deviance,Z_InvalidityIndex,Z_BackDeviance,Z_NegativeTemperament,Z_Mistrust,Z_Manipulativeness,Z_Aggression,Z_SelfHarm,Z_EccentricPerceptions,Z_Dependency,Z_PositiveTemperament,Z_Exhibitionism,Z_Entitlement,Z_Detachment,Z_Disinhibition,Z_Impulsivity,Z_Propriety,Z_Workaholism,Z_LowSelfEsteem,Z_SuicideProneness,T_VRIN,T_TRIN,T_DRIN,T_RareVirtues,T_Deviance,T_InvalidityIndex,T_BackDeviance,T_NegativeTemperament,T_Mistrust,T_Manipulativeness,T_Aggression,T_SelfHarm,T_EccentricPerceptions,T_Dependency,T_PositiveTemperament,T_Exhibitionism,T_Entitlement,T_Detachment,T_Disinhibition,T_Impulsivity,T_Propriety,T_Workaholism,T_LowSelfEsteem,T_SuicideProneness,k10Total,Time_Submitted,ATQ_ActControl,ATQ_AttControl,ATQ_AttFocusing,ATQ_AttShifting,ATQ_AttPunishment,ATQ_AttReward,ATQ_InhibControl,ATQ_ECTotal,staitotal,invalid,zk10,zstai,zcurrsx,anger_hits,fear_hits,happy_hits,neutral_hits,anger_alarms,fear_alarms,happy_alarms,neutral_alarms,angfear_hits,angfear_FAs,fearang_hits,fearang_FAs,anger_pctinac,fear_pctinac,happy_pctinac,neutral_pctinac,total_pctinac,madeup,forgetList,forget_total,forget_postotal,forget_negtotal,forget_neutotal,forget_posAtotal,forget_negAtotal,forget_neuAtotal,forget_posNAtotal,forget_negNAtotal,forget_neuNAtotal,control_total,control_postotal,control_negtotal,control_neutotal,control_posAtotal,control_negAtotal,control_neuAtotal,control_posNAtotal,control_negNAtotal,control_neuNAtotal,forget_negtotal_resid,forget_postotal_resid,df_fn_c_neg,df_fn_c_neu,df_fn_c_pos,df_fn_c_sum,df_fn_f_neg,df_fn_f_neu,df_fn_f_pos,df_fn_f_sum,df_fn_sum,df_fp_neg,df_fp_neu,df_fp_pos,df_fp_sum,AngSad_I_Sad_Inac,AngSad_I_Sad_Acc,AngSad_C_Sad_Inac,AngSad_C_Sad_Acc,AngSad_I_Ang_Inac,AngSad_I_Ang_Acc,AngSad_C_Ang_Inac,AngSad_C_Ang_Acc,HapNeu_I_Hap_Inac,HapNeu_I_Hap_Acc,HapNeu_C_Hap_Inac,HapNeu_C_Hap_Acc,HapNeu_I_Neu_Inac,HapNeu_I_Neu_Acc,HapNeu_C_Neu_Inac,HapNeu_C_Neu_Acc,SadNeu_I_Sad_Inac,SadNeu_I_Sad_Acc,SadNeu_C_Sad_Inac,SadNeu_C_Sad_Acc,SadNeu_I_Neu_Inac,SadNeu_I_Neu_Acc,SadNeu_C_Neu_Inac,SadNeu_C_Neu_Acc,SadHap_I_Sad_Inac,SadHap_I_Sad_Acc,SadHap_C_Sad_Inac,SadHap_C_Sad_Acc,SadHap_I_Hap_Inac,SadHap_I_Hap_Acc,SadHap_C_Hap_Inac,SadHap_C_Hap_Acc,AngNeu_I_Ang_Acc,AngNeu_C_Ang_Acc,AngNeu_I_Neu_Acc,AngNeu_C_Neu_Acc,AngHap_I_Ang_Acc,AngHap_C_Ang_Acc,AngHap_I_Hap_Acc,AngHap_C_Hap_Acc,AngNeu_I_Ang_Inac,AngNeu_C_Ang_Inac,AngNeu_I_Neu_Inac,AngNeu_C_Neu_Inac,AngHap_I_Ang_Inac,AngHap_C_Ang_Inac,AngHap_I_Hap_Inac,AngHap_C_Hap_Inac,AngSad_I_Sad_PctInaccurate,AngSad_C_Sad_PctInaccurate,AngSad_I_Ang_PctInaccurate,AngSad_C_Ang_PctInaccurate,AngSad_C_PctInaccurate,AngSad_I_PctInaccurate,AngSad_Sad_PctInaccurate,AngSad_Ang_PctInaccurate,AngSad_PctInaccurate,HapNeu_I_Neu_PctInaccurate,HapNeu_C_Neu_PctInaccurate,HapNeu_I_Hap_PctInaccurate,HapNeu_C_Hap_PctInaccurate,HapNeu_C_PctInaccurate,HapNeu_I_PctInaccurate,HapNeu_Neu_PctInaccurate,HapNeu_Hap_PctInaccurate,HapNeu_PctInaccurate,SadNeu_I_Neu_PctInaccurate,SadNeu_C_Neu_PctInaccurate,SadNeu_I_Sad_PctInaccurate,SadNeu_C_Sad_PctInaccurate,SadNeu_C_PctInaccurate,SadNeu_I_PctInaccurate,SadNeu_Neu_PctInaccurate,SadNeu_Sad_PctInaccurate,SadNeu_PctInaccurate,SadHap_I_Hap_PctInaccurate,SadHap_C_Hap_PctInaccurate,SadHap_I_Sad_PctInaccurate,SadHap_C_Sad_PctInaccurate,SadHap_C_PctInaccurate,SadHap_I_PctInaccurate,SadHap_Hap_PctInaccurate,SadHap_Sad_PctInaccurate,SadHap_PctInaccurate,AngNeu_I_Neu_PctInaccurate,AngNeu_C_Neu_PctInaccurate,AngNeu_I_Ang_PctInaccurate,AngNeu_C_Ang_PctInaccurate,AngNeu_C_PctInaccurate,AngNeu_I_PctInaccurate,AngNeu_Neu_PctInaccurate,AngNeu_Ang_PctInaccurate,AngNeu_PctInaccurate,AngHap_I_Hap_PctInaccurate,AngHap_C_Hap_PctInaccurate,AngHap_I_Ang_PctInaccurate,AngHap_C_Ang_PctInaccurate,AngHap_C_PctInaccurate,AngHap_I_PctInaccurate,AngHap_Hap_PctInaccurate,AngHap_Ang_PctInaccurate,AngHap_PctInaccurate,Ang_PctInaccurate,Ang_I_PctInaccurate,Ang_C_PctInaccurate,Hap_PctInaccurate,Hap_I_PctInaccurate,Hap_C_PctInaccurate,Neu_PctInaccurate,Neu_I_PctInaccurate,Neu_C_PctInaccurate,Sad_PctInaccurate,Sad_I_PctInaccurate,Sad_C_PctInaccurate,PctInaccurate,I_PctInaccurate,C_PctInaccurate,sadresid,angresid,hapresid,neuresid,X_NAME_,C_AngHap_Ang,C_AngHap_Hap,C_AngNeu_Ang,C_AngNeu_Neu,C_AngSad_Ang,C_AngSad_Sad,C_HapNeu_Hap,C_HapNeu_Neu,C_SadHap_Hap,C_SadHap_Sad,C_SadNeu_Neu,C_SadNeu_Sad,I_AngHap_Ang,I_AngHap_Hap,I_AngNeu_Ang,I_AngNeu_Neu,I_AngSad_Ang,I_AngSad_Sad,I_HapNeu_Hap,I_HapNeu_Neu,I_SadHap_Hap,I_SadHap_Sad,I_SadNeu_Neu,I_SadNeu_Sad,AngHap_Ang_Diff,AngHap_Hap_Diff,AngNeu_Ang_Diff,AngNeu_Neu_Diff,AngSad_Sad_Diff,AngSad_Ang_Diff,HapNeu_Hap_Diff,HapNeu_Neu_Diff,SadHap_Sad_Diff,SadHap_Hap_Diff,SadNeu_Sad_Diff,SadNeu_Neu_Diff,I_Ang,C_Ang,I_Sad,C_Sad
1,1,0.9875,433.9609705,413.5621307,429.3660287,422.9246385,416.5032999,419.2596479,410.343759,395.0154253,423.5160631,417.8769287,402.2008922,426.1795552,413.188341,425.366857,0,0,0,1,0,0,1,0,2,0,0,1,1,1,1,5.639134446,23.97866305,12.17851595,-0.58739907,-4.65680722,372.2554783,397.1402581,402.6199907,434.8293701,401.7112743,372.2554783,397.1402581,402.6199907,434.8293701,401.7112743,3,3,2,2,10,1,0,0,0,1,0.211165049,1007.62238,1184.286363,1063.720935,1032.098954,1015.060792,1071.932158,1108.192659,1043.496475,0.888888889,1,0.777777778,1,0.833333333,0.916666667,0.875,1,0,2,0,6,3,0,9,1,72.18956697,10,2,11,9,3,1,0,11,5,9,4,74,22,84,69,62,29,31,3,2,10,53,45,62,52,44,52,38,59,38,51,46,54,41,48,58,49,36,50,50,47,38,0,4,18,19,7,1,16,10,8,1,0,0,3,3,24,2,4,4,3,1,18,10,3,0,0,1,-0.545454545,0.307692308,0,1.625,-0.714285714,-0.04,-0.238095238,-0.055555556,0.829268293,-0.9375,-0.942857143,-0.730769231,-0.25,-0.322580645,0.946428571,-1.27027027,-1.147058824,-0.365853659,-1.034482759,-1.153846154,1.391304348,0.702702703,-0.533333333,-0.666666667,44.54545455,53.07692308,50,66.25,42.85714286,49.6,47.61904762,49.44444444,58.29268293,40.625,40.57142857,42.69230769,47.5,46.77419355,59.46428571,37.2972973,38.52941176,46.34146341,39.65517241,38.46153846,63.91304348,57.02702703,44.66666667,43.33333333,15,17570.42309,69,63,18,18,14,13,53,185,36,0,-0.897518796,-0.015609321,-0.456564058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,2,2,0,1,0,0,1,2,0,8,4,3,1,2,3,1,2,0,0,-0.004906654,0.251177394,4,2,3,9,2,3,3,8,17,1,1,0,2,2,10,2,10,2,10,2,10,1,11,0,12,0,12,0,12,0,12,1,11,0,12,0,12,1,11,1,11,0,12,1,11,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.083333333,0,0,0.041666667,0,0.041666667,0.020833333,0,0,0,0.083333333,0.041666667,0,0,0.041666667,0.020833333,0,0.083333333,0.083333333,0.083333333,0.083333333,0.041666667,0.041666667,0.083333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0.027777778,0.027777778,0.027777778,0,0,0,0.097222222,0.083333333,0.111111111,0.045138889,0.041666667,0.048611111,-0.026023484,-0.029858333,-0.018824602,-0.030978048,harmean,663.7955096,767.5175701,765.9607384,782.8611528,872.6258646,709.8962003,655.6632331,672.4080121,747.9737994,796.0534113,634.3311325,668.5642578,761.6860506,759.1646164,765.8973284,803.9549708,788.3846243,907.2525713,665.4197979,644.4017845,771.0086113,914.2120149,622.4459371,632.799007,97.89054106,-8.352953678,-0.063409998,21.09381803,197.3563711,-84.24124028,9.75656487,-28.0062276,118.1586036,118.1586036,-35.76525077,-11.88519544,771.9893345,767.4607042,818.0878644,724.8379565
2,3,0.95,410.7475966,353.7575193,386.9673161,376.7943061,374.1488206,319.3991746,370.6079981,348.400644,380.1283937,345.1083242,359.161372,381.8130608,349.2599078,381.2794497,0,0,2,2,0,1,0,0,5,0,1,0,4,4,1,35.02006943,22.65168878,32.0195419,0.650403718,14.24989997,321.5497659,308.8912117,325.7784151,325.3025172,320.3804775,323.8756539,323.9757052,325.7784151,329.2835432,325.7283294,2,5,5,1,13,0,0,0,0,0,2.277305825,538.3842422,556.4880205,595.3705515,571.1156229,512.743487,565.3396093,563.8018217,539.0415481,1,1,0.888888889,0.888888889,0.888888889,0.944444444,0.916666667,0,0,1,1,4,2,1,6,0.944444444,-53.81420143,9,2,4,11,4,2,4,10,4,5,8,65,37,69,45,70,50,35,2,5,9,49,45,42,60,47,56,57,54,36,40,57,48,53,40,43,54,54,53,46,65,31,0,7,23,17,1,1,12,10,7,8,2,2,8,4,17,3,10,5,12,5,8,4,5,2,0,0,0.818181818,2.230769231,-1,-0.875,-0.714285714,-0.84,-0.714285714,-0.055555556,0.585365854,1.25,-0.371428571,0.038461538,1.3125,0,-0.303571429,-1,0.617647059,-0.12195122,0.517241379,-0.128205128,-0.782608696,-0.918918919,0.8,-0.666666667,58.18181818,72.30769231,40,41.25,42.85714286,41.6,42.85714286,49.44444444,55.85365854,62.5,46.28571429,50.38461538,63.125,50,46.96428571,40,56.17647059,48.7804878,55.17241379,48.71794872,42.17391304,40.81081081,58,43.33333333,22,17573.38309,53,49,12,17,8,12,45,147,49,0,0.368047276,1.169877534,0.768962405,14,11,9,10,10,13,3,2,5,7,4,8,0.416666667,0.541666667,0.25,0.166666667,0.388888889,0,1,4,1,1,2,1,1,1,0,0,1,11,3,4,4,2,1,2,1,3,2,-1.139839636,-0.726648352,2,2,3,7,1,2,4,7,14,1,1,2,4,2,10,0,12,2,10,2,10,0,12,0,12,1,11,0,12,3,9,1,11,0,12,2,10,2,10,0,12,2,10,1,11,11,12,11,11,12,10,12,10,1,0,1,1,0,2,0,2,0.166666667,0,0.166666667,0.166666667,0.083333333,0.166666667,0.083333333,0.166666667,0.125,0.083333333,0,0,0,0,0.041666667,0.041666667,0,0.020833333,0,0.166666667,0.25,0.083333333,0.125,0.125,0.083333333,0.166666667,0.125,0.166666667,0.083333333,0.166666667,0,0.041666667,0.166666667,0.125,0.083333333,0.104166667,0.083333333,0.083333333,0.083333333,0,0.041666667,0.083333333,0.083333333,0.041666667,0.0625,0,0.166666667,0,0.166666667,0.166666667,0,0.083333333,0.083333333,0.083333333,0.097222222,0.083333333,0.111111111,0.069444444,0.055555556,0.083333333,0.069444444,0.055555556,0.083333333,0.111111111,0.194444444,0.027777778,0.086805556,0.097222222,0.076388889,0.150636895,-0.040983295,-0.036248989,-0.029667265,harmean,476.133835,511.7645355,512.7840614,472.6606359,586.4819941,532.819784,538.3083942,517.4367889,486.0781986,478.684996,469.8824973,508.1616494,441.819489,503.697569,483.9264429,492.9971506,704.9026152,543.0017685,516.6542365,507.7665247,491.3552726,483.5842956,509.2253602,442.6356115,-34.31434603,-8.066966464,-28.85761851,20.33651464,10.18198443,118.4206211,-21.65415765,-9.670264188,4.899299624,4.899299624,-65.52603793,39.34286283,543.5495157,525.1332969,489.7405585,506.5554765
3,4,0.9625,319.5444304,289.5551138,305.2980817,302.4318844,316.0403726,288.3236854,312.069123,306.5776337,304.4632592,301.5464727,309.2990054,303.8582242,303.831117,304.0386969,0,1,1,1,0,0,0,0,3,1,0,0,2,3,0,2.916786456,-5.440781184,0.207579943,0.605168196,-18.22600712,330.956596,303.4265166,323.8434243,309.3733188,316.8999639,330.956596,303.4265166,325.1612606,312.0420556,317.8966072,1,1,0,3,5,0,0,0,0,0,-1.722694175,635.7516807,683.5986357,671.343474,647.1933164,600.2269962,659.4717767,665.3959761,629.8493865,1,1,1,1,0.916666667,1,0.958333333,0,0,0,0,3,0,0,3,1,-39.03583171,5,8,3,9,7,3,6,11,5,4,11,62,50,73,43,66,66,42,2,1,9,38,57,39,52,53,59,63,59,38,37,66,46,61,42,41,52,62,57,46,40,31,0,5,16,21,1,3,17,13,6,8,4,1,11,6,12,11,10,6,14,2,6,3,5,1,0,2,-0.090909091,-0.461538462,1,-0.875,0.238095238,0.16,0.238095238,0.361111111,0.341463415,1.25,0.2,-0.346153846,2.25,0.64516129,-1.196428571,1.162162162,0.617647059,0.12195122,0.862068966,-0.897435897,-1.217391304,-1.189189189,0.133333333,-0.666666667,49.09090909,45.38461538,60,41.25,52.38095238,51.6,52.38095238,53.61111111,53.41463415,62.5,52,46.53846154,72.5,56.4516129,38.03571429,61.62162162,56.17647059,51.2195122,58.62068966,41.02564103,37.82608696,38.10810811,51.33333333,43.33333333,21,17573.48486,53,70,15,20,18,17,58,181,25,0,0.187252123,-1.018713583,-0.41573073,23,34,NA,10,1,2,NA,2,11,1,10,2,0.041666667,0.055555556,NA,0.166666667,0.069444444,1,2,4,0,3,1,0,2,0,0,1,1,6,1,2,3,0,1,0,1,1,3,1.130026328,-1.682299843,0,0,0,0,1,1,1,3,3,5,3,4,12,0,12,2,10,0,12,0,12,0,12,1,11,0,12,0,12,0,12,0,12,0,12,0,12,1,11,0,12,0,12,0,12,11,12,12,12,12,10,12,12,1,0,0,0,0,2,0,0,0,0.166666667,0,0,0.083333333,0,0.083333333,0,0.041666667,0,0,0,0.083333333,0.041666667,0,0,0.041666667,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.041666667,0,0.041666667,0.020833333,0,0,0.083333333,0,0,0.041666667,0,0.041666667,0.020833333,0,0,0,0.166666667,0.083333333,0,0,0.083333333,0.041666667,0.041666667,0.027777778,0.055555556,0.013888889,0,0.027777778,0,0,0,0.041666667,0.027777778,0.055555556,0.024305556,0.013888889,0.034722222,-0.037879527,-0.057636111,-0.04660238,-0.030978048,harmean,597.2506988,499.4167913,808.0028096,733.1145387,588.8618229,608.6434642,713.9930183,672.5118708,513.672286,491.4445729,554.2535923,579.140712,565.6257718,529.2089158,704.8638629,777.4284579,568.3411921,633.8077879,765.6341099,680.5108687,531.8036108,566.1905026,627.8673596,575.7562448,-31.62492697,29.79212452,-103.1389468,44.31391919,25.16432365,-20.5206308,51.64109159,7.99899796,74.74592973,74.74592973,-3.384467142,73.61376728,612.9436089,664.7051104,591.9181785,559.7429164
4,5,1,376.6050238,368.4051075,365.9293974,362.6860698,363.4988017,352.4912987,352.5342405,352.6218455,372.4599397,357.9104365,352.5780376,364.300515,356.2938574,366.7105571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54950316,11.72247742,10.41669975,-1,-7.250140496,325.9079554,344.7280522,331.351041,320.0593854,330.5116085,328.3315478,344.7280522,334.7717939,324.201949,333.0083357,1,1,1,0,3,0,0,0,0,0,-1.722694175,601.0767065,637.7458163,713.351669,672.875972,659.8044935,656.2625409,655.3108942,658.0335172,1,1,0.888888889,0.888888889,0.972222222,0.944444444,0.958333333,0,0,1,1,1,2,1,3,0.944444444,-18.2036466,11,6,3,11,3,0,1,10,2,8,2,73,22,70,50,79,35,25,1,2,9,57,53,39,60,44,43,46,54,29,48,39,53,41,40,46,61,43,43,41,47,31,0,5,17,16,4,2,15,8,0,3,0,0,0,5,20,4,3,1,5,1,13,3,2,0,0,2,-0.090909091,-0.076923077,-1.5,0.375,-0.238095238,-0.24,0.238095238,-0.333333333,-1.12195122,-0.3125,-0.942857143,-0.730769231,-1.1875,0.322580645,0.232142857,-0.72972973,-1.441176471,-1.097560976,-0.689655172,-1.153846154,0.304347826,-1.189189189,-0.533333333,-0.666666667,49.09090909,49.23076923,35,53.75,47.61904762,47.6,52.38095238,46.66666667,38.7804878,46.875,40.57142857,42.69230769,38.125,53.22580645,52.32142857,42.7027027,35.58823529,39.02439024,43.10344828,38.46153846,53.04347826,38.10810811,44.66666667,43.33333333,13,17573.66927,59,59,11,13,18,17,57,175,21,0,-1.259109102,-1.383478769,-1.321293935,14,20,NA,21,10,4,NA,3,5,7,NA,NA,0.416666667,0.166666667,NA,0.125,0.236111111,1,1,9,3,4,2,2,1,0,1,3,2,13,6,4,3,3,2,1,3,2,2,1.860160364,1.206828885,3,2,2,7,2,3,0,5,12,0,0,0,0,0,12,0,12,3,9,2,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0.25,0.166666667,0.083333333,0.125,0,0.208333333,0.104166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069444444,0.083333333,0.055555556,0,0,0,0,0,0,0,0,0,0.017361111,0.020833333,0.013888889,-0.021957793,-0.002080556,-0.024001298,-0.030978048,harmean,623.2129156,561.1176834,630.8814984,648.3686964,643.7607855,726.0665171,517.5625242,587.9246408,570.9570236,575.3622636,569.3109135,647.6617247,569.417149,613.800698,623.571969,654.1356938,666.3056868,645.3455961,499.5541342,624.3874958,583.5028754,556.6724159,631.8438379,624.1425778,-53.79576662,52.68301461,-7.309529361,5.766997402,-80.72092092,22.54490131,-18.00839003,36.46285496,-18.68984769,-18.68984769,-23.51914691,62.53292442,619.7649349,632.6183998,608.7201966,649.6968351
5,6,0.9875,378.5618345,370.7887352,389.0967349,369.3120222,370.8188059,377.5982822,397.2974131,332.8134453,374.4660831,374.1778384,362.2077917,378.9463153,370.5045682,377.6309199,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.28824477,16.73852361,7.126351755,-0.464943935,-10.3327979,317.2767235,292.0685725,306.9392195,310.6392467,306.7309405,317.2767235,292.0685725,309.974518,313.6540074,308.2434553,2,1,1,1,5,0,0,0,0,0,-1.722694175,657.8989659,746.7588069,703.0565775,675.6224951,658.7726819,695.8342113,711.190651,677.3034466,1,1,0.888888889,1,0.888888889,0.972222222,0.930555556,0,0,1,0,4,1,0,5,1,-12.98835339,11,2,8,11,8,1,1,10,4,6,9,75,34,72,60,72,42,38,2,3,12,57,45,53,60,56,52,46,54,36,42,60,54,51,41,52,56,48,55,46,53,51,0,6,18,20,6,3,20,14,1,1,1,0,7,5,21,5,1,1,4,4,11,7,2,0,0,0,0.363636364,0.307692308,0.5,1.208333333,0.238095238,0.76,-0.714285714,0.5,-0.87804878,-0.9375,-0.657142857,-0.730769231,1,0.322580645,0.410714286,-0.459459459,-2.029411765,-1.097560976,-0.862068966,-0.384615385,-0.130434783,-0.108108108,-0.533333333,-0.666666667,53.63636364,53.07692308,55,62.08333333,52.38095238,57.6,42.85714286,55,41.2195122,40.625,43.42857143,42.69230769,60,53.22580645,54.10714286,45.40540541,29.70588235,39.02439024,41.37931034,46.15384615,48.69565217,48.91891892,44.66666667,43.33333333,17,17574.40262,70,44,8,17,6,13,61,175,32,0,-0.53592849,-0.380374507,-0.458151498,9,23,11,24,3,1,1,0,9,3,NA,NA,0.25,0.041666667,0.083333333,0,0.069444444,0,2,12,4,7,1,2,3,0,2,4,1,12,4,4,4,2,1,0,2,3,4,4.860160364,2.251177394,0,1,2,3,0,0,0,0,3,1,1,1,3,0,12,2,10,0,12,3,9,1,11,0,12,1,11,1,11,0,12,0,12,0,12,0,12,0,12,1,11,0,12,0,12,10,12,12,11,10,11,12,12,2,0,0,1,2,1,0,0,0,0.166666667,0,0.25,0.208333333,0,0.083333333,0.125,0.104166667,0.083333333,0.083333333,0.083333333,0,0.041666667,0.083333333,0.083333333,0.041666667,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.041666667,0,0,0.041666667,0.020833333,0,0.083333333,0.166666667,0,0.041666667,0.083333333,0.041666667,0.083333333,0.0625,0,0,0.166666667,0.083333333,0.041666667,0.083333333,0,0.125,0.0625,0.111111111,0.111111111,0.111111111,0.013888889,0.027777778,0,0.041666667,0.027777778,0.055555556,0.041666667,0,0.083333333,0.052083333,0.041666667,0.0625,-0.087507061,-0.013205517,0.00377648,-0.039363452,harmean,543.8477315,599.2025832,502.125577,520.4436995,510.0314859,504.8677537,439.0360644,463.3630254,586.1453137,517.2203383,456.2106268,486.9631325,553.4949208,620.6305846,479.808631,514.155237,497.3120518,514.7582557,455.025008,484.1842475,493.7463427,545.6304572,457.6066438,455.7988968,9.64718926,21.42800136,-22.31694598,-6.288462565,9.890501992,-12.71943412,15.98894352,20.82122208,28.41011891,28.41011891,-31.16423567,1.396017056,510.2052012,518.6682648,505.3958699,503.0170748
