"","id","task","beta_contrast","MAP","se","CI_low","CI_high","pd","parameter"
"93","92","flanker","intercept",0.874003417341191,0.000769663045459571,0.771443462675133,0.986576086917429,1,"a"
"94","93","flanker","intercept",1.4728048365075,0.0132151820470912,1.07306959949682,2.11365132416929,1,"a"
"95","94","flanker","intercept",1.38102458547906,0.00372852933965661,1.11700484163088,1.67085233986972,1,"a"
"96","95","flanker","intercept",0.970431042993456,0.008738519382318,0.740997325308908,1.54388043102909,1,"a"
"97","96","flanker","intercept",0.799524738565874,0.000817647119068128,0.711091221202741,0.924459340497101,1,"a"
"98","97","flanker","intercept",0.740244056481209,0.00133221616513217,0.616863976222408,0.915376801547117,1,"a"
"99","98","flanker","intercept",0.499074010039536,0.000482659495876453,0.43842287603929,0.570301099601555,1,"a"
"100","99","flanker","intercept",0.68952325540919,0.000579801845638961,0.614798221745954,0.776456151178995,1,"a"
"101","1","flanker","incongruent",7.74709161403019,0.00594187680663104,-1.5891679536938,0.208873646810505,0.9265,"v"
"102","10","flanker","incongruent",8.6770237472022,0.00669108355122504,-1.79672738144026,0.387811235756466,0.8958125,"v"
"103","101","flanker","incongruent",8.41980460495921,0.00800367883523944,-3.22483000136895,-1.0530080843336,0.9999375,"v"
"104","102","flanker","incongruent",6.66107144734217,0.0075224733124501,-3.27528082070919,-1.35071084202018,1,"v"
"105","103","flanker","incongruent",7.36100492590049,0.00608099998658096,-2.26249884896995,-0.460413296195598,0.9978125,"v"
"106","104","flanker","incongruent",6.26336703706612,0.00765066268029623,-2.7433111223867,-0.532354455855855,0.9980625,"v"
"107","105","flanker","incongruent",7.35338268216471,0.00740977631386572,-2.96273534716147,-0.936908465359612,0.999875,"v"
"108","106","flanker","incongruent",9.29174159939644,0.00589060903115039,-1.91474205233302,-0.313833437659117,0.9968125,"v"
"109","107","flanker","incongruent",10.0098745567763,0.00614700948361955,-1.78405478710166,-0.0355227678714958,0.9784375,"v"
"110","108","flanker","incongruent",6.75068386740848,0.00636731487041174,-2.4569837253236,-0.614800373067707,0.999625,"v"
"111","109","flanker","incongruent",8.13475498668427,0.00687389907788128,-2.67355092757042,-0.652125400769002,0.9995,"v"
"112","11","flanker","incongruent",10.3964128714622,0.00604032729750214,-1.32514729741217,0.33613355089952,0.864625,"v"
"113","110","flanker","incongruent",4.32523012895217,0.0050677847881341,-1.72949854132223,-0.277831896661396,0.9960625,"v"
"114","111","flanker","incongruent",10.2722741387392,0.00619434876682944,-1.61607836501037,-0.0914996919075174,0.986625,"v"
"115","112","flanker","incongruent",6.48882078935984,0.00603368704099519,-2.20504535279158,-0.485736223186513,0.9991875,"v"
"116","113","flanker","incongruent",7.92544483220732,0.00584467248914889,-1.7174999901531,0.0863786249329237,0.9596875,"v"
"117","114","flanker","incongruent",11.0506482037609,0.00845715364300142,-2.68406961250349,-0.562198254090717,0.999375,"v"
"118","12","flanker","incongruent",9.11609097644519,0.00752527124748133,-1.36744340091908,1.2361287727838,0.541625,"v"
"119","13","flanker","incongruent",10.4754776087377,0.00713304498391063,-1.35356238175661,0.961710083349041,0.64225,"v"
"120","14","flanker","incongruent",2.21346660471461,0.00632283426134326,-4.17864794480606,-2.62743514824866,1,"v"
"121","15","flanker","incongruent",8.98288072848762,0.00498817706458831,-1.46710025207438,-0.156062537159691,0.99475,"v"
"122","16","flanker","incongruent",6.51075899859536,0.00625280844704332,-2.10659873492372,-0.35069716404968,0.9961875,"v"
"123","17","flanker","incongruent",7.90605879671064,0.00780739076183077,-3.16090633421883,-0.93147152022458,0.9999375,"v"
"124","18","flanker","incongruent",6.64362607406146,0.00585642305122844,-2.22995689044987,-0.505143987417276,0.99925,"v"
"125","19","flanker","incongruent",6.88479998670296,0.00554519707408437,-1.64739976607901,0.0457511581468086,0.96925,"v"
"126","2","flanker","incongruent",5.42422549583127,0.00633778482287293,-2.64352142001145,-0.860275841007787,0.999875,"v"
"127","20","flanker","incongruent",8.373374800857,0.00592636632531922,-1.87835578486946,-0.0468349576364817,0.979125,"v"
"128","21","flanker","incongruent",8.53633525025848,0.00575957280642067,-1.49264847265253,0.187170614953235,0.9283125,"v"
"129","22","flanker","incongruent",7.87952049209477,0.00666854618801849,-2.53586221070596,-0.256851454910642,0.99125,"v"
"130","24","flanker","incongruent",7.12633107853668,0.00708175285943624,-2.60382527641239,-0.3033883365742,0.9934375,"v"
"131","25","flanker","incongruent",8.78817797215893,0.00827925099831204,-3.39330060301278,-0.857043901798779,0.999625,"v"
"132","26","flanker","incongruent",7.13285080904352,0.00695516949760449,-2.68572187010087,-0.659556154552065,0.999625,"v"
"133","27","flanker","incongruent",7.94440368031368,0.00570680228056652,-1.61274288229867,0.126288515351974,0.958125,"v"
"134","28","flanker","incongruent",5.91115421334329,0.0075211866516809,-3.30684024966322,-1.25346964094593,1,"v"
"135","29","flanker","incongruent",7.17037625114258,0.00620463076310234,-2.22511059355733,-0.364764424195814,0.997125,"v"
"136","3","flanker","incongruent",7.05276715674695,0.00688474401688172,-2.80493942042413,-0.869390678514648,0.9998125,"v"
"137","30","flanker","incongruent",8.44495616109703,0.00483654584902622,-0.951616669287332,0.504755182521686,0.73125,"v"
"138","31","flanker","incongruent",8.29938706013342,0.0065586799729991,-2.08511714619135,0.339015189488261,0.9243125,"v"
"139","32","flanker","incongruent",6.17530929221696,0.00537453227411655,-1.7284660874008,-0.0672617045989568,0.9858125,"v"
"140","33","flanker","incongruent",6.88251253928011,0.00712051611780848,-2.58416594892554,-0.691785799737541,0.9995625,"v"
"141","34","flanker","incongruent",7.97734321480921,0.00668177606900673,-2.51058235211746,-0.410261085301355,0.9966875,"v"
"142","35","flanker","incongruent",7.88414355521388,0.00650672590357782,-2.22571763716767,0.0461156309639053,0.9685,"v"
"143","36","flanker","incongruent",4.93643049457596,0.00726927453715223,-1.6996392947593,0.289619926519215,0.908875,"v"
"144","37","flanker","incongruent",7.7859658324148,0.00613288566306798,-1.54041931720866,0.491854567435229,0.850375,"v"
"145","4","flanker","incongruent",9.78448425359917,0.00683424437051999,-2.56114912894107,0.11259576784046,0.9611875,"v"
"146","40","flanker","incongruent",7.44686866245187,0.00604407350354714,-1.99303784120946,-0.0252229770790896,0.9769375,"v"
"147","41","flanker","incongruent",7.40777495160524,0.006474357749172,-2.02666038344446,-0.0496488297927771,0.978625,"v"
"148","42","flanker","incongruent",6.41487453103361,0.00714306889903423,-2.84633948691656,-0.930775309346584,0.999875,"v"
"149","43","flanker","incongruent",7.37220225888307,0.00784701791377426,-3.42389814137004,-1.45548354239915,1,"v"
"150","45","flanker","incongruent",5.66236009163694,0.00579306644629447,-2.34050793668259,-0.79572083021165,1,"v"
"151","46","flanker","incongruent",7.60796322726333,0.00535717704454662,-1.51008756210174,0.135637439656341,0.9459375,"v"
"152","49","flanker","incongruent",6.7365742061029,0.00638314796804477,-2.08241671677584,-0.297857847674741,0.9948125,"v"
"153","5","flanker","incongruent",8.91248779245116,0.00667660659871134,-2.22728495178351,-0.149355799192117,0.9874375,"v"
"154","50","flanker","incongruent",6.92955708188695,0.0061111506597774,-2.03113596436248,-0.0460028890093878,0.9806875,"v"
"155","52","flanker","incongruent",9.04237182149368,0.00661843573823557,-2.32766426619721,-0.541145836043343,0.9993125,"v"
"156","53","flanker","incongruent",7.17466908799751,0.0055510545505511,-1.11638584393264,0.593775497860039,0.715625,"v"
"157","54","flanker","incongruent",8.55573965321968,0.00655881632396218,-1.99135278614926,0.104423263766391,0.960375,"v"
"158","56","flanker","incongruent",6.96073466400472,0.00797575518729654,-3.04615062583907,-0.957319234273116,1,"v"
"159","57","flanker","incongruent",5.88608126885764,0.00613804003961427,-2.08662418053809,-0.315520246522547,0.9940625,"v"
"160","58","flanker","incongruent",6.81445819279822,0.0069298100714573,-2.91944090916787,-1.15210731400131,1,"v"
"161","59","flanker","incongruent",7.82801394341958,0.00707287890886907,-2.6517998668673,-0.508895832135073,0.99775,"v"
"162","6","flanker","incongruent",8.65120040464607,0.00643266097011181,-1.86632710776381,0.0872396677579368,0.9636875,"v"
"163","60","flanker","incongruent",5.87017167912277,0.00768752742911844,-3.28189712501221,-1.1296699404148,1,"v"
"164","61","flanker","incongruent",8.2593659660377,0.00765933495036623,-2.97461955397487,-0.689358080341481,0.9993125,"v"
"165","62","flanker","incongruent",2.26952011835054,0.00565080617123219,-3.35096018292896,-1.86654827390062,1,"v"
"166","63","flanker","incongruent",8.54751847212032,0.00735952481491423,-2.78055809172206,-0.399865032832007,0.996125,"v"
"167","64","flanker","incongruent",8.27007781609628,0.00618804523288584,-1.50798183601436,0.440723358936822,0.8670625,"v"
"168","65","flanker","incongruent",5.34827210550693,0.00466011936443746,-0.91737674356223,0.45048186244181,0.7195625,"v"
"169","66","flanker","incongruent",9.61376004583693,0.00581827159529529,-1.88285933520053,-0.329135056273725,0.9973125,"v"
"170","67","flanker","incongruent",6.82519762906432,0.0071391353258799,-2.76874627532,-0.55814516492452,0.997875,"v"
"171","68","flanker","incongruent",8.70106991357134,0.00661235239035649,-2.19948551887203,-0.138137487211776,0.987625,"v"
"172","69","flanker","incongruent",7.02714422807648,0.00578119025204399,-2.10983404260848,-0.580942308654033,0.9994375,"v"
"173","70","flanker","incongruent",7.74336747880174,0.00671379279300364,-2.2271522112188,-0.025968720009047,0.9793125,"v"
"174","71","flanker","incongruent",6.99755987721517,0.00866683629939936,-3.57989802443506,-1.09967802708613,1,"v"
"175","72","flanker","incongruent",6.92677288141109,0.0055717381778152,-1.43778502373629,0.250102229825938,0.9185,"v"
"176","73","flanker","incongruent",7.88587152227572,0.00651159150224253,-2.09911441200007,-0.0460822499241746,0.9780625,"v"
"177","74","flanker","incongruent",7.46177619502483,0.00796574636592282,-3.44628915985332,-1.17159522665844,1,"v"
"178","75","flanker","incongruent",8.12446345265327,0.0052225502288248,-1.32099223345714,0.107777864807413,0.9570625,"v"
"179","76","flanker","incongruent",7.30486155522682,0.00753249943764278,-3.01818619587087,-0.982422075445228,0.99975,"v"
"180","77","flanker","incongruent",5.69082657184758,0.00623829203733028,-2.23477500691341,-0.407052331736597,0.9979375,"v"
"181","78","flanker","incongruent",7.49910434988983,0.00511579778568793,-0.900991011460195,0.752746695043501,0.568375,"v"
"182","79","flanker","incongruent",8.00480381235371,0.00731263557096153,-2.96669104057951,-0.631247206021293,0.997875,"v"
"183","8","flanker","incongruent",5.97100022827096,0.00501398189146912,-1.56254525753794,-0.0591931687655771,0.98425,"v"
"184","81","flanker","incongruent",8.5874061494261,0.00521214532754113,-1.39155258904026,0.226524219641948,0.9211875,"v"
"185","84","flanker","incongruent",8.67482170012337,0.00770184932730737,-2.75390092461863,-0.403504521803195,0.995625,"v"
"186","86","flanker","incongruent",10.5298063305182,0.00688989336772896,-2.63969064526112,-0.643177863790587,0.9993125,"v"
"187","87","flanker","incongruent",5.40866725764976,0.00609070918697511,-2.10028034274429,-0.392444413132123,0.998,"v"
"188","88","flanker","incongruent",6.58672383669368,0.00709759461288701,-2.7695332392599,-0.764886809194299,0.99975,"v"
"189","89","flanker","incongruent",6.82070035229442,0.00534804181412224,-1.0942086847962,0.447866681431486,0.8079375,"v"
"190","9","flanker","incongruent",8.733833733453,0.00797458893536267,-3.06675793176986,-0.617656633435761,0.9990625,"v"
"191","90","flanker","incongruent",7.6121282866498,0.00549578142073805,-1.99819831860352,-0.674286248616106,0.999875,"v"
"192","91","flanker","incongruent",8.86880467519965,0.00681107649652849,-2.20186823735643,-0.127706267588094,0.9889375,"v"
"193","92","flanker","incongruent",5.33524985512555,0.00640916301323929,-2.30410655825563,-0.555478354314782,0.999375,"v"
"194","93","flanker","incongruent",9.74036643398606,0.00632560490633454,-2.30349854787808,-0.483185234162396,0.9991875,"v"
"195","94","flanker","incongruent",8.55679437242099,0.00588593623058397,-1.80973353773763,-0.13694261412681,0.988625,"v"
"196","95","flanker","incongruent",8.6185491506244,0.00708873349811411,-3.12573083597494,-1.03530991614297,1,"v"
"197","96","flanker","incongruent",6.09146450675624,0.00647417058823737,-2.35783900326119,-0.52509058699164,0.998625,"v"
"198","97","flanker","incongruent",7.92821124864879,0.00714797694554347,-2.56058921547348,-0.336814431473215,0.9943125,"v"
"199","98","flanker","incongruent",5.69829817492382,0.00849318734274476,-3.52218665993793,-1.18953886056239,1,"v"
"200","99","flanker","incongruent",4.5836353389505,0.00773231987292189,-3.66153836069713,-1.68884036901515,1,"v"
"201","1","flanker","congruent",8.47582273255902,0.0229064128146578,7.15919481094678,10.1345595609979,1,"v"
"202","10","flanker","congruent",9.3571316312242,0.0164893532174944,7.96535698690053,11.03706488761,1,"v"
"203","101","flanker","congruent",10.4538320078788,0.0203085871159861,8.79146764663733,12.1003749743903,1,"v"
"204","102","flanker","congruent",8.97451796718267,0.0194998641601288,7.59022982562173,10.5281167182736,1,"v"
"205","103","flanker","congruent",8.71194312333576,0.0208523573344489,7.3201485684756,10.1812052825992,1,"v"
"206","104","flanker","congruent",7.8904178901699,0.0157924951769307,6.46633624544081,9.37725646911186,1,"v"
"207","105","flanker","congruent",9.30248481884091,0.0178576205345044,7.88176744731537,10.8458932082753,1,"v"
"208","106","flanker","congruent",10.3571415121764,0.0293900287991568,8.9211795600343,12.1411668053138,1,"v"
"209","107","flanker","congruent",10.878213121035,0.0387759830716558,9.22882441312526,12.8227427909413,1,"v"
"210","108","flanker","congruent",8.30353483989927,0.0187977994434585,6.94600048610296,9.77234172972946,1,"v"
"211","109","flanker","congruent",9.72788547903101,0.0194569204825726,8.26734894147686,11.4109758090559,1,"v"
"212","11","flanker","congruent",10.8476693068791,0.0467350099296306,8.93245284657902,12.7715613063049,1,"v"
"213","110","flanker","congruent",5.32919523102229,0.0258631387862408,3.95890868285354,6.51495278165061,1,"v"
"214","111","flanker","congruent",11.074609164073,0.0484376029480784,9.41629476768796,13.0175680615497,1,"v"
"215","112","flanker","congruent",7.81302315427251,0.0211712140357457,6.53077454262736,9.28822854739262,1,"v"
"216","113","flanker","congruent",8.71846852890894,0.0226013775282858,7.27684813425325,10.3156485640712,1,"v"
"217","114","flanker","congruent",12.6291365886394,0.0408397450916465,10.6065486965066,14.9544012323595,1,"v"
"218","12","flanker","congruent",9.14894554018859,0.0124826814853402,7.65898786302858,10.7845836257429,1,"v"
"219","13","flanker","congruent",10.6523629558368,0.0273184926201739,8.70523681210161,12.454508709341,1,"v"
"220","14","flanker","congruent",5.64333685388712,0.0256101976226383,4.28186888960005,6.93081839556756,1,"v"
"221","15","flanker","congruent",9.80638367547351,0.0439721762779358,8.31688227812415,11.6583999992832,1,"v"
"222","16","flanker","congruent",7.68740403728391,0.0187007461884526,6.36209989446591,9.04751976570164,1,"v"
"223","17","flanker","congruent",9.84340972725485,0.0176336936536569,8.2968479378742,11.4510187165849,1,"v"
"224","18","flanker","congruent",7.9319133224537,0.0177097472965096,6.73886176450042,9.36339483448874,1,"v"
"225","19","flanker","congruent",7.63075169469941,0.0178853451183519,6.30093181233786,8.94521487228762,1,"v"
"226","2","flanker","congruent",7.13582313162584,0.017499492538524,5.81380858780365,8.46368520627523,1,"v"
"227","20","flanker","congruent",9.36973676718256,0.0232646784334275,7.8025402044101,10.9333455546019,1,"v"
"228","21","flanker","congruent",9.14180933456364,0.0423746353624137,7.5702609863247,10.7610196362432,1,"v"
"229","22","flanker","congruent",9.26545725291259,0.0153223048062112,7.90019509658823,10.8049899375552,1,"v"
"230","24","flanker","congruent",8.55782344546368,0.0133697971385732,7.23112954567822,10.1492864695191,1,"v"
"231","25","flanker","congruent",10.8718296309008,0.0164967499565115,9.33764405942784,12.8470170465691,1,"v"
"232","26","flanker","congruent",8.90369574639016,0.0169695470041116,7.54699140786583,10.5062205674436,1,"v"
"233","27","flanker","congruent",8.70348680085261,0.0197390883009736,7.30821269087928,10.1495515598513,1,"v"
"234","28","flanker","congruent",8.12107180236035,0.0163929609664055,6.75544141610337,9.52517028783424,1,"v"
"235","29","flanker","congruent",8.41899071286095,0.0172862976700867,7.05247181510328,9.78438331430844,1,"v"
"236","3","flanker","congruent",8.88858059926408,0.0184690847149173,7.62597714242889,10.4970228950544,1,"v"
"237","30","flanker","congruent",8.70877227399914,0.0294011320859624,7.42009170593466,10.2864429363465,1,"v"
"238","31","flanker","congruent",9.19546643925398,0.0121309476780805,7.67880756670154,10.6423453489567,1,"v"
"239","32","flanker","congruent",7.0777230281992,0.0181497865432011,5.90479279678406,8.49544671055549,1,"v"
"240","33","flanker","congruent",8.50170936751095,0.0201293233916876,7.13326823261921,9.94579889951364,1,"v"
"241","34","flanker","congruent",9.42485184091465,0.0175152767992213,7.95047384684951,11.0318104779257,1,"v"
"242","35","flanker","congruent",8.95703112658435,0.0140985266006466,7.65876945053768,10.5529891521053,1,"v"
"243","36","flanker","congruent",5.62645554536291,0.0148560355957273,4.33739500219272,6.9013645453857,1,"v"
"244","37","flanker","congruent",8.34487332439168,0.0166560463278097,6.91429289228179,9.8086904353027,1,"v"
"245","4","flanker","congruent",10.9387065744719,0.0138969812655564,9.26646438948757,12.7798283086778,1,"v"
"246","40","flanker","congruent",8.47246878264545,0.0187854347159794,7.12785395670281,9.95977834503144,1,"v"
"247","41","flanker","congruent",8.43752957999473,0.0184580938826296,6.89280898932744,9.87616175763832,1,"v"
"248","42","flanker","congruent",8.29673452033867,0.0167603823555258,6.92902591259325,9.67187847145575,1,"v"
"249","43","flanker","congruent",9.82819379578683,0.0221793479299324,8.33262415787039,11.4211355327194,1,"v"
"250","45","flanker","congruent",7.18917179197879,0.0215473905996941,5.83186063585717,8.4562260658049,1,"v"
"251","46","flanker","congruent",8.27246299057187,0.0249599317227076,6.86084161821473,9.75334633670685,1,"v"
"252","49","flanker","congruent",7.98868213500178,0.0183159382450687,6.61776145123635,9.34959264554366,1,"v"
"253","5","flanker","congruent",10.0821432099895,0.0234256988855943,8.48326964841529,11.7874222213743,1,"v"
"254","50","flanker","congruent",8.04554825183117,0.0149548611349496,6.69354382044744,9.39261096258915,1,"v"
"255","52","flanker","congruent",10.4182799775819,0.0346116433511592,8.60912352997231,12.1548949853164,1,"v"
"256","53","flanker","congruent",7.3955540195068,0.0192763463381615,6.20356378343166,8.8824485533318,1,"v"
