"","id","flanker_a_intercept","flanker_v_incongruent","flanker_v_intercept","flanker_v_prev_rt","flanker_v_trial","go_nogo_a_intercept","go_nogo_a_trials_from_go","go_nogo_v_intercept","go_nogo_v_nogo","recent_probes_a_intercept","recent_probes_v_intercept","recent_probes_v_negative_familiar","recent_probes_v_negative_highly_familiar","recent_probes_v_negative_response_conflict","recent_probes_v_negative_unfamiliar"
"1","1",0.939085312792076,7.74709161403019,8.47582273255902,-7.13099188887116,0.179375546471157,3.33800739069892,-0.00156017557430784,6.59912613006896,-10.3544034363267,1.56688503573799,1.36745770846388,-0.0404429668911652,0.026522521427541,-0.0800877925186114,0.698976633494414
"2","10",0.823157124696537,8.6770237472022,9.3571316312242,-6.68646797039,0.708765687762903,1.48206702180967,-0.0014016406956084,6.0205724829072,-9.88040942900527,1.22503209666257,2.32520577850742,-0.0352878875299226,0.0271680962523166,-0.0738928969940614,0.699491806118618
"3","101",0.903766729519548,8.41980460495921,10.4538320078788,-6.24720104482848,-0.148830701646475,2.52670903110023,0.00104152257137498,7.67836980113659,-9.83939465249334,1.04069970621285,1.8688029867742,-0.0377377845893503,0.0277837150039484,-0.079275414595503,0.699049177048299
"4","102",0.888890049230985,6.66107144734217,8.97451796718267,-6.82376106959636,0.627354903241593,2.46954626217932,0.00471876704317355,7.08750339210393,-9.78828153163964,1.19215560605781,1.97006748345152,-0.0428931114968444,0.0268761973469256,-0.0741766771968146,0.699543976447735
"5","103",1.0217513000273,7.36100492590049,8.71194312333576,-6.3377345933941,0.0431554267927925,1.68926109489717,0.000675688649150771,6.59879525328754,-13.1327202681519,1.38257586473296,2.31072335695931,-0.038967535914988,0.025950006609634,-0.0834836119450736,0.699499056462562
"6","104",0.60287815102128,6.26336703706612,7.8904178901699,-6.77929546641907,-0.111498034576702,2.27632286244397,-0.00553219896238243,7.23243229771485,-10.3404151280986,1.21845104141985,1.23662883748622,-0.0362865174141792,0.0268673739247581,-0.0755377182213477,0.698349273379092
"7","105",0.821894277144779,7.35338268216471,9.30248481884091,-6.75317583229986,-0.347990865139804,2.16104672891182,0.000658917019960873,7.34034081466913,-11.4022961535001,1.62971488138704,1.9941194783497,-0.0396958669287051,0.0277465373396546,-0.0763642653895621,0.695738150640043
"8","106",1.83638112873783,9.29174159939644,10.3571415121764,-6.71515149263559,0.462764661426928,2.98909962559713,0.0151077043267425,6.74485185190938,-8.82450109841917,1.19826229036121,1.76922006730325,-0.0393625666828689,0.0259097764123529,-0.079888265880673,0.698935791795313
"9","107",1.48425214876378,10.0098745567763,10.878213121035,-7.40023904717503,1.26678051539492,2.97120265259854,0.00258793957583596,6.28566554290403,-11.5258821021065,1.17067966221632,1.27748235867655,-0.0401854095566587,0.0259105010210036,-0.0779961752516345,0.69930000599542
"10","108",0.856428115687476,6.75068386740848,8.30353483989927,-6.83893866318231,0.105486878873025,1.40560182997414,0.00409443659509234,6.75003661508752,-13.275348351171,1.30596262859459,2.41992829950864,-0.0401942380128751,0.0274140171299853,-0.0761851433092091,0.700322328189036
