"ANTAGONISM_F","DISINHIBITION_F","subject","AGENTIC_F","AFFILIATIVE_F"
0.599991935923993,0.648994337435485,43,0.0819374751554533,0.881228846013518
-0.552531295573113,0.987702938713344,44,0.267584525305661,0.71865168103924
0.428656399895904,-0.0816562767096461,45,-0.422493812174042,-1.40895329278581
1.3788832498036,1.10890105880055,46,0.57765762156084,0.520364101975298
0.25476332082221,0.451202927610753,47,-0.426453771513983,-0.217396664601218
-1.43266158217572,-0.69585187338469,49,-2.07501988686791,-0.384483655332563
-0.903404048530999,-0.658218956618209,50,-0.607704591503779,-0.933577861495355
-0.797815269713431,0.237268964826061,52,0.11370573279383,0.766029651641479
-0.651836560726124,-0.946167070266779,53,-0.159270995582297,0.120760725427785
-0.362481698751583,0.163501892880761,54,0.586683078655061,-1.9556898303429
0.30372158221916,0.292110472312929,55,-0.178789421844799,-0.116219711271688
-0.493411301391419,0.511121652330778,56,-2.01232082757497,-2.33556021587909
-0.619736464246514,-0.0216277768147573,57,-0.219824735021134,0.20980531963886
0.525816303919093,-0.050070850912647,58,0.709347463413007,-0.256475971733806
0.229118372517901,-1.13220137405166,59,1.0309920238533,0.168735582944705
0.071192055375573,-0.855457019330935,60,-0.589213488340684,-0.451635173050975
-0.234000557506894,-1.46973528586089,61,1.07898369952986,0.997485755098421
0.324745611957959,-0.213270924562688,62,0.192834297445727,-0.359734369489908
-1.28742226652352,0.606594969462245,63,1.06753053295006,0.975210399868406
-1.2397832512914,1.04243978245489,64,-1.22878632888767,0.870219881011434
0.770567151757051,-1.31924324675789,65,0.0629461009962229,-1.40142370589566
0.614707149338848,-0.269323045892871,66,-1.54066043167964,-1.95402500484784
0.770135820681005,1.81580418660939,67,-0.00984919003358775,0.433728762919146
-0.512311729921712,-0.134968248896645,68,-0.143859464913113,-0.0988570596094649
0.0762779571350415,-0.214463354771091,69,0.964350114814763,0.783473108604855
1.01331178239814,-1.35291932968572,70,0.449663932628594,-1.21517071555719
0.713424920435581,0.327502654183426,71,1.10779559927919,0.546566347779102
0.89364360196688,0.738757740670804,72,0.912438960455025,0.474389485691648
-0.745286937047287,0.984961993848024,73,-0.0377072639326796,0.5129980246514
0.517275863605233,-0.311951744102283,74,1.33395358532343,0.753754787997461
0.064274610791539,1.05953515790424,75,1.13214015414049,1.0207717870451
1.32142138058912,-1.82999018508661,76,-0.0630725282127149,-0.985254715406383
-0.16256922793804,-0.153619773443628,77,0.476279096315526,0.75556483233021
-0.48838277934624,0.913055160073205,78,-0.0474633687229092,0.798494702678138
-1.00100543495711,0.347544072966738,79,-0.541780718315992,0.503313309364927
0.350984479818245,0.294178229943269,81,-1.93144154012183,-1.18518685841644
-1.49122233505951,-0.674818497892731,83,0.243297405498077,0.0485786256088177
-0.210929654181819,0.301681872720611,84,0.137951622488883,0.832729503589423
1.26100718501701,-0.758991391448077,86,-0.383389975127959,-0.908956984181234
-0.685932330664874,-0.389967165108068,87,-0.111702153743354,0.189087383054789
1.15289365152867,-1.2531890693099,88,1.27029056106808,0.70592507608104
-0.549022692633075,1.7791557941769,89,0.540926986580511,0.884207516768723
-0.709519476150397,-0.311585213661158,90,0.367318405385005,0.299157365882518
-1.09841176122176,-0.515865564681311,91,1.00365890915677,0.48484195423466
3.3348506512124,1.99453933022784,92,0.359426767000197,-0.834444181629437
-0.523695316592197,-0.150674991157514,93,1.26489040144661,0.993921212234403
-1.32763569010479,-1.56354675232653,94,-0.330873191499488,0.916839792069664
-0.487423663927881,-0.777985459029673,95,1.27589027594967,0.735937680489436
-0.233028940435626,-0.683875480635124,96,0.887013352223602,0.810976681362897
-0.273863545062451,1.09645699494923,97,-0.739148482489123,-0.31385665047154
2.94381434486495,-0.891718298553471,98,-1.83113555196243,-3.17511335611974
0.487977929067015,1.68225254791873,99,-1.64786941677974,-2.11816920956014
-0.74707010009825,-0.749859420250603,101,-1.69451680117581,-0.834963227063577
0.571955745604462,-0.205645068532934,102,0.0640054247082783,-0.486066894803207
-0.576000743318892,1.17663898636983,103,-0.147571959437577,0.941445737939742
-0.48666439769059,1.66663062944738,104,1.37040347257929,1.00446438445587
-0.323516790486396,1.52536153843789,105,-0.708492826816227,0.141051509723307
0.243395466035033,-0.00036364821488593,106,0.488021820502788,0.453743474819134
-1.15517713609544,0.427532458840879,107,-2.09813200808112,0.0498583347228455
0.372584749919452,1.23535020283312,108,0.259126135243112,0.714038308006218
-0.408748494980707,0.2096557594633,109,0.842279529107577,0.0842829168364718
0.80366312712003,-0.525048233886397,110,1.12252039952397,0.736436695442649
-0.08395826594376,0.52091227530303,111,-1.02215985289492,-0.109111643634634
-0.823223241274809,1.05715763551808,112,-0.780238999326438,0.201466058620574
-0.237124892597112,1.15921011676448,113,0.11907883075954,-0.0414767185561147
-0.411924318131926,0.103803010534046,114,0.282707492618665,-1.09800006963498
