"ANTAGONISM_F","DISINHIBITION_F","subject","AGENTIC_F","AFFILIATIVE_F"
-0.967790458129418,-1.32759039550738,1,-0.641019167893128,0.355031433922042
1.15003744857617,-0.238951298574083,2,-0.903679783680189,-2.21659320950842
-0.112839813726819,0.464534032458776,3,-0.793912012653436,0.317855064852322
0.14111793424008,0.52113835775325,4,-0.200371854233077,-0.404012960818528
-1.39093417320545,-0.0620474496919435,5,-0.3135858240418,0.975113588890615
-1.13121520881952,-0.15054608011584,6,-0.600369684525889,1.009495500555
-0.958667194749636,-0.242606433297282,8,1.02121613492354,0.533862689240988
-0.983737909975228,1.27077719427848,9,0.713597628863582,0.872795980940293
1.2705452099488,1.59481073832403,10,-0.666231164624034,0.0563849871232838
-1.14264863833766,-1.33679819416943,11,-1.88483302881852,0.49332764228309
1.02546158726531,0.00659695424193427,12,1.51104888349954,0.666935149303945
0.690523741550769,0.610427992997928,13,0.570424216119155,0.350104677190792
-1.0830512159762,-1.70471103980704,14,-0.160905153699446,0.212782420408977
0.354361018404382,-0.262450341729455,15,0.415621036040948,0.518291973886048
-0.881435863482842,-0.7691657329636,16,-0.782058436348855,0.733805747404945
1.59513095939703,-1.76980534126725,17,-1.79080264515079,-2.69094575972614
1.31796435571911,1.00160324158443,18,0.26412934565662,-0.775560612653908
-0.0991173349533089,-0.854640835917811,19,1.07030864810975,0.472189798187909
-0.313175089841874,-1.39372303155346,20,0.458726888978872,0.387198032704516
-0.367275785545587,-0.244280357077986,21,-0.581388235052834,1.04663428516207
-0.449439180422923,0.197099140394045,22,-0.27218232968303,0.538803623911989
2.57316516924627,-1.37985158148963,24,-0.211735238259515,-2.38880453616871
-1.27167389592907,-1.69880759686917,25,-1.48754043834322,-1.30540533227365
-0.585544312286041,0.547525450840987,26,-0.112748278524137,0.560066206064644
-0.0870739394032347,0.729368289800424,27,0.651554147619251,0.924815938206855
1.30757981282915,-1.08350874195251,28,-0.188541899975146,-1.35896578773941
-0.492851147833946,0.276950439565336,29,1.17572578071934,0.761445594667165
-0.568010088945353,-0.311256293487665,30,0.489739530208531,-0.799266625759766
0.755709734946471,-1.03894951554868,31,0.179982905834383,0.230424681614564
0.94050905851492,0.446332186862186,32,-0.326716249192639,0.604275216934154
-0.159543494045472,0.633788450079502,33,-0.46407660744689,-0.0820008684686982
0.230292950386611,-0.746704270726602,34,1.11070976534542,-0.886541896935412
-0.414924284497358,-0.141782949405851,35,0.986543253146868,0.873854384633024
1.72728620273201,1.06336636814748,36,1.23983426713701,0.487448823945169
0.344134472036191,0.929379079610554,37,-0.868979410027969,-0.831098305731411
-0.233963287757187,-0.27468741084238,40,0.108979583008376,0.247001404745722
-0.650588660099415,-1.04131679015191,41,-0.409879767173695,0.479232086549999
0.85535911314253,0.476837010513382,42,1.37872699225829,0.169285398160495
