     1.511     2.521    -0.009    -0.817    -1.659     2.142     1.989     1.992     0.465     1.074     2.904    -0.694    -0.691     0.585    -1.832     0.446  24
    -1.433    -1.084    -1.197    -1.264    -1.696    -1.149    -1.473    -1.473     0.452    -2.386    -0.605    -1.433    -1.424     0.573    -2.576    -0.333  25
    -1.166    -0.447     1.410    -0.287     0.057    -0.366    -0.632    -0.635     0.449    -1.516     0.248     0.374     0.364     0.598    -0.785     1.557  26
    -0.898    -0.181     0.860     1.563     0.094    -0.141    -0.301    -0.309     0.458    -1.198     0.589     0.894     0.896     0.580    -0.255     2.031  27
     1.511     1.211    -0.801    -1.131    -0.239     1.183     1.253     1.247     0.445     0.378     2.145    -0.726    -0.732     0.580    -1.862     0.424  28
     0.172    -0.223     0.148    -0.322     1.070    -0.542    -0.202    -0.199     0.446    -1.076     0.680     0.170     0.163     0.576    -0.974     1.319  29
    -0.898    -0.223    -0.210    -0.454    -0.029    -0.542    -0.673    -0.664     0.446    -1.557     0.198    -0.366    -0.366     0.566    -1.501     0.738  30
     0.975     1.318    -1.711     0.027    -0.362    -0.159     0.495     0.498     0.460    -0.409     1.410    -0.837    -0.835     0.593    -1.991     0.341  31
     0.708     0.721     0.899    -0.371     1.107     1.152     1.001     0.998     0.449     0.123     1.889     0.530     0.532     0.581    -0.593     1.692  32
     0.708     0.232     1.014    -0.008     0.502    -0.669     0.093     0.100     0.470    -0.820     1.005     0.463     0.460     0.578    -0.665     1.580  33
     0.172     0.119    -1.197    -0.322    -0.276     0.320     0.155     0.166     0.443    -0.746     1.003    -0.610    -0.599     0.577    -1.722     0.503  34
     1.243    -1.084    -0.248    -0.371    -0.190    -0.238     0.091     0.075     0.478    -0.813     1.046    -0.056    -0.052     0.561    -1.149     1.062  35
     1.778     0.533    -0.130     1.151     1.070     2.240     1.873     1.874     0.463     0.957     2.745     0.938     0.934     0.595    -0.271     2.105  36
     0.708    -0.412    -0.724     1.695     1.181     0.654     0.551     0.555     0.453    -0.328     1.438     0.831     0.826     0.633    -0.414     2.043  37
     0.440    -0.370    -0.606    -0.238     0.008    -0.287    -0.087    -0.084     0.447    -0.990     0.807    -0.260    -0.259     0.558    -1.352     0.846  40
    -1.701     0.420    -0.446    -1.264    -0.635    -0.845    -1.039    -1.036     0.460    -1.945    -0.138    -1.096    -1.098     0.564    -2.234    -0.005  41
     1.243     0.645     1.570    -0.454    -0.264     0.849     1.038     1.033     0.445     0.177     1.914     0.472     0.468     0.619    -0.717     1.677  42
     0.172     0.308     0.503     0.620     0.378     0.958     0.644     0.638     0.452    -0.250     1.524     0.592     0.599     0.554    -0.503     1.676  43
    -0.363    -1.008     1.014     0.704     0.378    -0.238    -0.364    -0.363     0.451    -1.256     0.510     0.841     0.851     0.567    -0.258     1.985  44
     0.440     1.205     0.266    -0.189     0.737    -0.208     0.372     0.367     0.459    -0.539     1.269     0.059     0.059     0.564    -1.061     1.169  45
    -0.898     0.119     1.330     1.828    -1.005     2.427     0.903     0.886     0.613    -0.301     2.134     1.151     1.165     0.626    -0.100     2.302  46
     0.172    -0.223    -0.526     0.439     0.502     0.752     0.369     0.373     0.448    -0.507     1.263     0.203     0.219     0.573    -0.962     1.287  47
    -1.433    -1.084    -1.513    -0.817     1.181    -1.149    -1.376    -1.376     0.436    -2.234    -0.510    -0.730    -0.739     0.611    -1.909     0.521  49
    -1.701    -0.482    -0.289    -0.999    -0.795    -0.669    -1.131    -1.133     0.462    -2.058    -0.224    -0.842    -0.846     0.566    -1.960     0.265  50
    -1.701    -0.595     0.580     0.125    -0.672    -0.542    -1.002    -0.986     0.469    -1.933    -0.112     0.001     0.015     0.572    -1.171     1.118  52
     0.440    -0.636    -0.682    -0.999    -0.721    -0.767    -0.435    -0.438     0.456    -1.337     0.448    -0.787    -0.791     0.562    -1.878     0.326  53
     0.708     0.007    -0.880     0.753     0.662    -0.973    -0.145    -0.133     0.479    -1.091     0.790     0.060     0.060     0.588    -1.098     1.185  54
    -0.363     0.527     0.107     1.116    -0.474    -0.062     0.002    -0.013     0.444    -0.848     0.889     0.257     0.256     0.584    -0.884     1.408  55
    -0.363    -0.034     0.937     0.041     1.144    -0.718    -0.382    -0.389     0.445    -1.254     0.488     0.545     0.531     0.574    -0.591     1.671  56
     0.172    -0.671    -0.564    -0.287     0.662    -0.542    -0.333    -0.329     0.450    -1.238     0.542    -0.119    -0.121     0.579    -1.244     1.038  57
     0.708     0.603    -0.408     0.837    -0.758    -0.141     0.349     0.347     0.446    -0.508     1.230    -0.043    -0.039     0.589    -1.177     1.131  58
    -0.631     1.624    -1.315    -0.768     0.131    -0.542    -0.217    -0.220     0.459    -1.106     0.687    -1.103    -1.100     0.571    -2.205     0.024  59
    -0.095     0.981     0.186    -1.264    -0.597    -0.463    -0.105    -0.112     0.447    -0.953     0.783    -0.748    -0.755     0.586    -1.905     0.418  60
    -0.898    -0.707    -0.880    -1.396    -1.573     0.418    -0.489    -0.486     0.481    -1.413     0.423    -1.185    -1.167     0.566    -2.292    -0.108  61
     0.440     1.022    -0.526    -0.322     0.699    -0.159     0.305     0.300     0.450    -0.565     1.188    -0.284    -0.274     0.572    -1.411     0.857  62
    -1.701    -1.084     0.662     0.537     0.786    -0.973    -1.217    -1.214     0.450    -2.120    -0.346     0.538     0.547     0.569    -0.602     1.636  63
    -1.433    -0.896     1.212     0.355     0.909    -1.022    -1.082    -1.084     0.445    -1.948    -0.206     0.704     0.709     0.576    -0.438     1.819  64
    -0.631     0.946    -1.474    -0.552    -0.770     0.752     0.178     0.179     0.470    -0.726     1.091    -1.059    -1.055     0.567    -2.185     0.038  65
     0.440     0.232     0.819    -1.082     0.008     0.976     0.635     0.638     0.449    -0.231     1.512    -0.004    -0.011     0.606    -1.184     1.193  66
    -0.363     0.119     0.857     2.539     0.786     1.183     0.620     0.618     0.487    -0.326     1.572     1.576     1.576     0.614     0.384     2.768  67
    -1.701     0.232     0.541    -0.105    -0.635    -0.718    -0.902    -0.900     0.466    -1.828    -0.002    -0.227    -0.213     0.570    -1.369     0.886  68
     0.708    -0.181    -0.286    -0.866     0.502     0.369     0.348     0.356     0.452    -0.535     1.251    -0.223    -0.238     0.579    -1.319     0.937  69
     0.440     1.205    -0.088    -0.734    -1.659     0.497     0.561     0.555     0.436    -0.282     1.417    -0.786    -0.793     0.571    -1.937     0.333  70
     0.975     0.757    -0.130     1.430    -0.153     0.065     0.642     0.636     0.449    -0.204     1.528     0.459     0.461     0.593    -0.740     1.599  71
     0.975    -0.034     0.225     1.367    -0.511     0.946     0.855     0.847     0.441     0.000     1.728     0.695     0.694     0.591    -0.496     1.846  72
    -0.095    -0.860     0.976     0.571    -0.018    -0.669    -0.439    -0.430     0.442    -1.303     0.429     0.642     0.652     0.567    -0.468     1.760  73
    -0.363     0.420     0.857    -0.057    -1.450     0.418     0.143     0.151     0.442    -0.752     0.981    -0.071    -0.052     0.596    -1.278     1.058  74
    -0.363    -0.819     0.659     0.571     0.464     1.055     0.236     0.235     0.479    -0.676     1.189     0.764     0.754     0.560    -0.344     1.889  75
     1.243     2.787    -1.235    -0.866    -1.412    -0.366     0.770     0.767     0.511    -0.234     1.769    -1.432    -1.430     0.568    -2.543    -0.292  76
     0.172    -0.748    -0.644    -0.105    -0.511     0.242    -0.044    -0.035     0.448    -0.953     0.807    -0.269    -0.267     0.562    -1.350     0.842  77
    -0.898    -1.084     0.659     0.802     0.218     0.272    -0.362    -0.357     0.471    -1.288     0.534     0.731     0.731     0.560    -0.352     1.822  78
    -0.363    -0.783     0.305    -0.503     0.909    -0.845    -0.665    -0.667     0.450    -1.545     0.234     0.122     0.116     0.584    -1.005     1.302  79
    -0.363     0.904     1.174    -0.468     0.699     0.065     0.165     0.173     0.440    -0.693     1.028     0.295     0.292     0.610    -0.890     1.513  81
    -1.433    -1.084    -1.078    -1.082     0.218    -1.149    -1.387    -1.389     0.445    -2.291    -0.529    -0.876    -0.886     0.571    -2.000     0.272  83
     0.172    -0.559    -0.248     0.257     0.823    -0.013    -0.038    -0.030     0.436    -0.902     0.832     0.268     0.265     0.573    -0.848     1.406  84
     0.975     0.981    -0.050     0.257    -1.499     0.879     0.942     0.939     0.441     0.087     1.821    -0.230    -0.232     0.577    -1.362     0.914  86
    -0.095    -0.783     0.899     0.076    -1.412    -1.022    -0.653    -0.649     0.451    -1.548     0.216     0.050     0.054     0.596    -1.150     1.234  87
     0.975     1.548    -0.919    -0.503    -1.289     0.497     0.810     0.807     0.449    -0.039     1.725    -0.923    -0.914     0.573    -2.098     0.195  88
    -0.631    -0.783     0.305     2.407     1.799    -0.414    -0.387    -0.397     0.455    -1.278     0.513     1.468     1.465     0.601     0.276     2.644  89
     0.708    -0.748    -0.012    -0.817    -0.029    -0.845    -0.310    -0.317     0.479    -1.235     0.631    -0.247    -0.250     0.576    -1.347     0.899  90
    -1.166    -1.197    -0.606    -0.189    -1.042    -0.845    -1.155    -1.152     0.450    -2.048    -0.285    -0.575    -0.572     0.560    -1.666     0.506  91
     2.849     2.333     0.778     2.672     0.625     3.259     3.249     3.233     0.472     2.357     4.205     1.757     1.764     0.650     0.473     3.009  92
    -0.363     0.007    -0.130    -0.057    -0.548    -0.845    -0.538    -0.539     0.447    -1.432     0.324    -0.313    -0.326     0.551    -1.406     0.772  93
    -1.701    -0.972    -1.395    -1.264    -1.450    -1.149    -1.556    -1.549     0.459    -2.491    -0.675    -1.497    -1.495     0.569    -2.623    -0.359  94
     0.440    -0.146    -0.960    -0.454    -0.597    -0.973    -0.392    -0.391     0.478    -1.314     0.527    -0.729    -0.717     0.559    -1.868     0.333  95
    -0.631    -0.370    -0.328    -0.950    -0.758     0.193    -0.318    -0.318     0.448    -1.188     0.555    -0.658    -0.650     0.558    -1.775     0.399  96
    -0.095    -0.636     1.097     0.439     1.354     0.193     0.037     0.030     0.454    -0.842     0.951     1.010     1.011     0.567    -0.077     2.133  97
     1.511     2.822    -0.012    -0.685    -0.930     2.701     2.336     2.328     0.475     1.406     3.258    -0.451    -0.444     0.594    -1.660     0.711  98
     0.440     0.338     2.042     0.488     1.317     0.752     0.760     0.752     0.447    -0.112     1.641     1.344     1.346     0.591     0.185     2.513  99
    -0.095    -0.335    -1.513    -0.950     1.021    -0.845    -0.586    -0.589     0.451    -1.459     0.289    -0.769    -0.781     0.597    -1.906     0.416 101
    -0.095     0.344    -0.603     0.439     0.169     0.752     0.388     0.377     0.447    -0.486     1.276     0.012     0.021     0.562    -1.099     1.116 102
    -0.363    -1.197     0.225     0.788     1.033     0.144    -0.245    -0.246     0.450    -1.122     0.622     0.772     0.772     0.568    -0.334     1.912 103
     0.172    -1.084     2.240     2.588    -0.919    -0.767    -0.285    -0.291     0.454    -1.167     0.613     1.746     1.763     0.641     0.410     2.969 104
     0.440    -0.972     0.739     1.514     1.514    -0.141     0.073     0.065     0.441    -0.795     0.945     1.376     1.369     0.568     0.267     2.523 105
     0.708    -0.105    -0.487     1.018    -0.684    -0.032     0.241     0.236     0.457    -0.647     1.152     0.131     0.131     0.589    -1.051     1.279 106
    -1.166    -1.197     0.027    -0.371     0.588    -0.542    -0.934    -0.926     0.441    -1.827    -0.092     0.016     0.010     0.565    -1.098     1.135 107
     0.172     0.568     1.924     0.620     0.625     0.193     0.445     0.438     0.448    -0.417     1.355     1.094     1.090     0.595    -0.077     2.273 108
    -0.095    -0.595     0.541    -1.082     0.304     0.193    -0.100    -0.100     0.438    -0.975     0.735    -0.055    -0.045     0.587    -1.224     1.074 109
     2.046    -0.258    -1.117    -0.322    -0.474     1.074     1.102     1.099     0.477     0.193     2.034    -0.354    -0.354     0.589    -1.509     0.820 110
     0.440     0.456     1.017     0.788     0.255    -0.973    -0.055    -0.057     0.483    -0.999     0.914     0.628     0.635     0.580    -0.528     1.759 111
     0.708    -0.860     0.659     0.125     1.638    -0.845    -0.198    -0.198     0.485    -1.135     0.747     0.776     0.763     0.587    -0.377     1.949 112
     0.708    -0.069    -0.053     1.200     1.514    -0.591     0.104     0.106     0.463    -0.807     1.008     0.807     0.797     0.576    -0.306     1.918 113
    -0.363     0.568    -0.564    -0.685     1.601    -0.669    -0.317    -0.324     0.454    -1.208     0.576    -0.297    -0.301     0.592    -1.428     0.912 114
