    -1.522    -1.024    -0.139    -1.588    -0.074    -1.421    -1.416     0.381    -2.185    -0.662    -0.121    -0.126     0.210    -0.518     0.343   1
    -0.525    -0.758     2.432    -0.003     1.849    -0.572    -0.564     0.370    -1.334     0.162     2.267     2.283     0.264     1.714     2.771   2
    -1.273     0.573     0.094    -1.588    -0.843    -1.151    -1.156     0.377    -1.911    -0.376    -0.010     0.017     0.228    -0.550     0.384   3
     0.721     0.573     0.328     0.314    -0.074     0.598     0.612     0.372    -0.183     1.322     0.238     0.255     0.219    -0.264     0.644   4
    -1.023    -1.290    -0.841    -0.320    -0.843    -0.801    -0.823     0.384    -1.499     0.003    -0.810    -0.803     0.216    -1.253    -0.377   5
    -0.774    -1.822    -0.841    -1.588    -0.843    -0.908    -0.890     0.392    -1.738    -0.173    -0.812    -0.801     0.215    -1.252    -0.357   6
     0.721     1.372    -0.607     0.948    -0.459     0.849     0.834     0.374     0.137     1.622    -0.607    -0.595     0.212    -1.055    -0.193   8
     0.472    -0.225    -0.841     0.948    -0.843     0.575     0.560     0.374    -0.121     1.367    -0.837    -0.825     0.213    -1.272    -0.412   9
    -0.276    -0.491    -0.373     0.631    -0.074    -0.063    -0.087     0.380    -0.778     0.764    -0.344    -0.348     0.214    -0.742     0.108  10
    -1.771    -1.822    -0.373    -1.588    -0.843    -1.639    -1.640     0.380    -2.385    -0.866    -0.400    -0.387     0.212    -0.860     0.008  11
     1.718     0.840    -0.841     1.265    -0.459     1.575     1.587     0.377     0.783     2.321    -0.812    -0.803     0.223    -1.255    -0.338  12
     0.971     0.307    -0.139     0.631    -0.843     0.846     0.868     0.371     0.080     1.573    -0.244    -0.213     0.233    -0.798     0.147  13
    -1.771     0.573     0.094    -0.637    -0.074    -1.305    -1.341     0.430    -2.066    -0.384     0.077     0.081     0.210    -0.354     0.510  14
     0.721    -0.491    -0.607    -0.954    -0.074     0.319     0.369     0.442    -0.646     1.061    -0.548    -0.555     0.221    -0.955    -0.055  15
    -1.023    -0.225    -0.607    -1.588    -0.843    -0.975    -0.973     0.369    -1.715    -0.236    -0.613    -0.596     0.214    -1.081    -0.202  16
    -0.774    -0.491     2.432    -2.222     3.003    -1.175    -1.132     0.445    -2.109    -0.422     2.407     2.388     0.277     1.889     3.008  17
     0.223     0.307     0.328     0.948     1.465     0.344     0.327     0.372    -0.371     1.139     0.421     0.380     0.251     0.040     1.036  18
     1.718     0.307    -0.607     0.948    -0.459     1.467     1.491     0.402     0.627     2.242    -0.614    -0.597     0.214    -1.066    -0.185  19
     0.223     1.372    -0.139    -0.003    -0.843     0.288     0.282     0.362    -0.435     1.016    -0.236    -0.206     0.228    -0.767     0.148  20
    -0.774    -1.290    -0.607    -2.222    -1.228    -1.016    -0.971     0.419    -1.920    -0.318    -0.651    -0.626     0.224    -1.153    -0.254  21
     0.971    -0.491    -0.841     0.631    -0.843     0.856     0.869     0.378     0.066     1.581    -0.848    -0.832     0.215    -1.297    -0.430  22
    -1.771    -0.758     2.899     0.314     2.619    -1.411    -1.448     0.444    -2.184    -0.425     2.767     2.770     0.278     2.206     3.331  24
    -1.771     0.840     1.497    -2.222     1.080    -1.709    -1.702     0.380    -2.473    -0.955     1.407     1.415     0.229     0.939     1.858  25
    -0.026    -0.225    -0.373     0.631    -1.228     0.140     0.112     0.381    -0.576     0.955    -0.477    -0.438     0.244    -1.067    -0.076  26
     0.971    -0.225    -1.074     0.631    -0.843     0.874     0.882     0.372     0.102     1.617    -1.042    -1.031     0.222    -1.505    -0.593  27
     0.223     2.171     0.562    -0.320     2.234     0.202     0.208     0.364    -0.530     0.928     0.707     0.645     0.293     0.298     1.458  28
     1.220     1.106    -0.841     1.265    -0.843     1.249     1.239     0.369     0.518     2.001    -0.853    -0.834     0.213    -1.315    -0.440  29
     0.223    -0.225     0.796     0.948     1.080     0.284     0.278     0.372    -0.444     1.053     0.770     0.765     0.211     0.374     1.227  30
    -0.774     0.573    -0.139    -0.003    -0.074    -0.479    -0.511     0.394    -1.194     0.373    -0.138    -0.134     0.209    -0.567     0.292  31
    -0.774     0.307    -0.607     0.314    -0.843    -0.398    -0.430     0.406    -1.116     0.489    -0.623    -0.610     0.215    -1.072    -0.207  32
    -0.026     0.840     0.328     0.314    -0.843     0.116     0.101     0.371    -0.600     0.903     0.163     0.197     0.256    -0.494     0.553  33
     0.223     1.372     0.562     0.948     1.849     0.408     0.378     0.384    -0.304     1.224     0.657     0.613     0.260     0.264     1.299  34
     0.223     1.372    -0.841     0.948    -0.843     0.518     0.482     0.394    -0.178     1.379    -0.844    -0.826     0.219    -1.316    -0.424  35
     1.718     0.840    -0.841     0.948    -0.074     1.521     1.541     0.394     0.689     2.272    -0.771    -0.774     0.232    -1.215    -0.236  36
    -0.525    -0.225     1.263    -1.588     0.311    -0.759    -0.727     0.396    -1.599    -0.068     1.108     1.133     0.244     0.548     1.536  37
    -0.276     1.106     0.094    -0.003    -0.843    -0.099    -0.115     0.372    -0.827     0.676    -0.029     0.006     0.235    -0.601     0.367  40
    -1.023     1.106    -0.373    -1.588    -0.459    -0.919    -0.913     0.371    -1.678    -0.168    -0.369    -0.367     0.207    -0.790     0.054  41
     1.968     1.638    -0.373     0.948    -0.074     1.717     1.741     0.392     0.895     2.454    -0.379    -0.372     0.212    -0.818     0.060  42
     0.223    -1.556    -0.841    -0.003    -0.843     0.115     0.136     0.375    -0.709     0.829    -0.829    -0.817     0.218    -1.274    -0.404  43
    -0.276    -0.491    -0.841     0.948    -0.459     0.032    -0.008     0.404    -0.672     0.918    -0.788    -0.785     0.222    -1.219    -0.304  44
    -0.276     0.041     1.497    -0.637     1.465    -0.414    -0.390     0.371    -1.180     0.315     1.425     1.426     0.226     0.994     1.913  45
     0.721    -0.225    -0.607     0.631    -0.459     0.663     0.674     0.371    -0.089     1.384    -0.604    -0.594     0.210    -1.039    -0.172  46
    -1.273     0.041     0.094    -0.320     0.695    -0.956    -0.987     0.402    -1.688    -0.086     0.154     0.131     0.224    -0.227     0.666  47
    -1.522    -1.822     0.796    -1.905    -0.459    -1.600    -1.587     0.391    -2.391    -0.857     0.638     0.666     0.245     0.036     1.041  49
    -1.273    -0.225     0.796     0.948     1.080    -0.757    -0.817     0.472    -1.548     0.274     0.791     0.777     0.223     0.384     1.294  50
    -0.276    -1.024    -0.841     0.314    -0.459    -0.128    -0.145     0.375    -0.845     0.648    -0.785    -0.783     0.220    -1.208    -0.312  52
    -0.774     0.307     0.094     0.314    -0.459    -0.439    -0.480     0.404    -1.163     0.429     0.018     0.034     0.217    -0.470     0.418  53
     0.971     1.106     2.198    -0.003     1.849     0.614     0.650     0.410    -0.277     1.337     2.047     2.063     0.250     1.512     2.547  54
     0.223     0.041    -0.139    -0.320     0.311     0.104     0.125     0.370    -0.668     0.794    -0.109    -0.114     0.214    -0.515     0.367  55
    -1.771    -1.024     1.964    -1.588     3.003    -1.762    -1.754     0.384    -2.539    -1.029     2.027     1.985     0.302     1.525     2.765  56
     0.223    -1.556    -0.139     0.631    -0.459     0.196     0.202     0.368    -0.577     0.929    -0.193    -0.175     0.213    -0.652     0.213  57
     0.472     0.573     0.094     0.631     0.695     0.508     0.501     0.374    -0.229     1.273     0.128     0.117     0.221    -0.266     0.642  58
     1.968     1.372    -0.373    -0.003    -0.074     1.511     1.556     0.448     0.541     2.278    -0.375    -0.369     0.212    -0.809     0.082  59
    -1.023     0.307     0.328    -0.320     0.695    -0.774    -0.799     0.386    -1.485     0.063     0.354     0.338     0.217    -0.018     0.852  60
     0.971    -0.225    -1.074     1.265    -0.843     0.995     0.989     0.370     0.267     1.766    -1.050    -1.034     0.219    -1.521    -0.619  61
    -0.525     0.840     0.562    -0.003     0.311    -0.333    -0.354     0.378    -1.044     0.464     0.500     0.511     0.215     0.036     0.919  62
     1.469     0.307    -1.074     0.314    -0.843     1.189     1.223     0.402     0.329     1.919    -1.051    -1.040     0.225    -1.517    -0.594  63
    -1.522    -1.556    -0.841    -1.271    -0.843    -1.356    -1.362     0.386    -2.128    -0.571    -0.809    -0.801     0.215    -1.250    -0.371  64
    -0.774     1.638     1.497     0.314     1.465    -0.459    -0.489     0.410    -1.206     0.429     1.430     1.432     0.230     0.979     1.895  65
    -0.026    -1.822     2.198    -0.320     1.080    -0.341    -0.298     0.401    -1.227     0.351     1.977     2.007     0.277     1.346     2.455  66
     0.223    -0.225    -0.373     0.631    -0.843     0.315     0.296     0.364    -0.382     1.076    -0.436    -0.414     0.218    -0.938    -0.044  67
    -0.026     1.106    -0.373    -0.637     0.695    -0.038    -0.033     0.371    -0.823     0.694    -0.260    -0.292     0.241    -0.667     0.307  68
