    -1.522    -1.024    -0.139    -1.588    -0.074    -1.433    -0.111     1.235     1.082     0.919    -1.149    -1.539    -1.527     0.415    -2.378    -0.742    -0.019    -0.038     0.263    -0.513     0.521    -1.465    -1.461     0.447    -2.339    -0.581     1.119     1.123     0.525     0.090     2.137   1
    -0.525    -0.758     2.432    -0.003     1.849     2.046     0.078    -0.148     0.817     0.313     1.662    -0.480    -0.480     0.417    -1.285     0.348     2.176     2.203     0.306     1.544     2.741     1.581     1.591     0.445     0.702     2.427     0.287     0.286     0.548    -0.799     1.390   2
    -1.273     0.573     0.094    -1.588    -0.843     0.440    -0.034    -0.739     0.371    -0.946    -0.190    -0.760    -0.758     0.438    -1.601     0.113    -0.001     0.026     0.275    -0.577     0.515    -0.228    -0.233     0.463    -1.131     0.673    -0.060    -0.056     0.558    -1.132     1.052   3
     0.721     0.573     0.328     0.314    -0.074     0.440     0.043    -1.174     0.950    -1.230     0.418     0.515     0.514     0.408    -0.290     1.300     0.187     0.217     0.267    -0.411     0.661     0.537     0.538     0.419    -0.303     1.369    -0.222    -0.218     0.571    -1.332     0.907   4
    -1.023    -1.290    -0.841    -0.320    -0.843    -0.898    -1.197     0.446     0.901    -1.230    -0.973    -0.778    -0.777     0.409    -1.581     0.000    -0.785    -0.788     0.261    -1.318    -0.254    -1.266    -1.263     0.439    -2.147    -0.395     0.154     0.156     0.554    -0.951     1.229   5
    -0.774    -1.822    -0.841    -1.588    -0.843    -1.433    -0.896    -0.186     0.503     0.067    -0.845    -1.097    -1.090     0.422    -1.921    -0.282    -0.751    -0.762     0.262    -1.265    -0.215    -1.453    -1.454     0.437    -2.318    -0.590    -0.055    -0.048     0.556    -1.149     1.034   6
     0.721     1.372    -0.607     0.948    -0.459    -0.095    -0.972     0.168     0.768    -0.218    -0.718     0.710     0.712     0.415    -0.113     1.521    -0.632    -0.617     0.259    -1.164    -0.120    -0.309    -0.305     0.423    -1.165     0.527     0.474     0.474     0.534    -0.580     1.538   8
     0.472    -0.225    -0.841     0.948    -0.843    -0.898    -0.707    -0.857    -1.381    -1.552    -1.149     0.441     0.441     0.420    -0.380     1.277    -0.927    -0.904     0.272    -1.511    -0.434    -0.624    -0.624     0.455    -1.499     0.263    -1.122    -1.131     0.542    -2.165    -0.076   9
    -0.276    -0.491    -0.373     0.631    -0.074     1.511     0.568    -1.688    -0.474    -1.638     1.662     0.525     0.515     0.462    -0.348     1.471    -0.185    -0.207     0.266    -0.675     0.390     1.224     1.232     0.462     0.307     2.107    -1.441    -1.433     0.556    -2.544    -0.384  10
    -1.771    -1.822    -0.373    -1.588    -0.843    -1.433    -0.636     0.603     1.264     1.166    -1.149    -1.667    -1.662     0.417    -2.499    -0.857    -0.356    -0.352     0.257    -0.887     0.156    -1.681    -1.677     0.453    -2.588    -0.797     0.808     0.812     0.545    -0.267     1.871  11
     1.718     0.840    -0.841     1.265    -0.459     0.708     1.058     0.564    -0.969     0.635     0.624     1.534     1.535     0.412     0.724     2.356    -0.671    -0.700     0.271    -1.172    -0.103     0.886     0.875     0.431     0.059     1.739    -0.340    -0.336     0.567    -1.440     0.750  12
     0.971     0.307    -0.139     0.631    -0.843     1.511    -0.294     0.289     0.057    -0.786     1.438     1.010     1.004     0.407     0.230     1.828    -0.249    -0.227     0.269    -0.830     0.243     1.084     1.078     0.437     0.234     1.931    -0.309    -0.303     0.533    -1.378     0.754  13
    -1.771     0.573     0.094    -0.637    -0.074    -1.701    -0.671     1.749     1.082     1.289    -0.973    -1.276    -1.270     0.424    -2.123    -0.430     0.079     0.087     0.258    -0.471     0.584    -1.498    -1.502     0.431    -2.367    -0.654     1.691     1.693     0.530     0.648     2.766  14
     0.721    -0.491    -0.607    -0.954    -0.074     0.440    -0.223     1.235     0.224     0.104     1.055     0.200     0.208     0.418    -0.631     1.033    -0.368    -0.400     0.282    -0.850     0.241     0.244     0.247     0.466    -0.668     1.145     0.231     0.229     0.553    -0.853     1.322  15
    -1.023    -0.225    -0.607    -1.588    -0.843    -1.433    -0.896     0.603     0.768     0.635    -0.366    -1.019    -1.022     0.408    -1.813    -0.217    -0.565    -0.569     0.255    -1.073    -0.047    -1.339    -1.333     0.443    -2.198    -0.482     0.733     0.733     0.536    -0.302     1.777  16
    -0.774    -0.491     2.432    -2.222     3.003     0.708     3.011     1.551    -0.390     1.783    -0.317    -1.475    -1.474     0.442    -2.356    -0.616     2.580     2.555     0.305     2.024     3.237     0.757     0.751     0.476    -0.154     1.739     1.035     1.035     0.584    -0.116     2.163  17
     0.223     0.307     0.328     0.948     1.465     1.243     0.267    -1.212    -1.367     0.437     1.407     0.626     0.627     0.408    -0.166     1.417     0.532     0.508     0.283     0.023     1.143     1.313     1.309     0.415     0.524     2.160    -0.951    -0.949     0.529    -1.987     0.111  18
     1.718     0.307    -0.607     0.948    -0.459    -0.095    -0.034     0.762     0.140     1.289    -0.287     1.041     1.044     0.427     0.214     1.895    -0.590    -0.588     0.260    -1.117    -0.064     0.064     0.068     0.426    -0.748     0.914     0.354     0.365     0.539    -0.711     1.408  19
     0.223     1.372    -0.139    -0.003    -0.843     0.708    -1.197     1.315     0.901     1.536     0.065     0.314     0.316     0.418    -0.511     1.148    -0.274    -0.243     0.270    -0.871     0.198    -0.054    -0.052     0.453    -0.954     0.823     1.179     1.173     0.535     0.116     2.220  20
    -0.774    -1.290    -0.607    -2.222    -1.228    -0.898     0.757    -0.503    -0.041     0.313    -1.149    -1.080    -1.077     0.426    -1.948    -0.254    -0.557    -0.561     0.261    -1.104    -0.033    -1.064    -1.059     0.453    -1.959    -0.158    -0.246    -0.245     0.533    -1.314     0.797  21
     0.971    -0.491    -0.841     0.631    -0.843    -1.166     0.303    -0.541     0.454    -0.341    -0.463     0.509     0.508     0.415    -0.317     1.314    -0.819    -0.815     0.258    -1.341    -0.316    -0.479    -0.481     0.436    -1.322     0.369    -0.272    -0.263     0.536    -1.358     0.789  22
    -1.771    -0.758     2.899     0.314     2.619     1.511     2.521     0.009     0.817     1.659     2.142    -0.984    -0.990     0.460    -1.868    -0.068     2.845     2.842     0.294     2.262     3.443     1.832     1.828     0.468     0.922     2.737     0.663     0.664     0.563    -0.443     1.771  24
    -1.771     0.840     1.497    -2.222     1.080    -1.433    -1.084     1.197     1.264     1.696    -1.149    -1.972    -1.959     0.443    -2.855    -1.142     1.284     1.307     0.285     0.670     1.825    -1.369    -1.362     0.449    -2.263    -0.503     1.981     1.974     0.562     0.893     3.105  25
    -0.026    -0.225    -0.373     0.631    -1.228    -1.166    -0.447    -1.410     0.287    -0.057    -0.366     0.086     0.084     0.404    -0.700     0.889    -0.592    -0.559     0.290    -1.236    -0.105    -0.608    -0.608     0.430    -1.452     0.263    -0.425    -0.419     0.554    -1.521     0.638  26
     0.971    -0.225    -1.074     0.631    -0.843    -0.898    -0.181    -0.860    -1.563    -0.094    -0.141     0.722     0.716     0.413    -0.059     1.522    -1.033    -1.033     0.263    -1.583    -0.509    -0.275    -0.282     0.429    -1.107     0.592    -1.108    -1.112     0.530    -2.132    -0.075  27
     0.223     2.171     0.562    -0.320     2.234     1.511     1.211     0.801     1.131     0.239     1.183     0.389     0.383     0.418    -0.409     1.221     0.998     0.964     0.353     0.438     1.761     1.260     1.261     0.445     0.375     2.151     1.066     1.067     0.531     0.032     2.094  28
     1.220     1.106    -0.841     1.265    -0.843     0.172    -0.223    -0.148     0.322    -1.070    -0.542     1.156     1.154     0.412     0.333     1.969    -0.853    -0.841     0.259    -1.396    -0.349     0.063     0.064     0.441    -0.811     0.901    -0.136    -0.132     0.524    -1.157     0.889  29
     0.223    -0.225     0.796     0.948     1.080    -0.898    -0.223     0.210     0.454     0.029    -0.542    -0.110    -0.096     0.463    -1.044     0.772     0.681     0.701     0.269     0.119     1.189    -0.235    -0.248     0.470    -1.148     0.708     0.421     0.417     0.551    -0.646     1.487  30
    -0.774     0.573    -0.139    -0.003    -0.074     0.975     1.318     1.711    -0.027     0.362    -0.159    -0.083    -0.091     0.438    -0.932     0.791     0.066     0.040     0.270    -0.414     0.637     0.313     0.323     0.453    -0.574     1.168     0.663     0.655     0.572    -0.458     1.777  31
    -0.774     0.307    -0.607     0.314    -0.843     0.708     0.721    -0.899     0.371    -1.107     1.152     0.240     0.236     0.468    -0.642     1.188    -0.473    -0.493     0.271    -0.988     0.099     0.540     0.540     0.470    -0.386     1.459    -0.535    -0.532     0.555    -1.659     0.544  32
    -0.026     0.840     0.328     0.314    -0.843     0.708     0.232    -1.014     0.008    -0.502    -0.669     0.239     0.238     0.404    -0.548     1.031     0.052     0.088     0.304    -0.610     0.554     0.229     0.228     0.419    -0.596     1.026    -0.280    -0.287     0.536    -1.325     0.783  33
     0.223     1.372     0.562     0.948     1.849     0.172     0.119     1.197     0.322     0.276     0.320     0.326     0.324     0.418    -0.486     1.143     0.753     0.732     0.285     0.245     1.373     0.455     0.448     0.437    -0.405     1.319     0.906     0.913     0.536    -0.168     1.963  34
     0.223     1.372    -0.841     0.948    -0.843     1.243    -1.084     0.248     0.371     0.190    -0.238     0.812     0.814     0.414     0.002     1.637    -0.806    -0.803     0.259    -1.335    -0.298     0.175     0.175     0.458    -0.735     1.071     0.254     0.250     0.531    -0.797     1.326  35
     1.718     0.840    -0.841     0.948    -0.074     1.778     0.533     0.130    -1.151    -1.070     2.240     1.757     1.755     0.417     0.946     2.586    -0.565    -0.595     0.293    -1.066     0.066     1.712     1.707     0.453     0.836     2.596    -0.971    -0.973     0.572    -2.101     0.166  36
    -0.525    -0.225     1.263    -1.588     0.311     0.708    -0.412     0.724    -1.695    -1.181     0.654    -0.731    -0.724     0.426    -1.567     0.098     0.987     1.014     0.302     0.334     1.523     0.443     0.441     0.438    -0.411     1.303    -0.417    -0.415     0.598    -1.582     0.762  37
    -0.276     1.106     0.094    -0.003    -0.843     0.440    -0.370     0.606     0.238    -0.008    -0.287     0.054     0.050     0.408    -0.744     0.855    -0.091    -0.064     0.282    -0.693     0.416    -0.060    -0.057     0.420    -0.888     0.755     0.495     0.492     0.534    -0.554     1.543  40
    -1.023     1.106    -0.373    -1.588    -0.459    -1.701     0.420     0.446     1.264     0.635    -0.845    -0.934    -0.933     0.411    -1.744    -0.152    -0.276    -0.287     0.260    -0.784     0.257    -1.285    -1.281     0.437    -2.166    -0.411     1.191     1.180     0.543     0.123     2.279  41
     1.968     1.638    -0.373     0.948    -0.074     1.243     0.645    -1.570     0.454     0.264     0.849     1.654     1.657     0.420     0.834     2.483    -0.301    -0.308     0.263    -0.808     0.242     1.243     1.242     0.434     0.391     2.113    -0.421    -0.431     0.553    -1.499     0.676  42
