    -1.433    -0.111     1.235     1.082     0.919    -1.149    -1.204    -1.205     0.437    -2.055    -0.341     1.262     1.260     0.545     0.180     2.348   1
     2.046     0.078    -0.148     0.817     0.313     1.662     1.600     1.599     0.454     0.704     2.480     0.234     0.237     0.576    -0.942     1.364   2
     0.440    -0.034    -0.739     0.371    -0.946    -0.190     0.121     0.123     0.435    -0.735     0.984    -0.338    -0.339     0.604    -1.520     0.827   3
     0.440     0.043    -1.174     0.950    -1.230     0.418     0.385     0.388     0.432    -0.480     1.236    -0.368    -0.391     0.698    -1.675     1.005   4
    -0.898    -1.197     0.446     0.901    -1.230    -0.973    -1.035    -1.028     0.428    -1.888    -0.192     0.433     0.450     0.587    -0.760     1.547   5
    -1.433    -0.896    -0.186     0.503     0.067    -0.845    -1.161    -1.155     0.440    -2.047    -0.305     0.240     0.248     0.568    -0.879     1.357   6
    -0.095    -0.972     0.168     0.768    -0.218    -0.718    -0.527    -0.515     0.449    -1.435     0.340     0.399     0.399     0.563    -0.723     1.499   8
    -0.898    -0.707    -0.857    -1.381    -1.552    -1.149    -0.954    -0.950     0.435    -1.820    -0.094    -1.202    -1.199     0.563    -2.332    -0.108   9
     1.511     0.568    -1.688    -0.474    -1.638     1.662     1.515     1.518     0.454     0.623     2.430    -1.352    -1.344     0.603    -2.528    -0.178  10
    -1.433    -0.636     0.603     1.264     1.166    -1.149    -1.298    -1.291     0.443    -2.190    -0.417     1.124     1.121     0.560     0.014     2.222  11
     0.708     1.058     0.564    -0.969     0.635     0.624     0.760     0.754     0.433    -0.088     1.617    -0.118    -0.107     0.618    -1.320     1.050  12
     1.511    -0.294     0.289     0.057    -0.786     1.438     1.232     1.237     0.444     0.326     2.091    -0.076    -0.055     0.553    -1.178     0.987  13
    -1.701    -0.671     1.749     1.082     1.289    -0.973    -1.365    -1.366     0.455    -2.270    -0.486     1.557     1.555     0.573     0.399     2.686  14
     0.440    -0.223     1.235     0.224     0.104     1.055     0.575     0.569     0.453    -0.289     1.468     0.602     0.608     0.589    -0.526     1.767  15
    -1.433    -0.896     0.603     0.768     0.635    -0.366    -0.980    -0.977     0.459    -1.856    -0.061     0.797     0.795     0.550    -0.286     1.877  16
     0.708     3.011     1.551    -0.390     1.783    -0.317     0.649     0.642     0.480    -0.292     1.592     0.792     0.793     0.690    -0.501     2.098  17
     1.243     0.267    -1.212    -1.367     0.437     1.407     1.248     1.236     0.441     0.380     2.109    -1.134    -1.146     0.571    -2.226     0.046  18
    -0.095    -0.034     0.762     0.140     1.289    -0.287    -0.202    -0.215     0.419    -1.029     0.623     0.665     0.656     0.563    -0.418     1.770  19
     0.708    -1.197     1.315     0.901     1.536     0.065     0.080     0.085     0.458    -0.830     0.967     1.235     1.220     0.563     0.148     2.368  20
    -0.898     0.757    -0.503    -0.041     0.313    -1.149    -0.752    -0.758     0.452    -1.632     0.158    -0.122    -0.123     0.561    -1.233     1.004  21
    -1.166     0.303    -0.541     0.454    -0.341    -0.463    -0.670    -0.679     0.449    -1.540     0.220    -0.052    -0.053     0.590    -1.206     1.128  22
     1.511     2.521     0.009     0.817     1.659     2.142     1.964     1.957     0.461     1.079     2.881     0.537     0.527     0.579    -0.575     1.689  24
    -1.433    -1.084     1.197     1.264     1.696    -1.149    -1.376    -1.366     0.444    -2.256    -0.504     1.489     1.481     0.545     0.427     2.574  25
    -1.166    -0.447    -1.410     0.287    -0.057    -0.366    -0.735    -0.733     0.444    -1.610     0.140    -0.430    -0.425     0.642    -1.674     0.818  26
    -0.898    -0.181    -0.860    -1.563    -0.094    -0.141    -0.440    -0.446     0.452    -1.318     0.456    -1.032    -1.028     0.568    -2.127     0.093  27
     1.511     1.211     0.801     1.131     0.239     1.183     1.333     1.326     0.450     0.453     2.205     0.791     0.807     0.555    -0.316     1.856  28
     0.172    -0.223    -0.148     0.322    -1.070    -0.542    -0.206    -0.203     0.446    -1.106     0.671    -0.126    -0.122     0.579    -1.288     1.021  29
    -0.898    -0.223     0.210     0.454     0.029    -0.542    -0.687    -0.681     0.439    -1.566     0.162     0.324     0.325     0.548    -0.761     1.418  30
     0.975     1.318     1.711    -0.027     0.362    -0.159     0.545     0.559     0.472    -0.369     1.470     0.751     0.733     0.653    -0.512     2.045  31
     0.708     0.721    -0.899     0.371    -1.107     1.152     0.940     0.933     0.436     0.109     1.813    -0.514    -0.512     0.611    -1.691     0.644  32
     0.708     0.232    -1.014     0.008    -0.502    -0.669     0.082     0.087     0.485    -0.874     1.010    -0.538    -0.539     0.595    -1.717     0.635  33
     0.172     0.119     1.197     0.322     0.276     0.320     0.195     0.199     0.429    -0.645     1.057     0.693     0.698     0.572    -0.447     1.805  34
     1.243    -1.084     0.248     0.371     0.190    -0.238     0.253     0.248     0.497    -0.692     1.228     0.287     0.286     0.544    -0.770     1.358  35
     1.778     0.533     0.130    -1.151    -1.070     2.240     1.851     1.853     0.458     0.960     2.750    -0.783    -0.793     0.614    -1.993     0.393  36
     0.708    -0.412     0.724    -1.695    -1.181     0.654     0.544     0.539     0.437    -0.314     1.402    -0.696    -0.716     0.715    -2.043     0.731  37
     0.440    -0.370     0.606     0.238    -0.008    -0.287     0.002     0.007     0.439    -0.870     0.857     0.368     0.370     0.552    -0.725     1.476  40
    -1.701     0.420     0.446     1.264     0.635    -0.845    -1.093    -1.094     0.465    -2.020    -0.165     0.933     0.935     0.583    -0.240     2.041  41
     1.243     0.645    -1.570     0.454     0.264     0.849     1.034     1.030     0.440     0.172     1.936    -0.512    -0.508     0.662    -1.814     0.773  42
     0.172     0.308    -0.503    -0.620    -0.378     0.958     0.560     0.548     0.450    -0.292     1.466    -0.589    -0.589     0.552    -1.687     0.510  43
    -0.363    -1.008    -1.014    -0.704    -0.378    -0.238    -0.398    -0.397     0.441    -1.286     0.452    -0.777    -0.785     0.548    -1.823     0.326  44
     0.440     1.205    -0.266     0.189    -0.737    -0.208     0.308     0.300     0.435    -0.557     1.179    -0.204    -0.190     0.556    -1.332     0.868  45
    -0.898     0.119    -1.330    -1.828     1.005     2.427     0.702     0.697     0.704    -0.657     2.135    -1.213    -1.245     0.617    -2.372     0.071  46
     0.172    -0.223     0.526    -0.439    -0.502     0.752     0.358     0.358     0.445    -0.522     1.267    -0.074    -0.065     0.572    -1.227     1.020  47
    -1.433    -1.084     1.513     0.817    -1.181    -1.149    -1.337    -1.332     0.437    -2.200    -0.494     0.876     0.890     0.596    -0.357     2.026  49
    -1.701    -0.482     0.289     0.999     0.795    -0.669    -1.164    -1.162     0.470    -2.105    -0.255     0.796     0.796     0.571    -0.320     1.934  50
    -1.701    -0.595    -0.580    -0.125     0.672    -0.542    -1.097    -1.108     0.470    -1.983    -0.161    -0.099    -0.105     0.555    -1.206     0.973  52
     0.440    -0.636     0.682     0.999     0.721    -0.767    -0.273    -0.257     0.477    -1.206     0.646     0.893     0.897     0.549    -0.216     1.964  53
     0.708     0.007     0.880    -0.753    -0.662    -0.973    -0.090    -0.078     0.510    -1.113     0.862    -0.073    -0.086     0.622    -1.258     1.160  54
    -0.363     0.527    -0.107    -1.116     0.474    -0.062    -0.081    -0.081     0.442    -0.944     0.789    -0.423    -0.421     0.586    -1.561     0.730  55
    -0.363    -0.034    -0.937    -0.041    -1.144    -0.718    -0.444    -0.446     0.436    -1.303     0.427    -0.611    -0.606     0.596    -1.774     0.526  56
