date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3	stimulusnumber4	stimulusitem4	stimulusvpos4	stimulushpos4	stimulusonset4	stimulusnumber5	stimulusitem5	stimulusvpos5	stimulushpos5	stimulusonset5	stimulusnumber6	stimulusitem6	stimulusvpos6	stimulushpos6	stimulusonset6	
081707	17:11	1	2.0.61004.5	2	25	incongruent	congruentright	0	0	0	0	1500	1500	23	1	393	0	1	+	50	50	0	1	rightarrow.jpg	50	33.984375	506	1	rightarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	rightarrow.jpg	50	58.0078125	506	1	rightarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	26	incongruent	incongruentleft	0	0	0	0	1500	1500	18	1	409	0	1	+	50	50	0	1	rightarrow.jpg	50	33.984375	506	1	rightarrow.jpg	50	41.9921875	506	1	leftarrow.jpg	50	50	506	1	rightarrow.jpg	50	58.0078125	506	1	rightarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	27	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	447	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	507	1	leftarrow.jpg	50	41.9921875	507	1	rightarrow.jpg	50	50	507	1	leftarrow.jpg	50	58.0078125	507	1	leftarrow.jpg	50	66.015625	507	
081707	17:11	1	2.0.61004.5	2	28	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	441	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	506	1	leftarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	leftarrow.jpg	50	58.0078125	506	1	leftarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	29	incongruent	congruentleft	0	0	0	0	1500	1500	18	1	406	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	506	1	leftarrow.jpg	50	41.9921875	506	1	leftarrow.jpg	50	50	506	1	leftarrow.jpg	50	58.0078125	506	1	leftarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	30	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	398	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	507	1	leftarrow.jpg	50	41.9921875	507	1	rightarrow.jpg	50	50	507	1	leftarrow.jpg	50	58.0078125	507	1	leftarrow.jpg	50	66.015625	507	
081707	17:11	1	2.0.61004.5	2	31	incongruent	congruentleft	0	0	0	0	1500	1500	18	1	413	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	525	1	leftarrow.jpg	50	41.9921875	525	1	leftarrow.jpg	50	50	525	1	leftarrow.jpg	50	58.0078125	525	1	leftarrow.jpg	50	66.015625	525	
081707	17:11	1	2.0.61004.5	2	32	incongruent	congruentleft	0	0	0	0	1500	1500	18	1	397	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	506	1	leftarrow.jpg	50	41.9921875	506	1	leftarrow.jpg	50	50	506	1	leftarrow.jpg	50	58.0078125	506	1	leftarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	33	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	395	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	510	1	leftarrow.jpg	50	41.9921875	510	1	rightarrow.jpg	50	50	510	1	leftarrow.jpg	50	58.0078125	510	1	leftarrow.jpg	50	66.015625	510	
081707	17:11	1	2.0.61004.5	2	34	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	421	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	506	1	leftarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	leftarrow.jpg	50	58.0078125	506	1	leftarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	35	incongruent	incongruentleft	0	0	0	0	1500	1500	18	1	437	0	1	+	50	50	0	1	rightarrow.jpg	50	33.984375	507	1	rightarrow.jpg	50	41.9921875	507	1	leftarrow.jpg	50	50	507	1	rightarrow.jpg	50	58.0078125	507	1	rightarrow.jpg	50	66.015625	507	
081707	17:11	1	2.0.61004.5	2	36	incongruent	congruentright	0	0	0	0	1500	1500	23	1	358	0	1	+	50	50	0	1	rightarrow.jpg	50	33.984375	506	1	rightarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	rightarrow.jpg	50	58.0078125	506	1	rightarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	37	incongruent	congruentright	0	0	0	0	1500	1500	23	1	401	0	1	+	50	50	0	1	rightarrow.jpg	50	33.984375	506	1	rightarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	rightarrow.jpg	50	58.0078125	506	1	rightarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	38	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	473	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	506	1	leftarrow.jpg	50	41.9921875	506	1	rightarrow.jpg	50	50	506	1	leftarrow.jpg	50	58.0078125	506	1	leftarrow.jpg	50	66.015625	506	
081707	17:11	1	2.0.61004.5	2	39	incongruent	incongruentright	0	0	0	0	1500	1500	23	1	464	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	539	1	leftarrow.jpg	50	41.9921875	539	1	rightarrow.jpg	50	50	539	1	leftarrow.jpg	50	58.0078125	539	1	leftarrow.jpg	50	66.015625	539	
081707	17:11	1	2.0.61004.5	2	40	incongruent	congruentleft	0	0	0	0	1500	1500	18	1	354	0	1	+	50	50	0	1	leftarrow.jpg	50	33.984375	509	1	leftarrow.jpg	50	41.9921875	509	1	leftarrow.jpg	50	50	509	1	leftarrow.jpg	50	58.0078125	509	1	leftarrow.jpg	50	66.015625	509	
060109	11:57	1	3.0.3.2	1	1	congruent	incongruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	2	congruent	incongruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	3	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	4	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	5	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	6	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	7	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	5	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	8	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	9	congruent	incongruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	10	congruent	incongruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	11	congruent	incongruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	12	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	13	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	14	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	5	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	15	congruent	congruentright	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	16	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	17	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	18	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	19	congruent	congruentleft	0	0	0	0	0	0	0	0	1000	0	1	+	50pct	50pct	0	1	leftarrow.jpg	50pct	34pct	0	1	leftarrow.jpg	50pct	42pct	0	1	leftarrow.jpg	50pct	50pct	0	1	leftarrow.jpg	50pct	58pct	0	1	leftarrow.jpg	50pct	66pct	0
060109	11:57	1	3.0.3.2	1	20	congruent	congruentright	0	0	0	0	0	0	16	1	546	0	1	+	50pct	50pct	0	1	rightarrow.jpg	50pct	34pct	0	1	rightarrow.jpg	50pct	42pct	0	1	rightarrow.jpg	50pct	50pct	0	1	rightarrow.jpg	50pct	58pct	0	1	rightarrow.jpg	50pct	66pct	0
